timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1554929643,723,723.0,723.0,723.0,10.70,9.22,23.22,40.21,64.16,68.49,0.00,601,601.0,601.0,601.0,10.84,9.74,22.43,40.40,57.77,62.16,0.00000
1554929644,1861,1138.0,1138.0,1138.0,7.02,4.42,18.89,58.43,67.90,68.35,0.19,1769,1168.0,1168.0,1168.0,6.80,4.51,16.53,44.50,75.50,77.00,0.19430
1554929645,4328,2467.0,2467.0,2467.0,3.42,1.71,7.85,40.80,84.15,90.44,0.30,4070,2301.0,2301.0,2301.0,3.25,1.88,7.97,33.16,49.71,80.15,0.30409
1554929646,5964,1636.0,1636.0,1636.0,4.95,1.81,9.21,126.35,153.09,158.86,0.22,5475,1405.0,1405.0,1405.0,5.02,2.18,9.90,53.58,158.20,158.47,0.22134
1554929647,7622,1658.0,1658.0,1658.0,5.15,1.61,11.35,107.87,163.45,181.40,0.17,6924,1449.0,1449.0,1449.0,5.63,1.85,12.98,119.41,178.91,181.01,0.17371
1554929648,9528,1906.0,1906.0,1906.0,4.17,1.81,11.49,56.85,100.14,102.83,0.14,8685,1761.0,1761.0,1761.0,4.16,1.93,11.25,54.85,93.32,103.55,0.14348
1554929649,11446,1918.0,1918.0,1918.0,4.43,1.94,12.53,56.16,103.74,110.23,0.12,10649,1964.0,1964.0,1964.0,4.12,2.06,10.47,49.58,97.52,100.40,0.12325
1554929650,13739,2293.0,2293.0,2293.0,3.58,1.95,9.66,45.88,63.05,66.98,0.11,12754,2105.0,2105.0,2105.0,3.64,2.10,10.08,48.40,60.62,62.55,0.10972
1554929651,15745,2006.0,2006.0,2006.0,4.02,1.83,10.71,57.80,78.77,99.29,0.10,14632,1878.0,1878.0,1878.0,4.21,1.98,11.42,57.80,74.19,117.70,0.09743
1554929652,18115,2370.0,2370.0,2370.0,3.04,1.91,7.51,16.71,63.24,69.21,0.09,17006,2374.0,2374.0,2374.0,3.65,2.17,8.46,48.53,69.66,73.53,0.09058
1554929653,20468,2353.0,2353.0,2353.0,3.57,1.93,8.13,45.42,61.34,64.19,0.08,19082,2076.0,2076.0,2076.0,3.47,2.04,7.96,42.24,62.75,71.24,0.08281
1554929654,22384,1916.0,1916.0,1916.0,4.01,1.73,10.92,52.53,59.57,88.15,0.08,21072,1990.0,1990.0,1990.0,4.35,2.03,11.35,54.89,68.22,80.81,0.07567
1554929655,24695,2311.0,2311.0,2311.0,3.42,1.95,8.05,47.38,59.38,60.92,0.07,23292,2220.0,2220.0,2220.0,3.62,2.13,8.68,48.07,61.34,65.40,0.07036
1554929656,26611,1916.0,1916.0,1916.0,3.78,1.84,8.28,58.26,90.96,91.49,0.07,25349,2057.0,2057.0,2057.0,4.23,2.01,9.55,58.29,91.68,99.94,0.06519
1554929657,29043,2432.0,2432.0,2432.0,2.86,1.89,7.26,20.63,56.62,58.39,0.06,28025,2676.0,2676.0,2676.0,3.34,2.14,7.20,37.75,58.85,62.85,0.06298
1554929658,31479,2436.0,2436.0,2436.0,3.36,1.76,8.65,49.28,63.41,66.13,0.06,30060,2035.0,2035.0,2035.0,3.82,2.00,10.55,50.76,61.57,63.93,0.05913
1554929659,33597,2118.0,2118.0,2118.0,3.58,1.75,11.12,42.60,71.70,72.81,0.06,32263,2203.0,2203.0,2203.0,3.79,1.94,10.74,46.89,68.81,74.25,0.05562
1554929660,35601,2004.0,2004.0,2004.0,3.74,1.73,9.09,59.80,117.24,122.36,0.05,34229,1966.0,1966.0,1966.0,4.29,2.01,10.70,65.60,117.44,118.49,0.05246
1554929661,37367,1766.0,1766.0,1766.0,4.21,1.75,9.40,55.15,197.13,201.20,0.05,36054,1825.0,1825.0,1825.0,4.67,1.87,10.58,59.64,198.84,201.06,0.04963
1554929662,39451,2084.0,2084.0,2084.0,3.61,1.84,8.80,45.48,126.75,132.19,0.05,38473,2419.0,2419.0,2419.0,3.39,1.78,8.45,37.29,124.19,125.50,0.04774
1554929663,41720,2269.0,2269.0,2269.0,3.40,1.98,7.42,45.91,65.14,84.08,0.05,40696,2223.0,2223.0,2223.0,3.79,2.03,9.08,48.59,67.24,73.60,0.04559
1554929664,43699,1979.0,1979.0,1979.0,4.68,1.80,15.13,49.15,164.23,167.38,0.04,42383,1687.0,1687.0,1687.0,3.96,2.02,10.97,41.55,151.91,165.68,0.04350
