timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1555107711,462,462.0,462.0,462.0,6.97,5.06,13.07,34.93,104.60,104.60,0.00,539,539.0,539.0,539.0,7.18,5.42,13.98,64.09,97.12,103.22,0.00000
1555107712,1244,782.0,782.0,782.0,4.97,2.63,9.39,51.71,126.62,128.32,0.15,1257,718.0,718.0,718.0,5.58,3.00,11.57,50.30,133.43,134.48,0.15257
1555107713,2556,1312.0,1312.0,1312.0,2.97,1.34,7.24,46.37,80.35,92.67,0.21,2461,1204.0,1204.0,1204.0,3.38,1.63,8.68,46.66,86.77,87.23,0.21036
1555107714,3755,1199.0,1199.0,1199.0,3.04,1.48,7.25,45.55,66.85,75.69,0.16,3639,1178.0,1178.0,1178.0,3.38,1.75,10.13,35.85,69.21,69.40,0.16206
1555107715,4593,838.0,838.0,838.0,4.35,1.43,8.37,106.89,121.18,124.06,0.13,4478,839.0,839.0,839.0,5.54,1.55,14.47,99.29,120.85,133.10,0.13150
1555107716,5832,1239.0,1239.0,1239.0,3.20,1.40,7.79,51.25,79.89,80.35,0.11,5539,1061.0,1061.0,1061.0,3.75,1.69,10.15,56.36,79.50,81.85,0.11096
1555107717,7016,1184.0,1184.0,1184.0,3.28,1.43,9.45,45.35,54.85,59.11,0.10,6751,1212.0,1212.0,1212.0,3.31,1.69,10.16,42.34,50.53,56.13,0.09618
1555107718,8378,1362.0,1362.0,1362.0,2.65,1.44,6.52,36.83,51.77,52.10,0.09,8101,1350.0,1350.0,1350.0,3.26,1.72,8.40,42.99,54.66,56.23,0.08873
1555107719,9757,1379.0,1379.0,1379.0,2.64,1.48,6.19,39.06,58.00,58.23,0.08,9379,1278.0,1278.0,1278.0,3.38,1.60,8.89,47.48,59.83,69.66,0.08124
1555107720,11037,1280.0,1280.0,1280.0,2.98,1.38,6.86,45.32,55.64,57.34,0.07,10572,1193.0,1193.0,1193.0,3.47,1.64,7.97,48.14,60.69,63.14,0.07325
1555107721,12225,1188.0,1188.0,1188.0,2.93,1.14,8.34,40.08,64.29,73.33,0.07,11821,1249.0,1249.0,1249.0,3.58,1.50,10.92,51.09,71.50,72.81,0.06664
