timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1554496281,561,561.0,561.0,561.0,12.47,10.75,24.77,48.40,103.02,125.24,0.00,621,621.0,621.0,621.0,13.13,11.06,24.69,88.34,111.41,121.96,0.00000
1554496282,1599,1038.0,1038.0,1038.0,7.86,6.21,14.21,73.07,92.21,98.96,0.21,1800,1179.0,1179.0,1179.0,7.47,6.15,14.02,44.14,81.53,98.89,0.20578
1554496283,3889,2290.0,2290.0,2290.0,3.72,2.35,7.75,14.77,174.06,174.85,0.32,3835,2035.0,2035.0,2035.0,4.10,2.44,7.95,24.26,173.54,183.24,0.31585
1554496284,6441,2552.0,2552.0,2552.0,3.34,2.15,7.24,11.00,129.04,130.94,0.25,6419,2584.0,2584.0,2584.0,3.25,2.21,7.15,9.96,128.32,131.99,0.25346
1554496285,9183,2742.0,2742.0,2742.0,2.96,2.16,7.03,10.04,40.21,41.98,0.20,9252,2833.0,2833.0,2833.0,3.09,2.28,7.44,12.07,35.39,38.63,0.20302
1554496286,12011,2828.0,2828.0,2828.0,2.88,2.06,6.72,9.36,51.41,52.76,0.17,12216,2964.0,2964.0,2964.0,2.96,2.11,6.52,9.19,49.94,51.15,0.17024
1554496287,15107,3096.0,3096.0,3096.0,2.69,1.87,6.67,9.86,61.44,66.29,0.15,15233,3017.0,3017.0,3017.0,2.81,1.95,6.85,10.41,61.77,65.67,0.14827
1554496288,17985,2878.0,2878.0,2878.0,2.79,1.74,7.16,14.57,54.46,60.23,0.13,18232,2999.0,2999.0,2999.0,2.96,1.84,7.29,14.66,59.87,61.80,0.12966
1554496289,21377,3392.0,3392.0,3392.0,2.40,1.59,6.43,10.53,43.55,52.66,0.12,21629,3397.0,3397.0,3397.0,2.54,1.68,6.52,10.67,49.12,51.74,0.11838
1554496290,24007,2630.0,2630.0,2630.0,3.24,1.80,7.43,47.58,59.77,66.52,0.11,24185,2556.0,2556.0,2556.0,3.30,1.83,7.72,44.30,61.73,65.34,0.10603
1554496291,26388,2381.0,2381.0,2381.0,3.43,2.02,9.08,41.52,58.00,63.14,0.10,26830,2645.0,2645.0,2645.0,3.28,2.07,8.24,21.84,57.15,63.64,0.09621
