timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1559364787,1070,1070.0,1070.0,1070.0,2.36,1.39,6.19,12.20,69.53,78.84,0.00,1032,1032.0,1032.0,1032.0,2.73,1.54,6.62,22.84,78.51,79.43,0.00000
1559364788,3344,2274.0,2274.0,2274.0,1.12,0.72,2.21,6.28,47.02,103.87,0.26,3127,2095.0,2095.0,2095.0,1.60,0.94,2.81,9.81,101.84,107.02,0.25711
1559364789,5428,2084.0,2084.0,2084.0,1.06,0.67,2.00,6.56,76.02,91.62,0.17,5318,2191.0,2191.0,2191.0,1.69,0.93,2.84,9.98,93.52,105.84,0.17449
1559364790,8146,2718.0,2718.0,2718.0,1.00,0.65,1.97,6.04,11.78,92.34,0.15,7823,2505.0,2505.0,2505.0,1.27,0.89,2.44,7.46,17.06,87.49,0.14614
1559364791,10098,1952.0,1952.0,1952.0,1.27,0.62,1.84,6.72,89.78,93.59,0.12,9749,1926.0,1926.0,1926.0,1.64,0.87,2.38,10.97,91.29,94.11,0.11784
1559364792,12213,2115.0,2115.0,2115.0,1.44,0.80,3.31,6.84,68.29,70.32,0.10,11807,2058.0,2058.0,2058.0,1.55,1.01,3.80,7.21,65.93,67.57,0.09792
1559364793,13667,1454.0,1454.0,1454.0,1.80,0.90,4.32,11.18,72.68,75.69,0.09,13420,1613.0,1613.0,1613.0,2.06,1.17,4.60,15.51,63.08,65.34,0.09343
1559364794,15175,1508.0,1508.0,1508.0,1.65,0.91,3.85,8.50,62.88,66.16,0.09,14993,1573.0,1573.0,1573.0,2.20,1.14,4.33,37.65,64.26,66.62,0.08835
1559364795,16759,1584.0,1584.0,1584.0,1.77,0.90,4.02,19.04,59.74,64.36,0.08,16444,1451.0,1451.0,1451.0,2.17,1.16,4.97,19.05,61.41,62.82,0.08374
1559364796,18435,1676.0,1676.0,1676.0,1.55,0.88,3.79,13.16,49.18,52.26,0.08,18132,1688.0,1688.0,1688.0,1.94,1.11,5.45,15.24,49.61,54.69,0.07712
1559364797,19771,1336.0,1336.0,1336.0,2.02,0.91,4.65,30.36,95.29,96.93,0.07,19683,1551.0,1551.0,1551.0,2.16,1.14,4.89,21.40,56.13,94.96,0.07352
1559364798,20964,1193.0,1193.0,1193.0,2.38,1.08,5.48,49.91,77.14,77.20,0.07,21002,1319.0,1319.0,1319.0,2.19,1.27,5.55,12.01,67.57,71.89,0.07353
1559364799,22233,1269.0,1269.0,1269.0,2.45,1.09,5.66,50.63,63.77,64.65,0.07,22162,1160.0,1160.0,1160.0,2.59,1.37,7.27,19.38,63.47,65.44,0.07367
1559364800,23478,1245.0,1245.0,1245.0,2.27,1.09,5.98,41.58,65.67,68.88,0.07,23289,1127.0,1127.0,1127.0,2.62,1.25,7.50,36.57,58.06,62.82,0.07344
1559364801,24674,1196.0,1196.0,1196.0,2.72,0.98,6.75,43.52,94.37,105.05,0.07,24493,1204.0,1204.0,1204.0,2.44,1.17,6.54,23.56,95.35,95.49,0.07187
1559364802,25840,1166.0,1166.0,1166.0,2.13,0.97,6.82,14.90,64.09,91.95,0.07,25577,1084.0,1084.0,1084.0,2.89,1.31,7.55,34.70,92.27,94.83,0.07122
1559364803,26859,1019.0,1019.0,1019.0,2.88,1.16,7.34,53.87,76.41,79.36,0.07,26796,1219.0,1219.0,1219.0,2.77,1.41,7.09,18.45,78.91,80.35,0.07055
1559364804,27794,935.0,935.0,935.0,2.96,1.22,7.51,56.00,69.86,75.17,0.07,27764,968.0,968.0,968.0,3.26,1.50,8.20,57.31,66.91,69.99,0.07169
1559364805,28678,884.0,884.0,884.0,2.74,1.27,8.57,19.89,59.05,60.78,0.07,28686,922.0,922.0,922.0,3.88,1.41,11.89,59.57,65.80,66.49,0.07297
1559364806,29718,1040.0,1040.0,1040.0,3.07,1.23,9.52,52.59,65.08,65.80,0.07,29538,852.0,852.0,852.0,3.21,1.41,9.26,51.31,66.13,66.88,0.07321
1559364807,30570,852.0,852.0,852.0,3.19,1.38,8.70,55.80,68.55,74.97,0.07,30356,818.0,818.0,818.0,3.82,1.79,10.34,61.34,67.76,71.96,0.07423
1559364808,31508,938.0,938.0,938.0,3.32,1.44,9.04,46.40,77.73,97.58,0.07,31184,828.0,828.0,828.0,3.63,1.63,11.14,58.29,80.61,95.88,0.07413
1559364809,32240,732.0,732.0,732.0,3.62,1.39,9.80,65.80,78.77,85.72,0.08,31913,729.0,729.0,729.0,4.58,1.79,13.75,66.85,94.04,95.68,0.07536
1559364810,32955,715.0,715.0,715.0,3.65,1.34,12.44,57.54,69.27,93.13,0.08,32748,835.0,835.0,835.0,4.00,1.69,10.76,60.36,90.18,92.54,0.07578
1559364811,33761,806.0,806.0,806.0,3.19,1.39,9.76,31.69,71.63,103.42,0.08,33617,869.0,869.0,869.0,3.93,1.61,10.10,56.89,115.15,117.24,0.07524
1559364812,34378,617.0,617.0,617.0,4.70,1.46,11.21,80.67,123.08,123.08,0.08,34293,676.0,676.0,676.0,4.55,1.88,14.15,65.27,119.87,123.34,0.07621
1559364813,34979,601.0,601.0,601.0,4.25,1.69,16.37,43.81,69.99,72.55,0.08,34890,597.0,597.0,597.0,5.39,1.86,18.76,66.45,97.65,101.06,0.07750
1559364814,35747,768.0,768.0,768.0,3.59,1.46,10.22,58.03,75.83,81.40,0.08,35586,696.0,696.0,696.0,4.80,2.13,12.53,69.60,91.55,91.95,0.07743
1559364815,36294,547.0,547.0,547.0,4.58,1.70,14.82,72.35,76.22,77.46,0.08,36274,688.0,688.0,688.0,4.96,2.20,16.47,56.75,68.49,69.73,0.07820
1559364816,36760,466.0,466.0,466.0,6.10,2.02,22.89,69.47,83.43,83.43,0.08,36824,550.0,550.0,550.0,5.93,1.99,21.14,69.01,78.25,103.61,0.07955
1559364817,37244,484.0,484.0,484.0,5.28,1.72,23.02,47.02,87.75,87.75,0.08,37428,604.0,604.0,604.0,5.68,1.84,23.41,55.74,88.80,93.85,0.08038
1559364818,37835,591.0,591.0,591.0,4.71,1.92,16.56,48.43,67.83,89.13,0.08,37910,482.0,482.0,482.0,6.66,2.39,22.13,68.88,120.06,120.06,0.08096
1559364819,38296,461.0,461.0,461.0,6.19,2.20,32.95,56.20,80.67,80.67,0.08,38457,547.0,547.0,547.0,5.78,2.34,23.51,55.71,60.10,65.50,0.08180
