timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1555450725,688,688.0,688.0,688.0,8.64,7.79,16.52,23.99,34.14,34.64,0.00,690,690.0,690.0,690.0,8.99,8.37,17.19,22.58,36.93,37.85,0.00000
1555450726,1716,1028.0,1028.0,1028.0,6.13,4.63,13.16,36.70,57.05,57.18,0.17,1860,1170.0,1170.0,1170.0,6.46,4.96,13.42,40.44,55.48,58.39,0.16936
1555450727,3862,2146.0,2146.0,2146.0,2.87,1.77,7.89,12.80,54.82,58.72,0.29,4248,2388.0,2388.0,2388.0,3.25,2.04,8.16,12.90,58.92,59.87,0.28913
1555450728,6199,2337.0,2337.0,2337.0,2.87,1.70,7.08,27.97,62.06,64.00,0.23,6620,2372.0,2372.0,2372.0,3.04,1.95,7.59,13.89,56.89,63.70,0.22857
1555450729,8775,2576.0,2576.0,2576.0,2.53,1.57,6.57,13.57,65.14,74.58,0.19,9047,2427.0,2427.0,2427.0,3.03,1.81,7.04,34.14,69.60,75.17,0.18879
1555450730,11703,2928.0,2928.0,2928.0,2.32,1.40,5.93,9.73,49.48,51.48,0.16,11736,2689.0,2689.0,2689.0,2.61,1.62,6.44,12.19,48.40,51.41,0.16347
1555450731,14891,3188.0,3188.0,3188.0,2.04,1.25,5.70,8.83,58.03,62.23,0.15,14635,2899.0,2899.0,2899.0,2.54,1.54,6.66,10.67,55.41,60.59,0.14678
1555450732,17673,2782.0,2782.0,2782.0,2.52,1.29,6.63,15.27,70.65,74.71,0.13,16940,2305.0,2305.0,2305.0,3.01,1.55,7.07,43.09,71.17,74.71,0.12751
1555450733,20628,2955.0,2955.0,2955.0,2.06,1.15,6.02,8.87,80.41,82.71,0.12,20038,3098.0,3098.0,3098.0,2.46,1.37,6.54,9.62,82.18,83.56,0.11641
1555450734,23589,2961.0,2961.0,2961.0,2.04,1.10,6.09,9.85,55.41,57.97,0.11,22962,2924.0,2924.0,2924.0,2.51,1.37,6.32,12.66,55.77,60.16,0.10532
1555450735,26693,3104.0,3104.0,3104.0,2.32,1.04,5.77,42.57,81.85,83.95,0.10,25784,2822.0,2822.0,2822.0,2.63,1.32,6.05,46.01,79.63,85.39,0.09660
1555450736,30410,3717.0,3717.0,3717.0,1.74,1.00,5.47,10.04,47.64,52.49,0.09,28890,3106.0,3106.0,3106.0,2.19,1.29,6.11,12.13,47.45,50.40,0.09122
1555450737,33384,2974.0,2974.0,2974.0,2.23,1.03,5.47,13.62,70.32,79.56,0.08,32046,3156.0,3156.0,3156.0,2.50,1.30,5.80,15.83,73.33,75.30,0.08467
1555450738,36292,2908.0,2908.0,2908.0,2.10,0.99,5.61,13.84,56.72,106.50,0.08,34983,2937.0,2937.0,2937.0,2.64,1.24,6.25,41.75,102.43,107.02,0.07878
1555450739,39607,3315.0,3315.0,3315.0,2.14,0.97,5.53,14.47,84.21,85.98,0.07,38131,3148.0,3148.0,3148.0,2.17,1.15,5.66,12.78,80.61,83.76,0.07443
1555450740,43448,3841.0,3841.0,3841.0,1.63,0.95,4.51,9.01,51.31,53.48,0.07,42071,3940.0,3940.0,3940.0,1.94,1.16,4.90,11.84,52.79,54.79,0.07328
1555450741,46905,3457.0,3457.0,3457.0,1.95,0.82,4.86,24.72,135.79,147.98,0.07,45241,3170.0,3170.0,3170.0,2.22,1.06,5.10,37.68,65.80,146.54,0.07038
1555450742,49860,2955.0,2955.0,2955.0,2.24,1.07,5.94,16.65,63.41,66.29,0.07,48328,3087.0,3087.0,3087.0,2.39,1.33,6.07,16.07,62.19,65.83,0.06632
1555450743,52107,2247.0,2247.0,2247.0,3.02,1.63,7.51,47.87,67.04,68.68,0.06,50547,2219.0,2219.0,2219.0,3.20,1.81,8.29,47.78,67.76,70.52,0.06418
1555450744,54346,2239.0,2239.0,2239.0,3.01,1.79,7.96,20.64,66.22,73.07,0.06,52563,2016.0,2016.0,2016.0,3.38,1.94,8.27,38.93,73.53,75.76,0.06251
1555450745,55864,1518.0,1518.0,1518.0,4.35,2.29,11.82,57.77,81.40,92.73,0.06,54101,1538.0,1538.0,1538.0,4.70,2.60,11.35,61.64,76.02,84.02,0.06388
1555450746,57385,1521.0,1521.0,1521.0,4.62,1.87,12.17,77.20,92.41,95.09,0.06,55677,1576.0,1576.0,1576.0,4.75,2.02,11.85,73.27,92.60,98.04,0.06460
1555450747,58878,1493.0,1493.0,1493.0,4.37,1.89,13.21,64.85,78.97,79.30,0.07,57146,1469.0,1469.0,1469.0,5.05,2.39,14.25,66.95,80.02,80.61,0.06553
1555450748,60440,1562.0,1562.0,1562.0,4.42,2.18,10.64,63.64,81.40,85.26,0.07,58695,1549.0,1549.0,1549.0,4.44,2.17,11.60,58.43,75.50,77.46,0.06570
1555450749,62164,1724.0,1724.0,1724.0,4.26,2.07,10.42,66.16,87.62,91.10,0.07,60224,1529.0,1529.0,1529.0,4.40,2.50,11.05,61.90,82.58,90.05,0.06529
1555450750,63807,1643.0,1643.0,1643.0,4.24,2.20,10.09,59.47,75.56,89.92,0.06,61769,1545.0,1545.0,1545.0,4.56,2.28,11.47,61.44,80.28,81.00,0.06492
1555450751,65115,1308.0,1308.0,1308.0,5.30,2.68,13.26,66.39,78.38,79.23,0.07,63152,1383.0,1383.0,1383.0,5.09,2.73,11.89,62.29,87.36,94.04,0.06552
1555450752,66621,1506.0,1506.0,1506.0,4.90,2.90,13.04,61.41,79.56,84.74,0.07,64488,1336.0,1336.0,1336.0,4.92,3.06,11.84,58.98,80.28,146.15,0.06521
1555450753,67772,1151.0,1151.0,1151.0,5.90,2.79,15.43,74.45,92.34,94.18,0.07,65652,1164.0,1164.0,1164.0,6.21,3.06,17.97,73.40,86.44,89.72,0.06632
1555450754,69013,1241.0,1241.0,1241.0,5.67,2.90,16.24,66.13,87.23,92.41,0.07,66754,1102.0,1102.0,1102.0,6.27,3.16,17.65,66.29,86.51,95.16,0.06711
1555450755,70229,1216.0,1216.0,1216.0,5.49,2.98,17.94,58.16,69.01,70.06,0.07,67901,1147.0,1147.0,1147.0,6.22,2.94,22.22,66.49,73.14,74.25,0.06777
1555450756,71294,1065.0,1065.0,1065.0,6.89,2.37,31.42,60.82,105.97,107.41,0.07,68770,869.0,869.0,869.0,7.52,2.77,31.21,77.92,98.63,102.69,0.06900
1555450757,72119,825.0,825.0,825.0,7.41,3.28,29.64,76.02,86.57,88.47,0.07,69824,1054.0,1054.0,1054.0,7.68,3.57,24.31,80.28,90.51,90.90,0.07021
1555450758,73205,1086.0,1086.0,1086.0,5.94,2.72,16.96,71.17,92.60,99.09,0.07,70907,1083.0,1083.0,1083.0,6.93,3.06,20.00,76.94,89.13,89.85,0.07059
1555450759,74266,1061.0,1061.0,1061.0,6.05,3.18,16.33,69.27,104.53,110.62,0.07,72123,1216.0,1216.0,1216.0,6.22,3.36,15.26,77.59,105.91,116.52,0.07058
1555450760,75385,1119.0,1119.0,1119.0,6.52,3.12,19.99,65.90,77.59,108.99,0.07,73049,926.0,926.0,926.0,6.64,3.07,19.46,69.73,89.72,100.27,0.07093
1555450761,76352,967.0,967.0,967.0,7.59,3.47,23.99,76.41,86.90,93.85,0.07,73940,891.0,891.0,891.0,7.99,3.77,25.43,77.66,86.70,140.25,0.07139
1555450762,77354,1002.0,1002.0,1002.0,6.26,3.33,16.25,67.76,79.23,87.82,0.07,75119,1179.0,1179.0,1179.0,6.52,4.11,17.19,64.13,85.13,86.38,0.07139
1555450763,78415,1061.0,1061.0,1061.0,6.54,3.22,22.54,67.63,79.04,79.10,0.07,76230,1111.0,1111.0,1111.0,6.36,3.27,22.27,57.34,76.35,117.64,0.07123
1555450764,79343,928.0,928.0,928.0,7.85,3.68,25.00,83.10,97.06,99.88,0.07,77117,887.0,887.0,887.0,7.59,3.76,22.04,78.71,84.80,125.24,0.07156
1555450765,80309,966.0,966.0,966.0,7.22,3.34,24.20,78.05,116.13,117.18,0.07,78046,929.0,929.0,929.0,7.40,3.88,24.28,76.87,94.63,99.75,0.07171
1555450766,81217,908.0,908.0,908.0,8.44,3.43,30.41,86.57,94.83,96.60,0.07,78744,698.0,698.0,698.0,9.13,3.95,30.29,85.07,96.80,99.68,0.07230
1555450767,82138,921.0,921.0,921.0,7.67,3.70,30.90,70.98,86.31,88.60,0.07,79604,860.0,860.0,860.0,8.05,4.53,23.97,67.70,76.68,111.08,0.07249
1555450768,82973,835.0,835.0,835.0,7.72,4.18,24.31,76.15,89.19,91.29,0.07,80463,859.0,859.0,859.0,8.03,4.55,23.17,76.74,84.02,86.25,0.07280
1555450769,83901,928.0,928.0,928.0,7.51,3.81,24.84,69.21,99.55,104.40,0.07,81458,995.0,995.0,995.0,7.72,4.06,25.18,71.57,94.57,100.60,0.07269
1555450770,84812,911.0,911.0,911.0,7.17,3.90,17.43,73.79,89.19,90.77,0.07,82403,945.0,945.0,945.0,7.72,4.45,22.22,72.61,87.36,93.72,0.07266
1555450771,85630,818.0,818.0,818.0,7.53,3.83,23.89,82.12,104.20,112.98,0.07,83236,833.0,833.0,833.0,8.90,4.05,37.72,89.78,108.27,109.25,0.07281
