timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1554329594,715,715.0,715.0,715.0,12.66,11.70,22.02,37.16,44.56,50.92,0.00,630,630.0,630.0,630.0,13.69,12.58,23.64,40.57,45.81,50.72,0.00000
1554329595,1969,1254.0,1254.0,1254.0,7.64,6.64,14.90,22.30,47.48,48.07,0.22,1965,1335.0,1335.0,1335.0,7.76,6.77,15.62,30.06,48.27,51.94,0.22394
1554329596,3958,1989.0,1989.0,1989.0,4.44,2.68,8.78,44.70,108.33,110.30,0.27,4264,2299.0,2299.0,2299.0,4.80,2.83,8.90,52.04,108.20,111.74,0.27102
1554329597,6917,2959.0,2959.0,2959.0,3.18,2.27,7.75,12.03,46.37,50.07,0.25,7387,3123.0,3123.0,3123.0,3.37,2.44,8.00,12.57,55.28,58.23,0.25035
1554329598,9424,2507.0,2507.0,2507.0,3.79,2.07,7.90,47.02,81.46,89.06,0.20,9979,2592.0,2592.0,2592.0,3.97,2.26,8.40,46.17,82.58,89.98,0.19808
1554329599,12589,3165.0,3165.0,3165.0,2.98,1.69,7.26,29.10,61.70,69.99,0.17,13132,3153.0,3153.0,3153.0,3.34,1.86,7.73,36.08,66.88,68.03,0.17209
1554329600,16101,3512.0,3512.0,3512.0,2.65,1.57,7.20,15.99,47.42,51.58,0.15,16679,3547.0,3547.0,3547.0,2.97,1.79,7.76,16.99,47.22,51.41,0.15445
1554329601,19431,3330.0,3330.0,3330.0,2.84,1.46,6.91,38.04,80.15,83.03,0.14,20165,3486.0,3486.0,3486.0,2.98,1.72,7.16,29.11,78.05,82.31,0.13792
1554329602,22809,3378.0,3378.0,3378.0,2.87,1.50,6.66,39.98,62.72,65.34,0.12,23537,3372.0,3372.0,3372.0,3.02,1.67,6.73,39.71,61.34,64.62,0.12322
1554329603,26572,3763.0,3763.0,3763.0,2.62,1.42,6.44,35.88,54.03,58.92,0.11,27002,3465.0,3465.0,3465.0,2.92,1.61,6.86,36.57,55.35,60.78,0.11247
