Running [WRITE, READ] with 10 threads 60 minutes
time,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1549920153,26856,3203.0,3203.0,3203.0,1.34,0.74,3.78,7.97,46.63,51.54,0.11,26966,3143.0,3143.0,3143.0,1.78,0.92,4.53,36.50,48.27,50.07,0.10979
1549920154,31001,4145.0,4145.0,4145.0,1.13,0.67,2.33,8.13,50.66,52.33,0.11,30772,3806.0,3806.0,3806.0,1.33,0.82,2.75,8.50,48.69,56.72,0.10660
1549920155,34706,3705.0,3705.0,3705.0,1.20,0.69,2.63,8.00,57.48,69.60,0.10,34444,3672.0,3672.0,3672.0,1.48,0.87,2.92,9.10,64.62,66.39,0.10036
1549920156,37237,2531.0,2531.0,2531.0,1.67,0.74,2.70,12.03,70.39,192.81,0.09,37111,2667.0,2667.0,2667.0,2.19,0.91,3.10,45.78,190.19,193.99,0.09276
1549920157,40181,2944.0,2944.0,2944.0,1.38,0.77,2.75,9.30,57.02,58.43,0.09,40340,3229.0,3229.0,3229.0,1.63,0.93,3.12,11.83,54.69,57.67,0.08625
1549920158,43262,3081.0,3081.0,3081.0,1.68,0.75,2.84,9.95,224.40,228.07,0.08,43330,2990.0,2990.0,2990.0,1.78,0.89,2.85,10.15,220.46,227.54,0.08191
1549920159,46345,3083.0,3083.0,3083.0,1.50,0.73,2.59,7.66,190.97,192.15,0.08,46320,2990.0,2990.0,2990.0,1.66,0.90,3.00,5.69,191.37,192.81,0.07741
1549920160,49663,3318.0,3318.0,3318.0,1.41,0.75,2.69,6.93,135.66,138.02,0.07,49690,3370.0,3370.0,3370.0,1.64,0.92,3.06,7.33,127.73,135.40,0.07361
1549920161,53625,3962.0,3962.0,3962.0,1.20,0.68,2.81,6.00,51.54,55.21,0.07,53694,4004.0,4004.0,4004.0,1.28,0.83,2.93,5.99,53.08,57.93,0.07104
1549920162,56602,2977.0,2977.0,2977.0,1.41,0.72,3.01,10.63,74.84,80.41,0.07,57075,3381.0,3381.0,3381.0,1.69,0.91,3.38,12.78,79.69,89.72,0.06734
1549920163,60157,3555.0,3555.0,3555.0,1.30,0.76,2.97,8.31,47.09,52.85,0.06,60484,3409.0,3409.0,3409.0,1.54,0.91,3.38,9.68,49.84,55.05,0.06412
1549920164,63527,3370.0,3370.0,3370.0,1.45,0.71,3.45,11.14,65.63,71.17,0.06,63740,3256.0,3256.0,3256.0,1.55,0.87,3.76,9.01,56.33,66.16,0.06111
1549920165,66591,3064.0,3064.0,3064.0,1.58,0.71,4.76,10.30,61.08,64.75,0.06,66617,2877.0,2877.0,2877.0,1.77,0.86,4.89,10.43,64.16,66.42,0.05845
1549920166,70058,3467.0,3467.0,3467.0,1.36,0.68,3.59,8.00,59.90,61.64,0.06,70171,3554.0,3554.0,3554.0,1.46,0.85,3.73,7.38,50.89,54.26,0.05607
1549920167,73495,3437.0,3437.0,3437.0,1.26,0.69,2.96,9.57,61.41,67.57,0.05,73871,3700.0,3700.0,3700.0,1.50,0.84,3.34,9.86,61.37,64.62,0.05395
1549920168,77633,4138.0,4138.0,4138.0,1.13,0.66,2.58,5.98,62.82,67.11,0.05,77718,3847.0,3847.0,3847.0,1.35,0.83,2.93,7.82,57.38,65.24,0.05266
1549920169,81822,4189.0,4189.0,4189.0,1.13,0.67,2.41,4.92,65.18,92.08,0.05,81529,3811.0,3811.0,3811.0,1.36,0.85,2.75,5.62,69.40,71.76,0.05161
1549920170,85645,3823.0,3823.0,3823.0,1.27,0.68,2.68,6.33,54.59,60.00,0.05,84948,3419.0,3419.0,3419.0,1.47,0.87,3.20,6.93,55.54,73.86,0.04985
1549920171,88747,3102.0,3102.0,3102.0,1.59,0.76,4.71,10.88,49.64,51.90,0.05,87805,2857.0,2857.0,2857.0,1.74,0.96,4.90,9.22,49.64,52.95,0.04826
1549920172,91802,3055.0,3055.0,3055.0,1.45,0.72,3.53,10.09,61.73,69.40,0.05,90691,2886.0,2886.0,2886.0,1.90,0.92,4.10,33.65,69.66,74.38,0.04671
1549920173,94880,3078.0,3078.0,3078.0,1.42,0.71,3.35,11.33,60.13,64.36,0.05,93824,3133.0,3133.0,3133.0,1.76,0.87,3.79,13.60,60.98,65.24,0.04520
1549920174,97957,3077.0,3077.0,3077.0,1.43,0.76,3.55,10.17,58.92,75.37,0.04,96983,3159.0,3159.0,3159.0,1.63,0.92,3.74,10.22,59.44,60.03,0.04377
1549920175,101187,3230.0,3230.0,3230.0,1.52,0.73,3.26,12.17,56.00,64.13,0.04,100158,3175.0,3175.0,3175.0,1.68,0.90,3.55,13.01,53.67,58.00,0.04242
1549920176,104404,3217.0,3217.0,3217.0,1.32,0.76,2.80,6.49,69.53,71.43,0.04,103620,3462.0,3462.0,3462.0,1.53,0.92,3.24,6.82,66.42,69.66,0.04114
1549920177,107745,3341.0,3341.0,3341.0,1.44,0.70,2.93,10.70,64.78,68.22,0.04,107088,3468.0,3468.0,3468.0,1.58,0.87,3.20,10.67,65.34,67.57,0.03995
1549920178,111156,3411.0,3411.0,3411.0,1.39,0.68,3.04,10.64,59.08,63.96,0.04,110602,3514.0,3514.0,3514.0,1.46,0.85,3.00,8.89,60.62,67.31,0.03884
1549920179,114284,3128.0,3128.0,3128.0,1.51,0.72,3.14,14.70,67.83,70.45,0.04,113619,3017.0,3017.0,3017.0,1.56,0.86,3.28,11.86,66.55,72.29,0.03780
1549920180,117995,3711.0,3711.0,3711.0,1.19,0.69,2.56,4.47,55.80,61.37,0.04,117558,3939.0,3939.0,3939.0,1.53,0.84,2.99,7.67,58.20,64.39,0.03703
1549920181,121825,3830.0,3830.0,3830.0,1.21,0.66,2.71,5.39,53.48,54.89,0.04,121298,3740.0,3740.0,3740.0,1.41,0.84,2.98,7.06,52.72,55.90,0.03622
1549920182,125420,3595.0,3595.0,3595.0,1.27,0.65,2.82,7.01,72.94,93.39,0.04,124632,3334.0,3334.0,3334.0,1.58,0.80,3.26,9.90,92.67,94.77,0.03535
1549920183,129170,3750.0,3750.0,3750.0,1.23,0.68,2.75,7.93,58.39,66.75,0.03,128383,3751.0,3751.0,3751.0,1.41,0.83,3.28,9.08,50.00,67.76,0.03462
1549920184,132109,2939.0,2939.0,2939.0,1.86,0.73,3.92,37.65,111.61,115.28,0.03,131020,2637.0,2637.0,2637.0,1.71,0.90,3.61,14.34,59.47,114.62,0.03390
1549920185,134900,2791.0,2791.0,2791.0,1.40,0.70,2.79,8.86,101.06,112.53,0.03,133940,2920.0,2920.0,2920.0,1.81,0.91,3.54,13.43,99.02,105.97,0.03318
1549920186,137644,2744.0,2744.0,2744.0,1.88,0.71,4.09,18.87,97.91,104.07,0.03,136784,2844.0,2844.0,2844.0,1.93,0.87,3.83,12.45,101.45,122.95,0.03250
1549920187,141132,3488.0,3488.0,3488.0,1.32,0.68,3.19,6.62,59.38,64.16,0.03,140259,3475.0,3475.0,3475.0,1.44,0.87,3.58,8.17,59.57,64.65,0.03178
1549920188,144856,3724.0,3724.0,3724.0,1.21,0.66,2.82,6.72,75.56,100.60,0.03,143891,3632.0,3632.0,3632.0,1.47,0.83,3.24,7.79,98.57,102.69,0.03126
1549920189,148398,3542.0,3542.0,3542.0,1.36,0.68,2.90,9.85,58.10,64.72,0.03,147176,3285.0,3285.0,3285.0,1.66,0.86,3.27,11.85,60.78,73.20,0.03059
1549920190,151205,2807.0,2807.0,2807.0,1.51,0.70,3.34,14.30,69.86,74.97,0.03,150236,3060.0,3060.0,3060.0,1.85,0.87,3.41,38.47,74.84,112.13,0.02998
1549920191,154177,2972.0,2972.0,2972.0,1.47,0.72,3.63,9.18,54.39,66.13,0.03,153470,3234.0,3234.0,3234.0,1.71,0.89,3.56,11.67,65.34,75.63,0.02939
1549920192,157513,3336.0,3336.0,3336.0,1.23,0.70,3.18,6.68,52.04,58.59,0.03,156915,3445.0,3445.0,3445.0,1.58,0.88,3.66,9.45,58.26,62.23,0.02879
1549920193,160869,3356.0,3356.0,3356.0,1.46,0.72,3.17,9.21,59.67,65.99,0.03,160309,3394.0,3394.0,3394.0,1.56,0.85,3.37,8.60,64.19,76.68,0.02822
1549920194,164339,3470.0,3470.0,3470.0,1.29,0.69,2.80,7.41,59.51,60.56,0.03,163962,3653.0,3653.0,3653.0,1.49,0.84,3.18,7.70,60.49,66.68,0.02770
1549920195,167249,2910.0,2910.0,2910.0,1.55,0.72,3.16,11.38,121.44,127.34,0.03,167022,3060.0,3060.0,3060.0,1.66,0.86,3.26,10.09,121.96,123.86,0.02718
1549920196,170024,2775.0,2775.0,2775.0,1.88,0.70,4.56,43.32,78.71,83.30,0.03,169708,2686.0,2686.0,2686.0,1.87,0.87,4.51,17.12,81.07,84.67,0.02685
1549920197,173017,2993.0,2993.0,2993.0,1.71,0.68,3.70,16.69,78.71,81.07,0.03,172656,2948.0,2948.0,2948.0,1.63,0.85,3.91,14.44,66.19,76.22,0.02641
1549920198,176095,3078.0,3078.0,3078.0,1.61,0.71,3.53,15.34,80.87,83.82,0.03,175441,2785.0,2785.0,2785.0,1.78,0.86,3.97,13.97,79.23,83.10,0.02599
1549920199,179212,3117.0,3117.0,3117.0,1.52,0.73,3.43,9.30,67.90,74.78,0.03,178663,3222.0,3222.0,3222.0,1.60,0.91,3.59,8.32,67.50,81.00,0.02553
1549920200,182177,2965.0,2965.0,2965.0,1.53,0.71,3.43,9.95,62.85,63.83,0.03,181639,2976.0,2976.0,2976.0,1.81,0.88,4.01,13.02,64.09,91.95,0.02512
1549920201,184914,2737.0,2737.0,2737.0,1.52,0.75,3.52,8.81,59.80,123.27,0.02,184459,2820.0,2820.0,2820.0,1.93,0.94,3.68,12.62,118.16,121.37,0.02476
1549920202,188318,3404.0,3404.0,3404.0,1.45,0.70,3.35,8.62,58.79,61.67,0.02,187487,3028.0,3028.0,3028.0,1.74,0.90,3.80,10.73,62.42,65.24,0.02434
1549920203,191328,3010.0,3010.0,3010.0,1.53,0.67,3.70,11.75,74.51,110.30,0.02,190624,3137.0,3137.0,3137.0,1.66,0.82,4.00,13.65,72.22,109.84,0.02394
1549920204,194122,2794.0,2794.0,2794.0,1.57,0.66,4.22,15.13,69.99,80.22,0.02,193634,3010.0,3010.0,3010.0,1.86,0.81,4.65,18.45,73.73,80.61,0.02361
1549920205,197399,3277.0,3277.0,3277.0,1.35,0.64,3.50,10.45,65.34,92.21,0.02,197143,3509.0,3509.0,3509.0,1.56,0.81,3.97,9.67,67.11,90.44,0.02325
1549920206,200472,3073.0,3073.0,3073.0,1.43,0.66,3.04,8.00,76.09,90.83,0.02,200385,3242.0,3242.0,3242.0,1.71,0.86,3.28,15.57,76.61,93.00,0.02288
1549920207,204200,3728.0,3728.0,3728.0,1.21,0.63,2.97,7.42,66.91,70.78,0.02,203852,3467.0,3467.0,3467.0,1.50,0.81,3.21,9.69,68.88,88.21,0.02260
1549920208,207454,3254.0,3254.0,3254.0,1.43,0.64,3.00,14.13,74.12,80.22,0.02,207125,3273.0,3273.0,3273.0,1.60,0.80,3.43,13.25,72.88,74.97,0.02225
1549920209,210415,2961.0,2961.0,2961.0,1.57,0.64,3.41,14.91,71.43,75.04,0.02,210251,3126.0,3126.0,3126.0,1.75,0.80,3.96,14.82,74.25,76.94,0.02194
1549920210,214220,3805.0,3805.0,3805.0,1.20,0.65,2.76,6.04,73.73,78.97,0.02,213739,3488.0,3488.0,3488.0,1.53,0.82,3.26,7.27,78.58,99.55,0.02172
1549920211,217930,3710.0,3710.0,3710.0,1.23,0.65,2.58,6.46,63.31,70.91,0.02,217361,3622.0,3622.0,3622.0,1.47,0.84,3.12,7.14,65.50,81.53,0.02149
1549920212,221359,3429.0,3429.0,3429.0,1.26,0.65,2.60,7.44,59.64,63.41,0.02,221232,3871.0,3871.0,3871.0,1.44,0.80,2.88,6.95,60.33,70.58,0.02123
1549920213,225024,3665.0,3665.0,3665.0,1.26,0.65,2.50,7.65,63.34,75.56,0.02,225100,3868.0,3868.0,3868.0,1.36,0.80,2.67,6.90,62.26,83.10,0.02104
1549920214,229107,4083.0,4083.0,4083.0,1.10,0.63,2.59,6.63,58.10,59.93,0.02,229063,3963.0,3963.0,3963.0,1.36,0.80,2.78,7.40,58.06,60.78,0.02094
1549920215,232787,3680.0,3680.0,3680.0,1.14,0.63,2.31,6.96,55.51,58.75,0.02,232956,3893.0,3893.0,3893.0,1.46,0.78,2.66,15.96,59.02,64.91,0.02073
1549920216,236964,4177.0,4177.0,4177.0,1.15,0.62,2.49,5.90,62.39,81.07,0.02,237158,4202.0,4202.0,4202.0,1.20,0.80,2.81,5.09,54.59,62.19,0.02078
1549920217,240940,3976.0,3976.0,3976.0,1.05,0.61,2.21,5.77,55.31,59.87,0.02,241447,4289.0,4289.0,4289.0,1.34,0.76,2.51,7.80,57.54,68.29,0.02074
1549920218,244726,3786.0,3786.0,3786.0,1.18,0.61,2.07,6.86,64.03,67.11,0.02,245521,4074.0,4074.0,4074.0,1.33,0.74,2.34,6.12,66.68,73.79,0.02060
1549920219,248834,4108.0,4108.0,4108.0,1.13,0.60,2.12,7.52,66.81,80.35,0.02,249398,3877.0,3877.0,3877.0,1.36,0.77,2.56,7.90,71.17,74.06,0.02049
1549920220,252415,3581.0,3581.0,3581.0,1.22,0.62,2.52,6.89,70.98,73.14,0.02,253039,3641.0,3641.0,3641.0,1.52,0.78,2.96,10.98,69.47,87.43,0.02026
1549920221,256034,3619.0,3619.0,3619.0,1.21,0.63,2.67,8.00,63.60,81.85,0.02,256723,3684.0,3684.0,3684.0,1.42,0.78,3.03,8.45,66.26,68.55,0.02003
1549920222,260155,4121.0,4121.0,4121.0,1.09,0.63,2.41,6.66,64.16,69.66,0.02,261013,4290.0,4290.0,4290.0,1.32,0.79,2.67,7.52,69.60,71.96,0.02002
1549920223,264014,3859.0,3859.0,3859.0,1.32,0.64,2.68,7.20,66.49,75.89,0.02,264527,3514.0,3514.0,3514.0,1.36,0.83,2.73,6.36,62.19,68.42,0.01980
1549920224,267702,3688.0,3688.0,3688.0,1.20,0.64,2.71,6.69,66.91,79.95,0.02,268355,3828.0,3828.0,3828.0,1.31,0.80,3.04,6.81,58.69,90.18,0.01962
1549920225,271342,3640.0,3640.0,3640.0,1.33,0.62,3.21,9.42,65.70,69.86,0.02,271850,3495.0,3495.0,3495.0,1.57,0.80,3.44,10.63,68.22,79.30,0.01939
1549920226,274611,3269.0,3269.0,3269.0,1.31,0.61,2.56,10.18,73.07,88.87,0.02,275262,3412.0,3412.0,3412.0,1.65,0.78,3.13,14.52,90.11,106.43,0.01915
1549920227,278357,3746.0,3746.0,3746.0,1.29,0.63,2.98,7.90,79.82,89.59,0.02,278685,3423.0,3423.0,3423.0,1.46,0.78,3.29,8.59,80.15,97.98,0.01895
1549920228,281661,3304.0,3304.0,3304.0,1.35,0.62,2.66,7.27,66.91,71.50,0.02,281927,3242.0,3242.0,3242.0,1.70,0.78,2.96,47.15,67.76,81.33,0.01873
1549920229,285294,3633.0,3633.0,3633.0,1.15,0.61,2.25,6.55,61.90,65.93,0.02,285650,3723.0,3723.0,3723.0,1.45,0.78,2.69,7.48,62.95,74.71,0.01854
1549920230,289685,4391.0,4391.0,4391.0,1.12,0.61,2.25,5.04,59.05,67.01,0.02,290033,4383.0,4383.0,4383.0,1.21,0.78,2.50,5.38,56.62,80.54,0.01864
1549920231,293669,3984.0,3984.0,3984.0,1.17,0.61,2.34,6.62,66.81,73.01,0.02,293867,3834.0,3834.0,3834.0,1.36,0.76,2.67,6.21,71.37,77.40,0.01850
1549920232,297744,4075.0,4075.0,4075.0,1.12,0.62,2.22,6.64,54.89,66.55,0.02,298080,4213.0,4213.0,4213.0,1.26,0.77,2.54,6.73,59.08,66.85,0.01843
1549920233,301853,4109.0,4109.0,4109.0,1.07,0.64,2.38,6.15,61.11,62.59,0.02,301931,3851.0,3851.0,3851.0,1.32,0.80,2.70,7.53,52.23,65.11,0.01830
1549920234,305387,3534.0,3534.0,3534.0,1.38,0.67,2.60,9.64,68.68,71.96,0.02,305358,3427.0,3427.0,3427.0,1.57,0.82,2.88,12.89,69.66,71.30,0.01810
1549920235,308954,3567.0,3567.0,3567.0,1.32,0.64,2.66,9.36,74.71,82.25,0.02,308832,3474.0,3474.0,3474.0,1.47,0.77,2.90,9.42,77.00,101.58,0.01791
1549920236,312483,3529.0,3529.0,3529.0,1.32,0.66,2.60,6.04,77.53,87.88,0.02,312304,3472.0,3472.0,3472.0,1.54,0.82,2.84,7.12,76.74,78.12,0.01772
1549920237,317098,4615.0,4615.0,4615.0,1.05,0.64,2.33,5.93,49.77,70.65,0.02,316523,4219.0,4219.0,4219.0,1.20,0.79,2.57,5.62,54.17,68.29,0.01777
1549920238,320506,3408.0,3408.0,3408.0,1.34,0.64,2.57,9.31,76.09,79.95,0.02,319849,3326.0,3326.0,3326.0,1.61,0.79,3.06,11.42,78.64,94.57,0.01759
1549920239,322696,2190.0,2190.0,2190.0,2.30,0.72,3.67,60.52,124.78,127.86,0.02,321845,1996.0,1996.0,1996.0,2.44,0.83,4.09,61.96,90.83,127.73,0.01781
1549920240,326112,3416.0,3416.0,3416.0,1.43,0.64,2.95,9.45,89.19,109.25,0.02,325254,3409.0,3409.0,3409.0,1.48,0.78,2.91,9.36,76.48,107.15,0.01763
1549920241,329320,3208.0,3208.0,3208.0,1.35,0.64,2.84,12.10,91.29,95.68,0.02,328327,3073.0,3073.0,3073.0,1.65,0.79,3.29,13.60,88.21,96.53,0.01746
1549920242,332987,3667.0,3667.0,3667.0,1.40,0.71,3.06,7.70,62.16,77.73,0.02,331713,3386.0,3386.0,3386.0,1.49,0.89,3.32,6.82,72.81,75.96,0.01729
1549920243,336279,3292.0,3292.0,3292.0,1.38,0.69,2.91,7.86,81.00,89.33,0.02,334968,3255.0,3255.0,3255.0,1.59,0.85,3.18,9.60,78.77,83.49,0.01712
1549920244,339507,3228.0,3228.0,3228.0,1.51,0.70,3.12,12.21,69.60,89.13,0.02,338120,3152.0,3152.0,3152.0,1.68,0.83,3.26,11.33,68.62,69.99,0.01696
1549920245,342880,3373.0,3373.0,3373.0,1.47,0.66,2.94,15.39,67.44,81.26,0.02,341303,3183.0,3183.0,3183.0,1.60,0.81,3.50,13.40,70.32,85.20,0.01680
1549920246,345797,2917.0,2917.0,2917.0,1.53,0.64,2.97,18.33,76.48,85.66,0.02,344279,2976.0,2976.0,2976.0,1.84,0.79,3.48,45.32,77.99,85.26,0.01669
1549920247,348485,2688.0,2688.0,2688.0,1.63,0.68,3.47,13.84,95.62,103.02,0.02,347171,2892.0,2892.0,2892.0,1.90,0.81,3.77,26.64,96.08,110.49,0.01660
1549920248,351524,3039.0,3039.0,3039.0,1.63,0.66,3.14,21.02,83.17,89.13,0.02,350057,2886.0,2886.0,2886.0,1.74,0.81,3.11,17.32,86.77,97.19,0.01648
1549920249,354936,3412.0,3412.0,3412.0,1.28,0.66,3.01,6.16,72.55,74.25,0.02,353650,3593.0,3593.0,3593.0,1.54,0.84,3.28,6.84,67.83,84.28,0.01632
1549920250,357965,3029.0,3029.0,3029.0,1.43,0.66,2.88,11.60,71.30,87.16,0.02,356589,2939.0,2939.0,2939.0,1.85,0.78,3.52,38.90,78.97,84.48,0.01621
1549920251,360958,2993.0,2993.0,2993.0,1.39,0.67,2.50,7.61,69.47,73.20,0.02,359886,3297.0,3297.0,3297.0,1.79,0.84,3.26,42.17,69.21,92.27,0.01607
1549920252,363642,2684.0,2684.0,2684.0,1.81,0.70,3.62,49.05,68.94,93.98,0.02,362725,2839.0,2839.0,2839.0,1.78,0.86,3.93,13.54,70.52,71.63,0.01601
1549920253,366352,2710.0,2710.0,2710.0,1.73,0.71,3.64,41.03,73.47,74.32,0.02,365449,2724.0,2724.0,2724.0,1.92,0.87,3.81,39.12,74.78,82.97,0.01597
1549920254,369223,2871.0,2871.0,2871.0,1.70,0.73,3.21,10.06,144.18,149.29,0.02,368190,2741.0,2741.0,2741.0,1.84,0.90,3.49,8.39,137.36,144.18,0.01586
1549920255,372418,3195.0,3195.0,3195.0,1.32,0.67,2.60,6.22,55.08,253.10,0.02,371148,2958.0,2958.0,2958.0,1.89,0.82,3.26,8.18,252.71,255.59,0.01575
1549920256,374774,2356.0,2356.0,2356.0,2.00,0.65,2.93,11.74,216.01,218.63,0.02,373275,2127.0,2127.0,2127.0,2.40,0.81,3.66,59.77,209.32,224.92,0.01574
1549920257,377998,3224.0,3224.0,3224.0,1.62,0.66,2.57,46.40,79.17,91.95,0.02,376159,2884.0,2884.0,2884.0,1.71,0.82,3.08,13.66,77.33,88.34,0.01562
1549920258,381410,3412.0,3412.0,3412.0,1.29,0.68,2.69,6.71,62.95,66.39,0.02,379607,3448.0,3448.0,3448.0,1.60,0.82,3.08,13.27,65.90,72.35,0.01548
1549920259,384570,3160.0,3160.0,3160.0,1.46,0.68,2.70,8.58,128.71,133.37,0.02,382472,2865.0,2865.0,2865.0,1.85,0.85,3.65,8.61,131.53,144.70,0.01535
1549920260,387038,2468.0,2468.0,2468.0,1.88,0.67,3.27,20.61,189.79,193.99,0.02,384938,2466.0,2466.0,2466.0,2.05,0.83,3.64,12.35,190.19,198.57,0.01529
1549920261,389717,2679.0,2679.0,2679.0,1.45,0.74,3.46,8.68,61.93,70.98,0.02,387815,2877.0,2877.0,2877.0,1.67,0.91,4.05,9.53,67.04,71.76,0.01524
1549920262,392245,2528.0,2528.0,2528.0,2.17,0.71,3.68,49.71,203.29,207.22,0.02,390798,2983.0,2983.0,2983.0,1.98,0.89,3.61,16.20,193.99,203.82,0.01512
1549920263,395272,3027.0,3027.0,3027.0,1.50,0.71,3.38,10.87,115.28,124.58,0.02,393914,3116.0,3116.0,3116.0,1.72,0.88,3.73,14.01,117.11,121.11,0.01500
1549920264,397364,2092.0,2092.0,2092.0,2.47,0.73,4.60,39.71,223.35,246.55,0.02,395757,1843.0,1843.0,1843.0,2.59,0.91,4.76,33.95,222.95,239.34,0.01507
1549920265,400047,2683.0,2683.0,2683.0,1.82,0.68,3.65,9.52,233.70,240.65,0.01,398175,2418.0,2418.0,2418.0,1.92,0.88,4.14,11.55,235.67,261.10,0.01496
1549920266,402247,2200.0,2200.0,2200.0,2.32,0.70,4.20,63.08,211.03,213.52,0.01,400303,2128.0,2128.0,2128.0,2.47,0.87,4.10,61.18,211.16,216.14,0.01498
1549920267,405142,2895.0,2895.0,2895.0,1.55,0.64,2.78,7.88,173.54,178.52,0.01,403288,2985.0,2985.0,2985.0,1.79,0.81,3.19,10.99,172.49,191.23,0.01486
1549920268,408874,3732.0,3732.0,3732.0,1.23,0.61,2.65,6.32,93.78,96.93,0.01,407029,3741.0,3741.0,3741.0,1.39,0.76,3.00,7.46,68.62,97.12,0.01477
1549920269,412365,3491.0,3491.0,3491.0,1.47,0.63,2.91,14.08,65.83,69.93,0.01,410484,3455.0,3455.0,3455.0,1.42,0.77,3.10,7.68,62.65,67.01,0.01466
1549920270,416035,3670.0,3670.0,3670.0,1.27,0.65,2.93,6.81,66.88,88.21,0.01,414005,3521.0,3521.0,3521.0,1.42,0.79,3.30,8.08,63.80,83.82,0.01455
1549920271,419526,3491.0,3491.0,3491.0,1.38,0.65,2.99,8.88,72.16,86.90,0.01,417301,3296.0,3296.0,3296.0,1.62,0.83,3.30,10.28,69.01,73.73,0.01444
1549920272,423271,3745.0,3745.0,3745.0,1.27,0.66,2.48,9.35,63.31,67.01,0.01,421057,3756.0,3756.0,3756.0,1.37,0.84,2.84,7.42,63.64,65.70,0.01435
1549920273,426698,3427.0,3427.0,3427.0,1.29,0.66,3.26,9.39,55.31,80.67,0.01,424255,3198.0,3198.0,3198.0,1.71,0.81,3.46,12.89,80.54,102.37,0.01423
1549920274,430038,3340.0,3340.0,3340.0,1.41,0.62,3.00,11.88,85.13,88.21,0.01,427547,3292.0,3292.0,3292.0,1.58,0.77,3.25,14.62,83.95,88.60,0.01413
1549920275,433751,3713.0,3713.0,3713.0,1.20,0.60,3.05,9.12,52.99,62.85,0.01,431013,3466.0,3466.0,3466.0,1.43,0.76,3.40,10.99,55.54,58.03,0.01402
1549920276,437979,4228.0,4228.0,4228.0,1.06,0.61,2.26,6.75,62.65,72.55,0.01,435323,4310.0,4310.0,4310.0,1.36,0.78,2.86,8.83,63.28,75.69,0.01405
1549920277,441667,3688.0,3688.0,3688.0,1.24,0.61,3.19,8.84,53.44,62.91,0.01,438655,3332.0,3332.0,3332.0,1.58,0.76,3.68,17.71,59.02,71.83,0.01395
1549920278,444484,2817.0,2817.0,2817.0,1.51,0.63,3.69,15.92,75.43,91.49,0.01,441822,3167.0,3167.0,3167.0,1.80,0.78,4.40,16.47,84.21,93.39,0.01387
1549920279,447540,3056.0,3056.0,3056.0,1.44,0.64,2.80,12.62,73.40,87.88,0.01,445074,3252.0,3252.0,3252.0,1.61,0.79,3.03,14.63,74.32,80.67,0.01377
1549920280,451060,3520.0,3520.0,3520.0,1.14,0.63,2.78,8.04,49.32,74.71,0.01,448975,3901.0,3901.0,3901.0,1.55,0.80,3.56,11.88,58.92,75.63,0.01369
1549920281,454420,3360.0,3360.0,3360.0,1.46,0.67,3.24,12.64,62.03,64.91,0.01,452258,3283.0,3283.0,3283.0,1.55,0.83,3.30,11.81,63.05,77.53,0.01359
1549920282,457889,3469.0,3469.0,3469.0,1.51,0.68,3.00,12.08,75.17,76.61,0.01,455441,3183.0,3183.0,3183.0,1.46,0.85,3.19,7.72,71.04,86.44,0.01349
