Running [WRITE, READ] with 10 threads 30 minutes
time,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1549913844,42740,3330.0,3330.0,3330.0,1.20,0.67,2.76,8.20,62.75,66.72,0.07,43172,3696.0,3696.0,3696.0,1.58,0.87,3.02,14.80,60.98,65.86,0.06818
1549913845,46483,3743.0,3743.0,3743.0,1.19,0.68,2.40,6.83,69.07,80.74,0.07,46861,3689.0,3689.0,3689.0,1.37,0.84,2.50,6.79,77.14,83.43,0.06774
1549913846,50113,3630.0,3630.0,3630.0,1.40,0.75,3.01,10.71,55.77,56.82,0.06,49962,3101.0,3101.0,3101.0,1.68,0.92,3.38,15.47,56.62,57.08,0.06477
1549913847,53534,3421.0,3421.0,3421.0,1.24,0.73,2.69,6.89,54.53,79.69,0.06,53494,3532.0,3532.0,3532.0,1.49,0.88,2.99,7.77,76.41,80.28,0.06258
1549913848,57141,3607.0,3607.0,3607.0,1.32,0.69,2.82,8.82,57.18,59.15,0.06,57059,3565.0,3565.0,3565.0,1.56,0.87,2.90,13.18,57.84,65.96,0.06059
1549913849,59621,2480.0,2480.0,2480.0,1.72,0.78,3.99,17.06,61.57,63.77,0.06,59998,2939.0,2939.0,2939.0,1.89,0.95,3.85,14.99,61.90,67.70,0.05786
1549913850,62916,3295.0,3295.0,3295.0,1.49,0.78,3.09,11.57,57.38,64.88,0.06,63048,3050.0,3050.0,3050.0,1.67,0.97,3.80,10.83,55.74,81.59,0.05543
1549913851,66253,3337.0,3337.0,3337.0,1.45,0.75,2.75,9.81,61.80,65.27,0.05,66292,3244.0,3244.0,3244.0,1.56,0.91,3.41,8.68,63.18,77.53,0.05333
1549913852,69363,3110.0,3110.0,3110.0,1.49,0.76,3.16,9.16,55.15,60.78,0.05,69447,3155.0,3155.0,3155.0,1.68,0.96,3.31,12.47,55.97,67.04,0.05118
1549913853,72487,3124.0,3124.0,3124.0,1.59,0.84,3.18,10.01,59.34,71.96,0.05,72361,2914.0,2914.0,2914.0,1.69,1.02,3.44,9.33,59.77,60.75,0.04916
1549913854,75557,3070.0,3070.0,3070.0,1.47,0.80,3.28,7.40,53.02,58.85,0.05,75383,3022.0,3022.0,3022.0,1.75,1.06,3.80,9.93,54.13,69.27,0.04729
1549913855,78460,2903.0,2903.0,2903.0,1.79,0.82,3.73,34.77,55.44,58.46,0.05,78159,2776.0,2776.0,2776.0,1.75,1.05,3.81,12.03,56.10,59.41,0.04560
1549913856,80620,2160.0,2160.0,2160.0,2.11,1.00,5.38,15.35,65.57,66.65,0.05,80326,2167.0,2167.0,2167.0,2.48,1.21,5.71,46.60,68.88,71.30,0.04505
1549913857,82888,2268.0,2268.0,2268.0,2.04,1.02,4.61,16.70,71.89,78.45,0.04,82657,2331.0,2331.0,2331.0,2.09,1.24,4.85,13.92,62.19,84.54,0.04409
1549913858,85352,2464.0,2464.0,2464.0,1.67,0.95,4.24,10.82,49.05,51.77,0.04,85512,2855.0,2855.0,2855.0,2.04,1.16,4.75,11.06,53.38,57.41,0.04277
1549913859,88327,2975.0,2975.0,2975.0,1.76,0.83,3.77,39.22,62.10,63.60,0.04,88339,2827.0,2827.0,2827.0,1.80,1.04,3.86,12.77,60.69,63.21,0.04140
1549913860,90927,2600.0,2600.0,2600.0,1.77,0.91,4.71,12.48,66.29,74.65,0.04,90807,2468.0,2468.0,2468.0,2.01,1.14,4.39,11.56,72.22,74.25,0.04031
1549913861,93816,2889.0,2889.0,2889.0,1.71,0.89,4.36,12.32,58.33,65.27,0.04,93524,2717.0,2717.0,2717.0,1.95,1.02,4.19,17.58,67.90,74.12,0.03911
1549913862,96675,2859.0,2859.0,2859.0,1.59,0.79,3.90,12.57,56.00,63.73,0.04,96726,3202.0,3202.0,3202.0,1.67,0.99,3.94,10.40,52.20,63.34,0.03798
1549913863,99478,2803.0,2803.0,2803.0,1.71,0.85,3.59,16.19,60.46,62.29,0.04,99518,2792.0,2792.0,2792.0,1.85,1.00,3.76,14.07,59.38,63.37,0.03692
1549913864,102614,3136.0,3136.0,3136.0,1.62,0.86,3.26,12.05,51.31,53.84,0.04,102339,2821.0,2821.0,2821.0,1.70,1.06,3.25,10.12,53.38,54.79,0.03590
1549913865,105655,3041.0,3041.0,3041.0,1.57,0.84,3.26,9.37,57.77,60.59,0.03,105260,2921.0,2921.0,2921.0,1.76,1.02,3.39,10.17,58.88,60.46,0.03494
1549913866,108570,2915.0,2915.0,2915.0,1.56,0.77,3.31,11.77,61.34,73.79,0.03,108344,3084.0,3084.0,3084.0,1.65,0.93,3.55,11.21,60.23,62.36,0.03403
1549913867,111428,2858.0,2858.0,2858.0,1.65,0.77,3.56,18.14,76.02,78.51,0.03,111442,3098.0,3098.0,3098.0,1.77,0.97,3.91,12.84,66.65,71.57,0.03317
1549913868,114279,2851.0,2851.0,2851.0,1.75,0.76,3.54,27.07,65.90,66.36,0.03,114075,2633.0,2633.0,2633.0,1.88,0.92,4.19,21.84,65.31,84.48,0.03237
1549913869,117483,3204.0,3204.0,3204.0,1.53,0.77,3.24,11.53,59.38,88.93,0.03,117097,3022.0,3022.0,3022.0,1.65,0.99,3.50,7.59,76.87,79.10,0.03166
1549913870,120688,3205.0,3205.0,3205.0,1.38,0.81,3.14,7.18,60.10,72.61,0.03,120278,3181.0,3181.0,3181.0,1.72,0.98,3.54,9.13,60.36,65.60,0.03100
1549913871,123567,2879.0,2879.0,2879.0,1.56,0.76,3.41,12.77,55.35,59.47,0.03,123096,2818.0,2818.0,2818.0,1.80,1.00,3.72,12.57,57.18,63.83,0.03029
1549913872,126216,2649.0,2649.0,2649.0,1.83,0.89,4.08,13.11,69.21,72.81,0.03,125598,2502.0,2502.0,2502.0,2.15,1.12,4.19,36.73,69.07,88.21,0.02969
1549913873,129330,3114.0,3114.0,3114.0,1.51,0.81,3.38,7.71,51.02,58.62,0.03,128355,2757.0,2757.0,2757.0,1.89,1.03,3.72,25.66,64.13,69.47,0.02903
1549913874,132566,3236.0,3236.0,3236.0,1.45,0.77,2.84,8.32,63.44,68.03,0.03,131579,3224.0,3224.0,3224.0,1.61,0.94,3.48,8.37,62.62,67.57,0.02850
1549913875,135934,3368.0,3368.0,3368.0,1.35,0.74,2.93,8.75,54.43,62.65,0.03,134936,3357.0,3357.0,3357.0,1.59,0.90,3.32,11.56,55.77,56.95,0.02806
1549913876,139345,3411.0,3411.0,3411.0,1.34,0.76,3.12,8.89,58.72,62.85,0.03,138276,3340.0,3340.0,3340.0,1.60,0.91,3.34,9.83,61.87,64.72,0.02764
1549913877,143035,3690.0,3690.0,3690.0,1.26,0.71,2.63,6.88,54.46,55.31,0.03,141726,3450.0,3450.0,3450.0,1.43,0.88,2.86,7.62,50.82,62.13,0.02739
1549913878,146529,3494.0,3494.0,3494.0,1.38,0.70,2.86,9.89,63.57,82.31,0.03,145126,3400.0,3400.0,3400.0,1.59,0.88,2.90,10.71,59.15,65.18,0.02709
1549913879,149864,3335.0,3335.0,3335.0,1.31,0.70,2.97,7.54,58.92,81.00,0.03,148262,3136.0,3136.0,3136.0,1.71,0.87,3.19,10.63,80.48,105.64,0.02668
1549913880,153114,3250.0,3250.0,3250.0,1.42,0.75,3.07,9.24,61.11,65.99,0.03,151248,2986.0,2986.0,2986.0,1.80,0.95,3.34,23.77,68.16,69.27,0.02619
1549913881,156278,3164.0,3164.0,3164.0,1.53,0.70,3.12,30.15,56.33,59.51,0.03,154422,3174.0,3174.0,3174.0,1.61,0.93,3.37,8.70,59.38,64.00,0.02571
1549913882,160016,3738.0,3738.0,3738.0,1.29,0.76,2.87,5.81,50.92,61.67,0.03,157730,3308.0,3308.0,3308.0,1.56,0.97,3.07,7.43,51.38,65.93,0.02545
1549913883,163527,3511.0,3511.0,3511.0,1.27,0.70,2.71,7.09,55.05,63.28,0.03,161570,3840.0,3840.0,3840.0,1.42,0.88,2.80,6.93,60.72,67.31,0.02531
1549913884,167165,3638.0,3638.0,3638.0,1.21,0.71,2.44,6.01,53.87,59.21,0.03,165305,3735.0,3735.0,3735.0,1.42,0.87,2.67,6.54,52.95,55.25,0.02514
1549913885,170357,3192.0,3192.0,3192.0,1.49,0.73,3.21,11.05,61.05,66.85,0.02,168550,3245.0,3245.0,3245.0,1.65,0.91,3.27,11.73,60.98,67.44,0.02473
1549913886,173230,2873.0,2873.0,2873.0,1.50,0.75,3.66,11.04,67.08,68.62,0.02,171513,2963.0,2963.0,2963.0,1.90,0.93,3.92,23.76,68.09,71.04,0.02431
1549913887,176639,3409.0,3409.0,3409.0,1.31,0.71,3.13,7.82,58.10,63.18,0.02,174814,3301.0,3301.0,3301.0,1.65,0.93,3.25,11.67,63.14,66.95,0.02396
1549913888,179704,3065.0,3065.0,3065.0,1.44,0.71,3.27,11.96,62.78,65.47,0.02,177943,3129.0,3129.0,3129.0,1.68,0.90,3.75,14.47,61.80,65.83,0.02356
1549913889,182837,3133.0,3133.0,3133.0,1.65,0.72,3.31,19.25,68.94,71.37,0.02,180965,3022.0,3022.0,3022.0,1.65,0.93,3.48,10.01,68.09,74.32,0.02318
1549913890,185929,3092.0,3092.0,3092.0,1.61,0.75,3.48,13.82,79.82,87.43,0.02,183717,2752.0,2752.0,2752.0,1.79,0.92,3.67,15.29,66.49,81.40,0.02281
1549913891,188869,2940.0,2940.0,2940.0,1.51,0.71,3.34,13.05,68.49,70.52,0.02,186791,3074.0,3074.0,3074.0,1.78,0.92,3.52,14.53,69.01,81.07,0.02245
1549913892,191775,2906.0,2906.0,2906.0,1.62,0.73,3.57,16.91,64.42,67.37,0.02,189861,3070.0,3070.0,3070.0,1.70,0.94,3.52,10.04,67.70,82.25,0.02209
1549913893,195319,3544.0,3544.0,3544.0,1.41,0.68,2.90,12.87,58.85,64.23,0.02,193368,3507.0,3507.0,3507.0,1.40,0.84,2.96,7.54,55.71,67.50,0.02189
1549913894,198852,3533.0,3533.0,3533.0,1.33,0.74,3.07,5.99,67.76,76.09,0.02,196713,3345.0,3345.0,3345.0,1.47,0.89,3.28,5.83,74.32,76.48,0.02166
1549913895,201942,3090.0,3090.0,3090.0,1.49,0.75,3.15,9.00,62.75,82.25,0.02,199930,3217.0,3217.0,3217.0,1.74,0.93,3.44,10.80,67.70,72.29,0.02135
1549913896,205091,3149.0,3149.0,3149.0,1.39,0.77,3.09,6.28,65.14,66.06,0.02,202782,2852.0,2852.0,2852.0,1.83,0.99,3.41,14.91,65.99,74.12,0.02104
1549913897,207710,2619.0,2619.0,2619.0,1.89,0.80,3.84,36.77,89.33,95.29,0.02,205575,2793.0,2793.0,2793.0,1.91,1.04,4.20,12.88,82.84,88.93,0.02077
1549913898,210610,2900.0,2900.0,2900.0,1.60,0.72,3.43,20.30,64.29,71.63,0.02,208398,2823.0,2823.0,2823.0,1.87,0.90,3.66,35.91,65.93,84.21,0.02049
1549913899,213450,2840.0,2840.0,2840.0,1.54,0.74,3.35,12.21,64.78,66.88,0.02,211250,2852.0,2852.0,2852.0,1.86,0.94,3.86,20.50,62.42,87.03,0.02021
1549913900,216119,2669.0,2669.0,2669.0,1.84,0.71,4.40,21.66,83.82,101.97,0.02,213804,2554.0,2554.0,2554.0,2.03,0.87,4.42,21.68,84.54,101.12,0.01999
1549913901,219143,3024.0,3024.0,3024.0,1.63,0.73,3.38,15.68,84.34,87.62,0.02,216542,2738.0,2738.0,2738.0,1.66,0.91,3.49,8.70,80.08,87.03,0.01972
1549913902,222017,2874.0,2874.0,2874.0,1.46,0.72,3.70,9.99,63.34,71.50,0.02,219577,3035.0,3035.0,3035.0,1.90,0.90,4.62,14.73,73.79,80.15,0.01946
1549913903,225476,3459.0,3459.0,3459.0,1.42,0.68,3.27,12.21,65.40,72.22,0.02,222978,3401.0,3401.0,3401.0,1.60,0.88,3.38,11.85,64.03,70.32,0.01928
1549913904,228780,3304.0,3304.0,3304.0,1.44,0.69,3.18,8.24,95.09,100.53,0.02,226215,3237.0,3237.0,3237.0,1.59,0.86,3.20,8.67,93.78,100.20,0.01908
1549913905,232182,3402.0,3402.0,3402.0,1.24,0.68,2.79,6.50,59.44,63.60,0.02,229735,3520.0,3520.0,3520.0,1.62,0.87,3.38,8.50,66.52,68.81,0.01891
1549913906,235015,2833.0,2833.0,2833.0,1.55,0.68,3.22,18.35,65.27,85.39,0.02,232941,3206.0,3206.0,3206.0,1.73,0.89,3.22,17.22,69.60,77.73,0.01867
1549913907,238152,3137.0,3137.0,3137.0,1.56,0.71,3.20,14.59,79.56,83.62,0.02,235908,2967.0,2967.0,2967.0,1.69,0.89,3.56,11.94,76.81,86.84,0.01844
1549913908,241646,3494.0,3494.0,3494.0,1.40,0.68,3.05,11.15,64.95,74.19,0.02,238795,2887.0,2887.0,2887.0,1.72,0.88,3.50,13.34,69.01,77.27,0.01822
1549913909,245047,3401.0,3401.0,3401.0,1.25,0.71,2.91,7.26,59.21,62.23,0.02,242390,3595.0,3595.0,3595.0,1.58,0.90,3.32,8.65,59.47,64.32,0.01807
1549913910,248688,3641.0,3641.0,3641.0,1.33,0.70,3.19,7.61,58.75,66.39,0.02,245799,3409.0,3409.0,3409.0,1.49,0.93,3.30,7.68,58.43,65.86,0.01794
1549913911,251705,3017.0,3017.0,3017.0,1.57,0.77,3.49,9.64,65.96,72.68,0.02,248787,2988.0,2988.0,2988.0,1.73,0.97,3.69,8.94,69.47,72.88,0.01773
1549913912,254715,3010.0,3010.0,3010.0,1.49,0.74,3.33,13.40,63.11,65.18,0.02,252055,3268.0,3268.0,3268.0,1.66,0.94,3.77,9.68,60.92,64.85,0.01752
1549913913,257505,2790.0,2790.0,2790.0,1.65,0.71,3.41,25.56,68.42,74.51,0.02,255009,2954.0,2954.0,2954.0,1.80,0.90,3.29,22.09,71.57,84.48,0.01732
1549913914,260554,3049.0,3049.0,3049.0,1.56,0.72,3.71,11.06,67.24,72.48,0.02,257987,2978.0,2978.0,2978.0,1.71,0.91,3.69,14.87,67.37,73.20,0.01712
1549913915,263671,3117.0,3117.0,3117.0,1.50,0.66,3.48,12.88,70.84,82.97,0.02,261034,3047.0,3047.0,3047.0,1.75,0.84,3.61,16.11,70.98,80.74,0.01692
1549913916,266772,3101.0,3101.0,3101.0,1.39,0.68,3.19,10.22,66.52,76.55,0.02,264308,3274.0,3274.0,3274.0,1.70,0.90,3.70,10.59,73.07,83.82,0.01674
1549913917,270121,3349.0,3349.0,3349.0,1.38,0.66,3.47,14.23,65.34,79.36,0.02,267456,3148.0,3148.0,3148.0,1.67,0.86,4.10,14.82,63.47,67.08,0.01657
1549913918,273113,2992.0,2992.0,2992.0,1.54,0.68,3.18,10.80,77.14,91.16,0.02,270454,2998.0,2998.0,2998.0,1.79,0.87,3.60,15.88,78.58,88.21,0.01639
1549913919,276319,3206.0,3206.0,3206.0,1.38,0.73,3.10,6.57,63.11,65.40,0.02,273762,3308.0,3308.0,3308.0,1.65,0.92,3.21,12.19,67.44,80.41,0.01623
1549913920,279467,3148.0,3148.0,3148.0,1.38,0.72,3.08,8.96,60.00,70.71,0.02,276947,3185.0,3185.0,3185.0,1.63,0.91,3.47,8.69,64.45,65.99,0.01605
1549913921,282722,3255.0,3255.0,3255.0,1.48,0.69,2.64,15.47,62.32,72.22,0.02,280311,3364.0,3364.0,3364.0,1.63,0.90,3.19,9.89,70.91,78.32,0.01591
1549913922,286532,3810.0,3810.0,3810.0,1.24,0.66,2.47,6.97,61.57,71.76,0.02,284107,3796.0,3796.0,3796.0,1.36,0.83,2.75,6.41,57.21,77.79,0.01595
1549913923,290190,3658.0,3658.0,3658.0,1.23,0.65,2.54,5.40,58.46,63.14,0.02,287694,3587.0,3587.0,3587.0,1.50,0.82,2.77,7.02,60.59,70.78,0.01589
1549913924,293704,3514.0,3514.0,3514.0,1.22,0.63,2.35,6.73,59.38,64.68,0.02,291425,3731.0,3731.0,3731.0,1.48,0.83,2.84,7.22,60.92,73.86,0.01583
1549913925,297165,3461.0,3461.0,3461.0,1.16,0.64,2.70,6.77,62.95,68.35,0.02,294831,3406.0,3406.0,3406.0,1.56,0.84,3.26,10.89,63.86,73.79,0.01571
1549913926,300937,3772.0,3772.0,3772.0,1.14,0.63,2.74,6.12,71.30,78.51,0.02,298305,3474.0,3474.0,3474.0,1.65,0.82,3.21,16.55,77.99,80.02,0.01566
1549913927,304224,3287.0,3287.0,3287.0,1.37,0.64,2.84,9.58,71.04,97.06,0.02,301580,3275.0,3275.0,3275.0,1.79,0.86,3.16,13.39,96.93,101.38,0.01553
1549913928,307658,3434.0,3434.0,3434.0,1.35,0.66,2.72,6.57,74.25,78.25,0.02,304875,3295.0,3295.0,3295.0,1.50,0.87,3.27,7.59,71.11,82.90,0.01540
1549913929,310771,3113.0,3113.0,3113.0,1.45,0.70,2.96,13.16,64.72,80.81,0.02,308265,3390.0,3390.0,3390.0,1.68,0.86,3.14,11.26,75.17,81.33,0.01526
1549913930,314627,3856.0,3856.0,3856.0,1.21,0.68,2.79,7.20,49.68,59.08,0.02,311817,3552.0,3552.0,3552.0,1.46,0.86,2.95,8.20,58.03,63.80,0.01521
1549913931,318031,3404.0,3404.0,3404.0,1.35,0.65,2.67,6.88,76.15,79.89,0.02,315265,3448.0,3448.0,3448.0,1.54,0.83,3.06,9.63,73.27,78.84,0.01510
1549913932,321684,3653.0,3653.0,3653.0,1.31,0.66,2.86,8.60,65.27,72.02,0.02,318682,3417.0,3417.0,3417.0,1.49,0.82,3.14,8.04,69.40,86.57,0.01502
1549913933,325149,3465.0,3465.0,3465.0,1.32,0.62,2.54,14.57,59.97,64.16,0.01,322210,3528.0,3528.0,3528.0,1.39,0.80,2.87,9.18,60.23,65.01,0.01491
1549913934,328492,3343.0,3343.0,3343.0,1.36,0.66,2.79,10.97,64.62,72.42,0.01,325551,3341.0,3341.0,3341.0,1.57,0.83,3.13,14.61,64.78,67.37,0.01479
1549913935,331812,3320.0,3320.0,3320.0,1.66,0.63,3.47,17.09,73.73,80.08,0.01,328639,3088.0,3088.0,3088.0,1.59,0.82,3.60,10.57,72.29,77.07,0.01465
1549913936,334733,2921.0,2921.0,2921.0,1.58,0.67,3.07,8.11,106.50,113.25,0.01,331521,2882.0,2882.0,2882.0,1.85,0.86,3.50,9.63,106.30,112.66,0.01452
1549913937,337923,3190.0,3190.0,3190.0,1.50,0.70,3.31,9.09,91.03,117.31,0.01,334609,3088.0,3088.0,3088.0,1.66,0.85,3.38,11.99,80.61,96.73,0.01439
1549913938,340889,2966.0,2966.0,2966.0,1.42,0.70,2.97,7.98,91.68,99.75,0.01,337701,3092.0,3092.0,3092.0,1.84,0.89,3.53,14.60,85.85,94.50,0.01426
1549913939,343935,3046.0,3046.0,3046.0,1.64,0.74,3.27,14.38,77.27,99.22,0.01,340601,2900.0,2900.0,2900.0,1.70,0.93,3.68,12.34,71.70,97.19,0.01413
1549913940,347194,3259.0,3259.0,3259.0,1.34,0.72,2.99,7.88,59.93,104.40,0.01,344068,3467.0,3467.0,3467.0,1.54,0.91,3.27,8.18,80.08,82.90,0.01404
1549913941,350458,3264.0,3264.0,3264.0,1.47,0.71,3.06,11.02,65.40,76.15,0.01,347198,3130.0,3130.0,3130.0,1.70,0.93,3.41,9.18,67.50,75.04,0.01392
1549913942,353394,2936.0,2936.0,2936.0,1.45,0.74,3.17,7.97,66.09,68.09,0.01,350397,3199.0,3199.0,3199.0,1.76,0.91,3.32,9.61,74.12,84.80,0.01380
1549913943,356395,3001.0,3001.0,3001.0,1.62,0.69,2.98,20.73,86.11,92.08,0.01,353413,3016.0,3016.0,3016.0,1.69,0.89,3.39,12.17,72.42,91.55,0.01368
1549913944,360278,3883.0,3883.0,3883.0,1.23,0.66,2.52,7.05,57.93,74.45,0.01,357121,3708.0,3708.0,3708.0,1.38,0.83,2.73,5.81,61.24,69.40,0.01368
1549913945,363812,3534.0,3534.0,3534.0,1.33,0.67,2.57,9.10,61.51,64.65,0.01,360711,3590.0,3590.0,3590.0,1.45,0.86,3.00,7.40,63.80,73.01,0.01362
1549913946,366743,2931.0,2931.0,2931.0,1.54,0.72,3.39,9.16,71.96,88.67,0.01,363788,3077.0,3077.0,3077.0,1.75,0.93,4.22,8.22,71.37,77.73,0.01350
1549913947,369949,3206.0,3206.0,3206.0,1.48,0.70,3.12,10.06,68.35,83.23,0.01,366857,3069.0,3069.0,3069.0,1.69,0.86,3.38,10.10,66.58,79.50,0.01339
1549913948,373038,3089.0,3089.0,3089.0,1.35,0.70,3.41,8.99,63.83,71.30,0.01,369948,3091.0,3091.0,3091.0,1.69,0.92,3.60,11.56,67.70,88.93,0.01328
1549913949,375709,2671.0,2671.0,2671.0,1.79,0.71,3.44,43.84,66.16,72.02,0.01,372954,3006.0,3006.0,3006.0,1.88,0.87,3.39,40.67,69.40,77.79,0.01319
1549913950,378583,2874.0,2874.0,2874.0,1.56,0.77,3.61,11.96,95.03,98.11,0.01,376081,3127.0,3127.0,3127.0,1.74,0.93,4.06,9.88,98.70,120.13,0.01308
1549913951,381640,3057.0,3057.0,3057.0,1.31,0.72,2.63,8.28,72.68,77.66,0.01,379198,3117.0,3117.0,3117.0,1.90,0.90,3.24,41.75,76.35,97.71,0.01298
1549913952,384742,3102.0,3102.0,3102.0,1.40,0.71,2.92,9.81,72.02,73.79,0.01,382597,3399.0,3399.0,3399.0,1.63,0.86,3.25,12.24,70.12,86.77,0.01288
1549913953,386798,2056.0,2056.0,2056.0,1.91,0.71,3.58,33.88,129.43,132.58,0.01,384941,2344.0,2344.0,2344.0,2.38,0.92,3.93,53.08,132.71,136.45,0.01293
1549913954,389845,3047.0,3047.0,3047.0,1.47,0.73,3.25,9.69,78.77,81.99,0.01,387805,2864.0,2864.0,2864.0,2.07,0.94,3.62,57.08,80.28,83.36,0.01283
1549913955,392658,2813.0,2813.0,2813.0,1.57,0.71,3.21,13.07,74.45,77.14,0.01,390635,2830.0,2830.0,2830.0,1.84,0.88,3.98,15.55,76.68,79.95,0.01276
1549913956,395184,2526.0,2526.0,2526.0,1.89,0.67,3.51,47.32,88.28,93.19,0.01,393114,2479.0,2479.0,2479.0,2.16,0.82,3.97,47.61,93.78,105.58,0.01273
1549913957,397457,2273.0,2273.0,2273.0,1.99,0.75,4.61,46.17,80.02,85.72,0.01,395241,2127.0,2127.0,2127.0,2.59,0.95,6.01,60.88,86.05,90.96,0.01283
1549913958,399631,2174.0,2174.0,2174.0,1.88,0.78,4.42,18.55,77.79,85.46,0.01,397839,2598.0,2598.0,2598.0,2.24,0.98,4.90,44.24,80.67,83.17,0.01285
1549913959,402390,2759.0,2759.0,2759.0,1.68,0.73,4.28,19.10,74.51,95.29,0.01,400466,2627.0,2627.0,2627.0,2.00,0.90,4.53,35.85,72.29,91.55,0.01278
1549913960,405038,2648.0,2648.0,2648.0,1.69,0.70,3.66,26.85,68.75,74.45,0.01,403287,2821.0,2821.0,2821.0,1.94,0.91,3.86,33.08,73.73,91.49,0.01271
1549913961,407996,2958.0,2958.0,2958.0,1.68,0.73,3.34,14.96,90.57,101.65,0.01,406135,2848.0,2848.0,2848.0,1.74,0.92,3.82,11.53,87.23,91.29,0.01262
1549913962,410533,2537.0,2537.0,2537.0,2.03,0.73,4.53,23.89,101.25,127.60,0.01,408522,2387.0,2387.0,2387.0,1.84,0.95,4.81,13.22,91.29,133.69,0.01258
1549913963,413332,2799.0,2799.0,2799.0,1.63,0.72,3.27,13.12,79.23,84.15,0.01,411325,2803.0,2803.0,2803.0,2.05,0.89,3.94,41.88,80.67,96.67,0.01250
1549913964,416167,2835.0,2835.0,2835.0,1.59,0.74,3.98,14.89,73.66,76.55,0.01,414349,3024.0,3024.0,3024.0,1.68,0.92,3.84,14.07,71.96,95.88,0.01241
1549913965,418822,2655.0,2655.0,2655.0,1.94,0.74,4.18,37.09,81.13,88.21,0.01,416773,2424.0,2424.0,2424.0,2.12,0.96,4.66,24.89,84.08,89.39,0.01239
1549913966,421464,2642.0,2642.0,2642.0,1.85,0.78,4.19,22.09,69.07,76.02,0.01,419378,2605.0,2605.0,2605.0,1.93,0.96,4.44,17.89,68.81,75.56,0.01235
1549913967,423784,2320.0,2320.0,2320.0,1.98,0.83,4.24,48.86,80.41,82.44,0.01,421602,2224.0,2224.0,2224.0,2.07,0.98,4.02,51.18,72.88,89.26,0.01240
