timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1558042328,281,281.0,281.0,281.0,9.80,1.37,59.24,137.23,514.59,514.59,0.00,227,227.0,227.0,227.0,30.96,7.91,177.21,220.20,247.20,247.20,0.00000
1558042329,1072,791.0,791.0,791.0,4.45,0.97,6.26,122.16,203.55,204.60,0.20,899,672.0,672.0,672.0,15.40,2.20,84.74,157.55,208.67,216.27,0.19907
1558042330,2495,1423.0,1423.0,1423.0,1.80,0.66,2.71,28.75,102.69,189.92,0.30,2115,1216.0,1216.0,1216.0,10.20,1.42,51.90,95.29,229.51,303.30,0.29694
1558042331,4046,1551.0,1551.0,1551.0,1.76,0.67,3.72,36.34,69.40,111.48,0.23,3681,1566.0,1566.0,1566.0,7.46,1.39,37.62,80.54,124.32,156.63,0.22685
1558042332,5829,1783.0,1783.0,1783.0,1.73,0.70,3.02,19.42,102.83,105.97,0.18,5215,1534.0,1534.0,1534.0,7.03,1.45,37.52,72.02,105.64,110.23,0.18163
1558042333,7438,1609.0,1609.0,1609.0,1.10,0.58,2.13,11.24,49.94,52.99,0.15,6805,1590.0,1590.0,1590.0,7.07,1.16,38.60,65.50,95.03,119.01,0.15032
1558042334,8618,1180.0,1180.0,1180.0,2.63,0.60,2.41,100.47,155.06,157.42,0.13,8067,1262.0,1262.0,1262.0,8.60,1.08,41.91,129.70,177.08,230.82,0.12787
1558042335,10541,1923.0,1923.0,1923.0,1.34,0.59,3.15,10.52,77.14,101.12,0.13,10137,2070.0,2070.0,2070.0,5.90,1.17,26.89,62.65,200.67,212.07,0.12722
1558042336,12052,1511.0,1511.0,1511.0,2.02,0.63,3.03,68.35,109.31,115.02,0.11,11717,1580.0,1580.0,1580.0,6.83,1.20,36.90,100.01,131.27,131.53,0.11234
1558042337,13388,1336.0,1336.0,1336.0,2.79,0.78,4.80,67.24,147.98,149.16,0.10,13199,1482.0,1482.0,1482.0,6.96,1.32,34.31,91.03,151.13,166.07,0.10085
1558042338,14355,967.0,967.0,967.0,1.90,0.92,5.25,15.80,80.87,89.00,0.10,14062,863.0,863.0,863.0,12.90,1.72,70.45,149.29,207.49,295.44,0.09533
1558042339,15077,722.0,722.0,722.0,3.60,0.82,6.16,107.48,116.65,145.75,0.10,14624,562.0,562.0,562.0,19.54,1.90,112.39,162.79,217.84,234.49,0.09941
1558042340,15598,521.0,521.0,521.0,10.08,1.49,18.17,209.85,424.94,425.46,0.10,15065,441.0,441.0,441.0,22.86,2.78,109.18,439.09,460.85,460.85,0.10026
1558042341,16364,766.0,766.0,766.0,5.46,1.24,16.74,112.20,159.25,165.15,0.10,15791,726.0,726.0,726.0,13.05,2.47,85.72,158.47,177.34,180.22,0.09976
1558042342,16949,585.0,585.0,585.0,5.14,1.07,10.42,151.13,213.65,218.76,0.10,16483,692.0,692.0,692.0,15.43,2.42,91.55,177.34,279.97,354.68,0.09746
1558042343,17744,795.0,795.0,795.0,7.25,1.32,14.85,99.42,384.57,387.19,0.09,17228,745.0,745.0,745.0,12.01,2.31,40.89,311.69,390.86,419.95,0.09187
1558042344,18610,866.0,866.0,866.0,4.37,1.21,10.83,89.06,140.64,213.12,0.09,17958,730.0,730.0,730.0,13.42,1.87,78.77,181.80,227.41,241.04,0.08908
1558042345,19123,513.0,513.0,513.0,5.77,1.04,10.96,133.30,346.29,366.48,0.09,18413,455.0,455.0,455.0,24.37,1.91,150.99,390.59,438.83,438.83,0.08853
1558042346,19768,645.0,645.0,645.0,1.19,0.59,3.47,12.21,22.07,31.13,0.09,19050,637.0,637.0,637.0,20.41,1.27,130.88,188.48,189.40,191.50,0.08856
1558042347,20186,418.0,418.0,418.0,6.07,1.07,8.73,82.38,398.20,398.20,0.09,19413,363.0,363.0,363.0,21.84,1.57,89.85,496.24,530.32,530.32,0.08779
1558042348,21106,920.0,920.0,920.0,3.27,1.24,10.12,36.01,116.85,120.06,0.10,20286,873.0,873.0,873.0,17.31,2.21,40.21,607.65,693.11,696.25,0.09604
1558042349,22220,1114.0,1114.0,1114.0,2.66,0.77,8.56,46.79,96.47,97.71,0.09,21247,961.0,961.0,961.0,10.41,1.57,67.50,156.50,169.35,205.13,0.09198
1558042350,22549,329.0,329.0,329.0,8.84,0.90,20.04,129.04,415.50,415.50,0.09,21757,510.0,510.0,510.0,23.39,1.40,136.18,498.34,605.55,608.70,0.08939
1558042351,23488,939.0,939.0,939.0,3.73,1.30,13.49,60.33,94.11,94.31,0.09,22499,742.0,742.0,742.0,14.19,2.39,73.07,274.46,405.27,433.59,0.08544
1558042352,24567,1079.0,1079.0,1079.0,2.70,0.93,6.65,22.45,160.30,161.22,0.08,23486,987.0,987.0,987.0,8.76,1.79,34.28,156.76,192.68,203.95,0.08225
1558042353,25187,620.0,620.0,620.0,5.60,0.80,10.32,174.85,237.50,238.42,0.08,23978,492.0,492.0,492.0,20.24,1.77,164.36,269.48,696.25,696.25,0.07906
1558042354,25837,650.0,650.0,650.0,5.45,0.81,14.87,139.72,209.32,209.72,0.08,24699,721.0,721.0,721.0,17.21,1.97,94.77,252.71,415.50,454.56,0.07649
1558042355,26179,342.0,342.0,342.0,6.34,1.34,18.60,90.77,271.06,271.06,0.08,25086,387.0,387.0,387.0,27.12,2.15,176.55,301.99,524.29,524.29,0.07664
1558042356,26728,549.0,549.0,549.0,8.26,1.31,26.02,161.22,259.26,270.27,0.08,25604,518.0,518.0,518.0,20.03,2.22,106.36,261.49,280.49,282.59,0.07679
1558042357,27052,324.0,324.0,324.0,11.63,1.31,17.56,366.74,379.32,379.32,0.08,25960,356.0,356.0,356.0,32.28,2.88,225.18,346.82,412.61,412.61,0.07802
1558042358,27576,524.0,524.0,524.0,9.48,2.05,29.34,186.25,192.68,195.30,0.08,26440,480.0,480.0,480.0,19.10,4.57,123.60,213.25,322.96,322.96,0.07787
1558042359,28310,734.0,734.0,734.0,6.96,1.48,23.38,136.05,153.88,156.76,0.08,27172,732.0,732.0,732.0,11.82,2.35,55.05,154.14,253.10,257.95,0.07637
1558042360,28814,504.0,504.0,504.0,6.90,1.18,21.04,151.91,177.34,182.32,0.08,27699,527.0,527.0,527.0,19.05,2.36,95.88,270.01,278.40,323.49,0.07600
1558042361,29147,333.0,333.0,333.0,16.73,1.49,129.50,251.40,258.74,258.74,0.08,28013,314.0,314.0,314.0,28.83,3.66,210.11,282.33,298.06,298.06,0.07750
1558042362,29554,407.0,407.0,407.0,8.06,1.54,50.92,109.25,149.29,149.29,0.08,28464,451.0,451.0,451.0,22.04,4.02,112.20,240.39,437.78,437.78,0.07694
1558042363,29910,356.0,356.0,356.0,4.63,1.32,17.71,61.21,138.81,138.81,0.08,28764,300.0,300.0,300.0,38.13,2.65,272.63,290.19,381.16,381.16,0.07765
1558042364,30077,167.0,167.0,167.0,24.26,2.45,69.60,561.51,569.90,569.90,0.08,28964,200.0,200.0,200.0,45.00,3.70,290.98,645.40,661.65,661.65,0.07815
1558042365,30379,302.0,302.0,302.0,13.32,2.46,62.85,222.82,259.78,259.78,0.08,29338,374.0,374.0,374.0,32.05,5.43,209.32,415.50,565.18,565.18,0.07736
1558042366,30648,269.0,269.0,269.0,5.99,0.93,16.33,71.04,231.60,231.60,0.08,29547,209.0,209.0,209.0,51.38,2.73,323.75,511.44,596.64,596.64,0.07743
1558042367,30881,233.0,233.0,233.0,10.12,1.65,24.84,300.94,409.47,409.47,0.08,29886,339.0,339.0,339.0,41.03,3.74,322.44,408.68,450.63,450.63,0.07781
1558042368,31363,482.0,482.0,482.0,8.51,2.51,33.11,106.69,136.18,136.18,0.08,30298,412.0,412.0,412.0,18.85,4.32,92.47,184.29,387.19,387.19,0.07712
1558042369,31786,423.0,423.0,423.0,9.91,2.25,37.91,140.25,186.25,186.25,0.08,30796,498.0,498.0,498.0,22.72,6.49,156.37,223.61,493.09,493.09,0.07582
1558042370,32295,509.0,509.0,509.0,12.34,2.73,51.35,175.37,229.90,239.60,0.08,31248,452.0,452.0,452.0,15.02,4.78,59.74,146.80,230.82,230.82,0.07554
1558042371,32746,451.0,451.0,451.0,8.59,1.13,35.52,150.21,195.04,195.04,0.07,31596,348.0,348.0,348.0,28.58,3.39,172.88,319.55,588.25,588.25,0.07413
1558042372,32952,206.0,206.0,206.0,16.76,0.84,49.48,363.59,369.36,369.36,0.07,31812,216.0,216.0,216.0,54.23,3.21,377.23,623.38,646.45,646.45,0.07398
1558042373,33257,305.0,305.0,305.0,12.77,2.57,57.67,153.35,193.59,193.59,0.07,32219,407.0,407.0,407.0,20.06,4.37,129.11,185.99,271.32,271.32,0.07427
1558042374,33544,287.0,287.0,287.0,16.98,2.79,91.68,306.71,369.36,369.36,0.08,32518,299.0,299.0,299.0,36.15,4.52,195.95,441.71,893.91,893.91,0.07689
1558042375,33886,342.0,342.0,342.0,13.84,2.25,96.93,177.21,179.57,179.57,0.08,32734,216.0,216.0,216.0,34.30,2.80,188.74,393.74,428.61,428.61,0.07711
1558042376,34080,194.0,194.0,194.0,8.03,1.58,48.20,129.50,139.59,139.59,0.08,32963,229.0,229.0,229.0,51.95,1.99,387.71,408.16,610.80,610.80,0.07706
1558042377,34357,277.0,277.0,277.0,23.55,2.76,59.97,540.54,722.47,722.47,0.08,33230,267.0,267.0,267.0,38.95,5.62,283.90,537.92,608.70,608.70,0.07573
1558042378,34667,310.0,310.0,310.0,14.53,2.94,85.98,143.52,307.76,307.76,0.08,33531,301.0,301.0,301.0,28.60,4.78,143.39,344.98,424.41,424.41,0.07570
1558042379,34842,175.0,175.0,175.0,29.31,2.31,75.43,672.66,699.40,699.40,0.09,33708,177.0,177.0,177.0,54.80,3.36,418.64,702.02,1110.44,1110.44,0.09209
1558042380,35112,270.0,270.0,270.0,18.39,3.44,138.15,204.87,215.48,215.48,0.09,33941,233.0,233.0,233.0,29.77,6.81,159.38,211.29,280.49,280.49,0.09236
1558042381,35381,269.0,269.0,269.0,24.88,2.83,195.82,228.20,349.44,349.44,0.09,34136,195.0,195.0,195.0,47.18,5.41,224.79,448.27,488.37,488.37,0.09219
1558042382,35553,172.0,172.0,172.0,24.06,3.18,211.03,266.99,434.63,434.63,0.09,34300,164.0,164.0,164.0,52.11,4.52,301.47,601.36,631.77,631.77,0.09198
1558042383,35865,312.0,312.0,312.0,13.27,2.44,73.14,209.06,234.36,234.36,0.09,34610,310.0,310.0,310.0,34.45,4.37,204.73,437.52,545.26,545.26,0.09105
1558042384,36134,269.0,269.0,269.0,11.48,2.26,38.67,172.88,218.76,218.76,0.09,34869,259.0,259.0,259.0,32.05,5.68,178.65,336.07,399.51,399.51,0.09088
1558042385,36466,332.0,332.0,332.0,13.99,2.92,58.72,203.95,406.32,406.32,0.09,35181,312.0,312.0,312.0,38.25,5.17,207.36,422.05,511.18,511.18,0.09002
1558042386,36710,244.0,244.0,244.0,16.59,3.05,87.95,412.09,425.46,425.46,0.09,35438,257.0,257.0,257.0,33.91,4.64,147.06,440.66,600.31,600.31,0.08926
1558042387,36885,175.0,175.0,175.0,23.51,3.09,63.90,423.89,448.27,448.27,0.09,35651,213.0,213.0,213.0,41.31,5.00,346.55,438.83,461.90,461.90,0.08933
1558042388,37082,197.0,197.0,197.0,11.92,2.76,64.39,167.25,234.09,234.09,0.09,35972,321.0,321.0,321.0,43.15,4.13,220.46,524.81,776.99,776.99,0.08765
1558042389,37299,217.0,217.0,217.0,25.42,2.61,188.61,379.58,651.17,651.17,0.09,36218,246.0,246.0,246.0,35.33,3.61,224.79,389.28,554.70,554.70,0.08683
1558042390,37710,411.0,411.0,411.0,8.83,1.20,60.59,129.56,190.58,190.58,0.09,36538,320.0,320.0,320.0,28.31,3.10,138.94,343.93,465.83,465.83,0.08598
1558042391,37927,217.0,217.0,217.0,8.40,0.99,11.58,275.78,324.27,324.27,0.09,36800,262.0,262.0,262.0,44.08,2.19,343.41,479.99,655.36,655.36,0.08512
1558042392,38335,408.0,408.0,408.0,9.59,1.98,51.71,79.95,274.20,274.20,0.08,37174,374.0,374.0,374.0,32.92,4.28,238.16,305.66,394.53,394.53,0.08439
1558042393,38690,355.0,355.0,355.0,14.42,2.96,72.42,228.72,239.60,239.60,0.08,37498,324.0,324.0,324.0,27.63,5.11,159.91,237.11,408.94,408.94,0.08383
1558042394,38997,307.0,307.0,307.0,7.52,1.12,27.16,134.87,142.87,142.87,0.08,37749,251.0,251.0,251.0,42.59,3.34,238.42,465.31,468.98,468.98,0.08340
1558042395,39208,211.0,211.0,211.0,22.91,3.90,86.38,531.89,539.49,539.49,0.26,37952,203.0,203.0,203.0,45.63,6.27,203.42,639.11,990.90,990.90,0.25914
1558042396,39501,293.0,293.0,293.0,11.28,1.84,35.19,226.75,238.55,238.55,0.26,38285,333.0,333.0,333.0,26.60,2.58,128.39,353.37,584.06,584.06,0.25696
1558042397,39760,259.0,259.0,259.0,13.70,2.20,78.38,161.22,276.82,276.82,0.25,38596,311.0,311.0,311.0,40.81,5.22,214.83,465.04,716.18,716.18,0.25404
1558042398,40178,418.0,418.0,418.0,9.52,2.78,47.22,99.09,150.73,150.73,0.25,39071,475.0,475.0,475.0,21.72,4.32,108.27,219.41,427.82,427.82,0.25185
