timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1555442413,505,505.0,505.0,505.0,16.82,11.59,59.21,87.29,109.77,121.37,0.00,595,595.0,595.0,595.0,16.27,10.46,58.82,85.92,100.86,121.31,0.00000
1555442414,1492,987.0,987.0,987.0,10.48,5.94,36.24,73.86,87.16,125.11,0.20,1509,914.0,914.0,914.0,12.65,6.46,56.13,90.90,140.38,147.06,0.19844
1555442415,2483,991.0,991.0,991.0,11.81,3.68,54.72,109.18,131.14,218.23,0.15,2436,927.0,927.0,927.0,11.37,3.51,58.92,106.17,121.44,143.00,0.15223
1555442416,3369,886.0,886.0,886.0,12.15,4.86,58.00,99.61,112.39,124.06,0.11,3343,907.0,907.0,907.0,11.78,4.42,56.33,103.28,159.51,169.35,0.11329
1555442417,4164,795.0,795.0,795.0,13.74,5.07,68.55,117.96,140.51,144.44,0.09,4187,844.0,844.0,844.0,13.36,4.47,62.10,127.40,139.98,143.13,0.09210
1555442418,5076,912.0,912.0,912.0,10.60,3.74,48.07,81.92,109.25,109.84,0.08,5081,894.0,894.0,894.0,12.96,4.98,61.44,102.83,123.67,126.62,0.07650
1555442419,5864,788.0,788.0,788.0,13.96,5.52,66.19,119.08,138.54,141.56,0.07,5955,874.0,874.0,874.0,13.70,5.99,62.06,100.14,141.16,145.75,0.06603
1555442420,6673,809.0,809.0,809.0,12.73,5.69,49.97,77.14,98.37,98.50,0.06,6822,867.0,867.0,867.0,13.00,6.12,48.40,74.38,94.83,111.61,0.05860
1555442421,7549,876.0,876.0,876.0,11.06,3.56,51.09,94.31,157.94,160.30,0.05,7802,980.0,980.0,980.0,12.37,5.17,54.20,89.52,123.93,129.30,0.05273
1555442422,8300,751.0,751.0,751.0,14.03,4.25,53.28,122.03,156.89,158.86,0.05,8459,657.0,657.0,657.0,17.63,4.69,92.80,158.99,189.27,219.81,0.04897
1555442423,9207,907.0,907.0,907.0,11.17,4.30,49.64,76.28,90.64,112.85,0.05,9331,872.0,872.0,872.0,13.87,5.19,60.49,89.06,156.76,267.91,0.04747
1555442424,10045,838.0,838.0,838.0,13.43,4.14,69.07,116.98,176.82,176.95,0.04,10106,775.0,775.0,775.0,13.55,5.17,63.21,105.12,183.63,190.58,0.04362
1555442425,10797,752.0,752.0,752.0,14.62,4.87,67.37,136.58,165.15,171.70,0.04,10855,749.0,749.0,749.0,14.28,5.06,64.26,130.55,170.26,173.80,0.04133
1555442426,11683,886.0,886.0,886.0,10.82,4.25,42.70,69.27,134.87,149.03,0.04,11782,927.0,927.0,927.0,13.24,5.11,52.63,91.16,187.70,225.31,0.03952
1555442427,12459,776.0,776.0,776.0,12.94,5.12,54.39,80.41,111.08,122.49,0.04,12676,894.0,894.0,894.0,13.59,5.51,57.15,87.03,110.69,116.98,0.03729
1555442428,13240,781.0,781.0,781.0,13.23,4.52,58.82,119.47,130.29,139.85,0.04,13437,761.0,761.0,761.0,15.68,5.45,63.67,130.74,141.69,145.23,0.03583
1555442429,14189,949.0,949.0,949.0,11.93,4.76,47.42,122.42,142.48,146.80,0.03,14268,831.0,831.0,831.0,12.62,4.72,50.46,120.32,150.73,165.28,0.03377
1555442430,14889,700.0,700.0,700.0,14.71,4.87,65.11,123.80,142.61,148.77,0.03,14963,695.0,695.0,695.0,16.30,5.30,70.32,129.17,146.67,150.73,0.03381
1555442431,15555,666.0,666.0,666.0,13.55,4.23,58.36,130.55,187.04,188.74,0.03,15864,901.0,901.0,901.0,14.90,5.09,63.24,134.48,191.37,195.95,0.03210
1555442432,16308,753.0,753.0,753.0,16.12,4.78,67.31,148.90,166.59,167.51,0.03,16495,631.0,631.0,631.0,15.32,5.30,59.05,139.72,184.68,195.69,0.03144
1555442433,16927,619.0,619.0,619.0,14.93,6.24,60.52,120.00,128.45,133.96,0.03,17179,684.0,684.0,684.0,17.69,6.10,80.28,129.50,163.45,165.15,0.03186
1555442434,17777,850.0,850.0,850.0,12.36,6.18,47.91,88.67,136.45,143.52,0.03,18023,844.0,844.0,844.0,14.07,7.22,51.77,97.65,127.93,156.50,0.03040
1555442435,18696,919.0,919.0,919.0,12.71,6.11,49.94,77.66,85.98,88.15,0.03,18771,748.0,748.0,748.0,13.91,6.46,56.16,87.88,101.65,121.50,0.02915
1555442436,19455,759.0,759.0,759.0,12.68,5.22,57.05,83.89,104.60,107.74,0.03,19661,890.0,890.0,890.0,13.55,5.62,56.92,93.19,106.82,128.71,0.02802
1555442437,20269,814.0,814.0,814.0,13.02,5.92,52.40,76.15,102.56,106.04,0.03,20562,901.0,901.0,901.0,13.37,6.25,55.54,95.35,119.28,127.99,0.02689
1555442438,20949,680.0,680.0,680.0,13.79,6.66,55.28,85.33,97.39,97.39,0.03,21387,825.0,825.0,825.0,15.60,7.76,56.92,81.66,132.38,145.10,0.02624
1555442439,21627,678.0,678.0,678.0,16.93,5.64,75.10,97.26,130.81,136.45,0.03,21968,581.0,581.0,581.0,17.59,6.17,76.61,101.38,125.89,140.12,0.02710
1555442440,22151,524.0,524.0,524.0,18.90,5.09,82.64,152.70,161.09,172.23,0.03,22471,503.0,503.0,503.0,23.36,7.43,96.99,161.74,172.75,184.81,0.02921
1555442441,22713,562.0,562.0,562.0,18.52,4.41,79.56,149.82,263.45,266.47,0.03,23076,605.0,605.0,605.0,19.09,4.86,79.56,161.35,277.61,320.34,0.02851
1555442442,23287,574.0,574.0,574.0,19.61,4.77,93.45,181.53,232.65,279.97,0.03,23615,539.0,539.0,539.0,20.59,4.78,95.75,201.46,226.23,276.82,0.02842
1555442443,23864,577.0,577.0,577.0,17.54,5.66,80.94,147.19,179.44,182.58,0.03,24159,544.0,544.0,544.0,21.42,7.03,90.44,164.89,184.16,195.56,0.02899
1555442444,24419,555.0,555.0,555.0,19.17,4.69,89.39,144.18,180.22,181.01,0.03,24713,554.0,554.0,554.0,20.64,5.30,100.20,138.02,163.71,187.96,0.02955
1555442445,24997,578.0,578.0,578.0,19.79,6.05,81.20,128.06,158.20,163.97,0.03,25236,523.0,523.0,523.0,19.52,5.03,76.81,134.74,155.45,164.10,0.03021
1555442446,25487,490.0,490.0,490.0,18.41,5.42,98.04,130.35,178.52,178.52,0.03,25881,645.0,645.0,645.0,19.81,5.10,96.34,154.80,195.69,199.23,0.03028
1555442447,26009,522.0,522.0,522.0,19.89,6.14,74.84,143.79,177.08,212.47,0.03,26413,532.0,532.0,532.0,22.49,7.18,79.82,153.09,287.05,421.79,0.02942
1555442448,26519,510.0,510.0,510.0,18.53,5.02,83.69,155.58,198.84,210.63,0.03,27006,593.0,593.0,593.0,21.80,5.75,112.85,181.93,216.01,218.37,0.02947
1555442449,27137,618.0,618.0,618.0,16.09,5.78,62.82,101.84,123.93,124.72,0.03,27628,622.0,622.0,622.0,19.02,7.02,78.84,128.06,185.07,197.13,0.02907
1555442450,27619,482.0,482.0,482.0,20.19,4.15,95.62,192.28,233.96,233.96,0.03,28074,446.0,446.0,446.0,20.07,4.37,96.93,212.73,240.39,240.39,0.02979
1555442451,28080,461.0,461.0,461.0,25.81,4.26,93.52,426.77,508.30,508.30,0.03,28551,477.0,477.0,477.0,27.92,5.10,135.00,204.47,499.91,499.91,0.02902
1555442452,28535,455.0,455.0,455.0,21.64,6.39,92.34,142.61,213.12,213.12,0.03,29052,501.0,501.0,501.0,20.30,6.02,85.92,142.08,172.36,180.09,0.02965
1555442453,29150,615.0,615.0,615.0,17.80,5.48,76.74,146.54,178.39,362.81,0.03,29651,599.0,599.0,599.0,21.80,7.02,82.58,163.45,362.02,394.53,0.02899
1555442454,29738,588.0,588.0,588.0,19.17,6.72,82.71,118.62,140.38,190.97,0.03,30179,528.0,528.0,528.0,20.02,7.10,85.33,119.28,136.45,140.64,0.02897
