timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1554510701,523,523.0,523.0,523.0,10.39,5.82,32.65,82.64,98.50,101.19,0.00,483,483.0,483.0,483.0,29.22,6.18,227.80,264.90,518.78,518.78,0.00000
1554510702,1595,1072.0,1072.0,1072.0,8.78,6.36,16.83,68.03,113.77,113.84,0.14,1809,1326.0,1326.0,1326.0,11.95,7.05,32.95,200.54,234.49,236.45,0.14194
1554510703,3336,1741.0,1741.0,1741.0,6.41,3.39,13.62,100.60,143.65,149.03,0.15,3539,1730.0,1730.0,1730.0,6.95,3.86,14.44,94.24,135.27,144.83,0.15110
1554510704,5069,1733.0,1733.0,1733.0,6.24,2.98,16.15,66.32,134.87,144.05,0.12,5277,1738.0,1738.0,1738.0,7.98,3.49,26.17,89.78,155.32,155.84,0.12336
1554510705,6905,1836.0,1836.0,1836.0,5.67,2.79,14.63,64.45,139.46,148.37,0.11,7209,1932.0,1932.0,1932.0,6.70,3.44,16.88,67.83,137.63,147.19,0.10714
1554510706,8611,1706.0,1706.0,1706.0,6.88,2.75,19.78,67.17,191.89,193.86,0.09,8788,1579.0,1579.0,1579.0,8.13,3.30,29.38,73.40,203.29,222.69,0.09078
1554510707,10683,2072.0,2072.0,2072.0,5.26,2.60,15.34,59.87,82.31,94.96,0.08,10880,2092.0,2092.0,2092.0,6.15,3.01,17.27,65.83,96.67,98.30,0.08184
1554510708,12343,1660.0,1660.0,1660.0,7.05,2.39,15.97,68.68,225.71,249.43,0.07,12577,1697.0,1697.0,1697.0,7.23,3.19,19.09,62.69,225.44,229.24,0.07284
1554510709,13760,1417.0,1417.0,1417.0,7.39,3.27,21.33,82.51,228.07,251.40,0.06,14047,1470.0,1470.0,1470.0,9.14,3.67,28.10,99.09,246.42,268.04,0.06467
1554510710,15307,1547.0,1547.0,1547.0,7.05,3.63,24.43,64.65,77.20,82.12,0.06,15549,1502.0,1502.0,1502.0,8.27,4.38,28.84,68.16,82.51,110.10,0.06007
1554510711,16657,1350.0,1350.0,1350.0,8.14,3.57,26.20,84.15,161.35,161.35,0.06,17005,1456.0,1456.0,1456.0,9.42,4.43,31.00,93.45,178.78,180.22,0.05603
1554510712,17893,1236.0,1236.0,1236.0,10.18,3.87,56.43,168.30,178.65,183.89,0.05,18223,1218.0,1218.0,1218.0,9.13,4.21,32.60,78.12,180.22,193.33,0.05476
1554510713,18938,1045.0,1045.0,1045.0,11.28,3.79,62.42,102.04,185.99,187.04,0.06,19178,955.0,955.0,955.0,12.82,5.10,62.62,139.33,210.50,222.82,0.05699
1554510714,19778,840.0,840.0,840.0,8.52,4.77,29.72,70.91,79.50,88.21,0.06,20075,897.0,897.0,897.0,11.32,5.53,49.18,88.47,114.43,115.87,0.06389
1554510715,20638,860.0,860.0,860.0,15.33,5.42,43.97,96.08,533.20,533.46,0.06,20838,763.0,763.0,763.0,22.94,6.78,64.03,527.43,553.12,574.62,0.05953
1554510716,21627,989.0,989.0,989.0,10.87,6.06,31.03,149.42,186.38,191.76,0.06,21897,1059.0,1059.0,1059.0,12.08,6.30,32.85,153.62,273.15,282.33,0.05779
1554510717,22541,914.0,914.0,914.0,11.54,4.65,57.05,90.24,133.63,145.36,0.06,22899,1002.0,1002.0,1002.0,13.83,5.99,65.40,94.04,136.97,141.95,0.05945
1554510718,23270,729.0,729.0,729.0,12.68,5.19,53.54,83.56,319.03,321.39,0.06,23720,821.0,821.0,821.0,18.00,5.59,63.83,357.56,386.92,417.60,0.05818
1554510719,24247,977.0,977.0,977.0,10.27,5.27,40.63,85.39,170.66,172.23,0.06,24749,1029.0,1029.0,1029.0,13.55,6.30,57.61,156.89,179.31,183.89,0.05774
1554510720,25253,1006.0,1006.0,1006.0,10.24,5.63,38.76,80.54,96.99,108.20,0.06,25798,1049.0,1049.0,1049.0,12.95,6.38,66.52,89.52,110.30,128.32,0.05756
1554510721,26047,794.0,794.0,794.0,11.78,4.34,52.17,200.02,220.46,229.24,0.06,26720,922.0,922.0,922.0,15.71,5.61,70.98,221.64,318.24,333.45,0.05635
1554510722,26766,719.0,719.0,719.0,17.76,5.48,66.06,299.37,314.57,316.93,0.06,27414,694.0,694.0,694.0,16.49,5.12,64.78,270.27,300.42,316.15,0.05714
1554510723,27653,887.0,887.0,887.0,12.24,5.29,64.55,102.04,136.71,147.19,0.06,28377,963.0,963.0,963.0,12.44,5.34,66.19,91.10,121.77,124.32,0.05716
1554510724,28674,1021.0,1021.0,1021.0,12.20,5.69,47.51,145.36,191.23,191.63,0.06,29231,854.0,854.0,854.0,14.75,6.52,56.69,192.28,242.61,246.02,0.05597
1554510725,29528,854.0,854.0,854.0,13.25,5.89,53.58,188.22,217.19,227.41,0.06,30072,841.0,841.0,841.0,15.02,7.14,58.65,223.22,270.53,272.89,0.05523
1554510726,30488,960.0,960.0,960.0,11.68,5.39,58.62,104.79,151.39,185.34,0.05,30945,873.0,873.0,873.0,14.62,6.39,61.28,150.34,205.52,233.18,0.05428
1554510727,31299,811.0,811.0,811.0,11.75,4.61,40.60,185.47,222.43,224.53,0.05,31898,953.0,953.0,953.0,14.47,5.51,52.72,193.99,257.03,262.41,0.05333
1554510728,32258,959.0,959.0,959.0,12.27,5.85,49.97,104.20,168.95,169.21,0.05,32739,841.0,841.0,841.0,14.59,6.90,59.60,106.30,205.26,230.03,0.05251
1554510729,33219,961.0,961.0,961.0,12.36,5.46,53.38,93.85,141.30,144.70,0.05,33629,890.0,890.0,890.0,14.26,6.55,60.13,120.06,159.91,183.76,0.05185
1554510730,34116,897.0,897.0,897.0,12.50,5.38,45.74,141.95,179.70,180.22,0.05,34543,914.0,914.0,914.0,13.88,6.33,52.56,145.23,186.78,259.00,0.05080
1554510731,34993,877.0,877.0,877.0,12.84,6.12,41.29,203.55,259.78,259.92,0.05,35329,786.0,786.0,786.0,15.59,6.50,53.94,273.68,322.44,327.16,0.04973
1554510732,35954,961.0,961.0,961.0,12.08,6.10,45.97,118.03,155.58,160.96,0.05,36239,910.0,910.0,910.0,14.10,7.47,48.63,132.51,190.58,197.92,0.04894
1554510733,36644,690.0,690.0,690.0,15.37,5.14,80.94,164.50,192.15,198.31,0.05,37020,781.0,781.0,781.0,16.56,7.33,77.40,151.52,198.44,202.90,0.04931
