timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1558056736,1115,1115.0,1115.0,1115.0,2.41,1.49,6.51,11.52,49.38,50.69,0.00,1272,1272.0,1272.0,1272.0,3.36,1.80,7.78,30.26,96.40,101.71,0.00000
1558056737,2891,1776.0,1776.0,1776.0,1.93,0.92,2.98,10.51,146.67,225.31,0.20,3176,1904.0,1904.0,1904.0,1.99,1.13,3.42,13.67,82.64,142.74,0.19979
1558056738,4826,1935.0,1935.0,1935.0,1.73,0.77,2.89,23.00,84.93,128.06,0.14,5156,1980.0,1980.0,1980.0,2.67,1.02,4.23,53.67,124.39,127.86,0.13559
1558056739,7201,2375.0,2375.0,2375.0,1.46,0.78,2.76,10.63,58.56,76.41,0.12,7660,2504.0,2504.0,2504.0,1.77,1.01,3.60,16.09,60.39,77.86,0.11518
1558056740,9921,2720.0,2720.0,2720.0,1.32,0.75,2.74,9.02,61.60,67.01,0.10,10287,2627.0,2627.0,2627.0,1.64,0.98,3.22,10.53,63.67,67.57,0.10298
1558056741,12571,2650.0,2650.0,2650.0,1.35,0.78,2.64,8.29,59.51,60.23,0.09,13053,2766.0,2766.0,2766.0,1.56,1.02,3.01,10.51,59.21,61.11,0.09049
1558056742,14930,2359.0,2359.0,2359.0,1.53,0.68,2.62,11.62,141.82,142.48,0.08,15403,2350.0,2350.0,2350.0,1.83,0.91,3.26,14.48,138.28,145.10,0.07842
1558056743,17777,2847.0,2847.0,2847.0,1.09,0.67,2.50,7.24,38.44,61.37,0.07,18221,2818.0,2818.0,2818.0,1.52,0.89,3.37,11.12,59.15,61.11,0.07181
1558056744,20189,2412.0,2412.0,2412.0,1.50,0.64,2.53,19.51,72.81,76.61,0.06,20797,2576.0,2576.0,2576.0,1.83,0.89,3.32,33.08,66.13,77.00,0.06378
1558056745,22834,2645.0,2645.0,2645.0,1.36,0.62,2.98,12.47,64.98,68.03,0.06,23407,2610.0,2610.0,2610.0,1.69,0.87,3.38,30.72,65.44,69.01,0.05775
1558056746,25703,2869.0,2869.0,2869.0,1.30,0.67,2.46,8.78,61.54,63.60,0.05,26174,2767.0,2767.0,2767.0,1.51,0.89,3.13,11.08,59.51,60.72,0.05376
1558056747,27979,2276.0,2276.0,2276.0,1.51,0.65,2.82,19.12,78.18,79.56,0.05,28539,2365.0,2365.0,2365.0,1.77,0.90,3.54,17.69,82.97,84.02,0.04944
1558056748,30351,2372.0,2372.0,2372.0,1.52,0.67,2.78,12.38,81.40,92.73,0.05,30995,2456.0,2456.0,2456.0,1.89,0.88,3.43,32.28,86.51,97.58,0.04559
1558056749,33028,2677.0,2677.0,2677.0,1.29,0.67,2.77,12.39,46.20,84.02,0.04,33593,2598.0,2598.0,2598.0,1.70,0.91,3.48,27.74,77.86,84.34,0.04263
1558056750,35721,2693.0,2693.0,2693.0,1.37,0.66,2.70,15.63,47.05,61.34,0.04,36264,2671.0,2671.0,2671.0,1.61,0.89,3.17,16.97,56.89,59.74,0.03996
1558056751,38222,2501.0,2501.0,2501.0,1.25,0.65,2.54,8.64,48.66,59.38,0.04,38631,2367.0,2367.0,2367.0,1.84,0.88,3.57,32.29,71.04,72.88,0.03748
1558056752,41039,2817.0,2817.0,2817.0,1.28,0.69,2.33,9.17,57.64,62.29,0.04,41414,2783.0,2783.0,2783.0,1.72,0.92,2.83,28.44,70.39,73.40,0.03593
1558056753,42851,1812.0,1812.0,1812.0,1.77,0.69,2.53,36.73,87.03,94.44,0.04,43432,2018.0,2018.0,2018.0,2.25,0.88,3.58,47.61,95.29,96.27,0.03608
1558056754,45914,3063.0,3063.0,3063.0,1.15,0.70,2.65,7.11,55.64,61.31,0.04,46462,3030.0,3030.0,3030.0,1.47,0.88,3.17,14.95,35.42,57.18,0.03577
1558056755,48409,2495.0,2495.0,2495.0,1.42,0.70,2.45,28.70,57.54,63.05,0.03,49125,2663.0,2663.0,2663.0,1.56,0.91,2.74,13.61,57.51,65.04,0.03397
1558056756,50881,2472.0,2472.0,2472.0,1.72,0.72,3.00,39.16,66.58,69.40,0.03,51333,2208.0,2208.0,2208.0,1.83,0.93,3.32,37.95,66.26,72.22,0.03253
1558056757,52972,2091.0,2091.0,2091.0,1.87,0.86,4.08,27.18,82.18,83.03,0.03,53223,1890.0,1890.0,1890.0,2.10,1.13,4.82,28.46,50.79,83.30,0.03239
1558056758,54602,1630.0,1630.0,1630.0,2.21,1.03,5.09,42.73,69.21,73.79,0.03,54811,1588.0,1588.0,1588.0,2.79,1.25,6.38,45.81,67.44,70.91,0.03473
1558056759,55853,1251.0,1251.0,1251.0,2.83,1.01,6.49,41.42,146.15,147.32,0.04,56067,1256.0,1256.0,1256.0,3.53,1.17,7.59,46.53,147.98,150.86,0.03836
1558056760,57368,1515.0,1515.0,1515.0,2.39,1.04,5.52,40.73,93.00,96.86,0.04,57624,1557.0,1557.0,1557.0,2.77,1.31,7.41,40.93,84.67,97.78,0.03960
1558056761,58654,1286.0,1286.0,1286.0,2.95,1.27,6.56,46.83,158.33,163.45,0.04,58863,1239.0,1239.0,1239.0,3.37,1.52,7.64,49.09,157.02,164.63,0.04159
1558056762,59539,885.0,885.0,885.0,4.22,1.62,13.39,52.85,85.00,85.33,0.05,59820,957.0,957.0,957.0,4.42,1.84,11.15,68.68,87.23,87.49,0.04651
1558056763,60224,685.0,685.0,685.0,6.07,1.80,24.85,91.23,137.36,138.15,0.05,60505,685.0,685.0,685.0,5.35,1.96,16.58,60.75,132.19,138.67,0.05191
1558056764,61049,825.0,825.0,825.0,4.49,2.15,11.07,80.74,104.99,106.36,0.06,61413,908.0,908.0,908.0,4.85,2.11,13.71,73.14,97.26,97.58,0.05509
1558056765,61938,889.0,889.0,889.0,4.57,1.69,16.68,53.64,88.34,89.85,0.06,62259,846.0,846.0,846.0,4.66,1.80,15.47,58.26,78.77,83.95,0.05778
1558056766,62777,839.0,839.0,839.0,4.32,1.93,14.62,50.04,74.91,75.89,0.06,63130,871.0,871.0,871.0,5.01,2.11,19.99,47.64,76.41,82.25,0.06011
1558056767,63628,851.0,851.0,851.0,3.75,1.86,9.54,45.74,67.31,72.74,0.06,63945,815.0,815.0,815.0,4.69,2.22,13.16,57.87,67.63,74.25,0.06222
1558056768,64598,970.0,970.0,970.0,4.55,1.71,12.99,64.75,132.78,134.22,0.06,64936,991.0,991.0,991.0,4.54,2.16,11.54,58.98,125.70,137.89,0.06293
1558056769,65600,1002.0,1002.0,1002.0,3.29,1.97,8.20,42.07,65.73,67.31,0.06,65956,1020.0,1020.0,1020.0,4.25,2.34,9.65,54.53,69.66,81.46,0.06362
1558056770,66443,843.0,843.0,843.0,4.58,2.02,11.34,74.78,111.41,113.44,0.06,66830,874.0,874.0,874.0,5.12,2.40,14.47,59.90,102.76,112.53,0.06468
1558056771,67394,951.0,951.0,951.0,4.30,1.87,13.74,56.20,73.14,79.36,0.07,67668,838.0,838.0,838.0,4.61,2.19,14.44,48.50,72.42,75.69,0.06555
1558056772,68292,898.0,898.0,898.0,4.01,1.90,13.37,39.62,61.05,66.49,0.07,68565,897.0,897.0,897.0,4.36,1.95,14.70,54.82,64.26,65.57,0.06630
1558056773,69212,920.0,920.0,920.0,4.85,2.06,14.07,56.49,117.37,130.22,0.07,69371,806.0,806.0,806.0,4.97,2.28,14.23,56.66,125.30,126.81,0.06681
1558056774,70259,1047.0,1047.0,1047.0,4.13,1.95,11.33,58.26,83.56,84.41,0.07,70143,772.0,772.0,772.0,4.68,2.04,12.30,66.22,74.65,91.10,0.06718
1558056775,71094,835.0,835.0,835.0,3.91,1.90,9.00,48.73,85.33,92.41,0.07,71070,927.0,927.0,927.0,5.04,2.24,12.85,74.25,93.59,100.53,0.06753
1558056776,72067,973.0,973.0,973.0,4.22,1.81,9.76,57.25,87.56,93.39,0.07,71946,876.0,876.0,876.0,4.50,2.29,12.53,50.43,68.35,71.70,0.06767
1558056777,72970,903.0,903.0,903.0,4.20,2.11,10.58,59.44,78.64,83.56,0.07,72748,802.0,802.0,802.0,5.20,2.28,15.27,64.55,81.07,83.30,0.06802
1558056778,73821,851.0,851.0,851.0,4.77,1.98,12.27,64.98,98.44,101.19,0.07,73574,826.0,826.0,826.0,4.76,2.27,12.15,60.06,98.24,99.61,0.06828
1558056779,74715,894.0,894.0,894.0,3.85,1.98,9.76,45.12,106.89,119.67,0.07,74503,929.0,929.0,929.0,4.26,2.28,10.90,53.74,95.16,98.89,0.06819
1558056780,75497,782.0,782.0,782.0,5.03,1.82,12.22,71.11,171.70,181.80,0.07,75323,820.0,820.0,820.0,5.54,2.10,12.62,84.02,179.44,181.93,0.06820
1558056781,76275,778.0,778.0,778.0,5.10,2.32,17.68,50.17,71.04,72.16,0.07,76039,716.0,716.0,716.0,5.22,2.49,18.12,54.72,66.26,67.63,0.06866
1558056782,76880,605.0,605.0,605.0,5.16,2.42,16.94,53.61,70.32,77.86,0.07,76905,866.0,866.0,866.0,5.56,2.54,20.92,58.59,68.55,69.40,0.06906
1558056783,77681,801.0,801.0,801.0,4.45,2.45,12.59,42.01,68.49,71.89,0.07,77683,778.0,778.0,778.0,5.56,2.58,15.31,70.52,84.54,99.35,0.06918
