timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1555440604,759,759.0,759.0,759.0,10.28,9.27,19.78,26.79,39.35,46.66,0.00,638,638.0,638.0,638.0,10.15,9.25,18.55,26.31,31.83,31.87,0.00000
1555440605,1970,1211.0,1211.0,1211.0,7.07,4.21,12.30,69.14,157.02,157.94,0.20,1645,1007.0,1007.0,1007.0,7.34,4.56,13.13,58.33,154.66,158.47,0.20178
1555440606,4179,2209.0,2209.0,2209.0,3.34,1.85,7.34,15.60,81.99,91.23,0.27,3874,2229.0,2229.0,2229.0,3.83,2.17,8.14,52.99,90.64,92.67,0.27386
1555440607,6490,2311.0,2311.0,2311.0,3.13,1.73,6.96,15.86,89.39,95.55,0.22,6383,2509.0,2509.0,2509.0,3.46,2.00,7.33,20.94,90.51,96.27,0.22247
1555440608,8581,2091.0,2091.0,2091.0,3.50,2.02,8.21,51.22,71.96,79.17,0.17,8378,1995.0,1995.0,1995.0,4.30,2.33,10.10,53.08,77.99,79.50,0.17469
1555440609,10248,1667.0,1667.0,1667.0,3.75,1.92,9.10,51.58,69.01,77.86,0.14,10437,2059.0,2059.0,2059.0,4.69,2.29,11.80,61.96,74.19,79.76,0.14418
1555440610,12131,1883.0,1883.0,1883.0,3.91,1.95,9.63,57.51,76.68,81.66,0.12,12449,2012.0,2012.0,2012.0,4.25,2.21,10.17,55.77,71.37,77.86,0.12250
1555440611,14099,1968.0,1968.0,1968.0,4.17,2.01,11.55,55.74,70.71,71.83,0.11,14276,1827.0,1827.0,1827.0,4.23,2.22,12.17,51.12,63.50,97.52,0.10651
1555440612,16248,2149.0,2149.0,2149.0,3.54,1.93,8.26,53.18,63.34,64.68,0.09,16519,2243.0,2243.0,2243.0,3.69,2.27,9.07,45.81,58.49,62.10,0.09488
1555440613,18331,2083.0,2083.0,2083.0,3.87,1.86,9.63,58.16,70.98,73.66,0.09,18576,2057.0,2057.0,2057.0,3.84,2.08,9.14,52.13,72.09,75.24,0.08513
1555440614,20403,2072.0,2072.0,2072.0,3.74,1.80,10.36,50.63,69.47,79.50,0.08,20561,1985.0,1985.0,1985.0,4.12,2.05,10.40,59.11,72.81,73.99,0.07715
1555440615,22664,2261.0,2261.0,2261.0,3.29,1.93,8.67,39.42,71.70,79.30,0.07,22645,2084.0,2084.0,2084.0,3.95,2.21,8.92,55.25,72.42,75.69,0.07090
1555440616,24758,2094.0,2094.0,2094.0,3.51,1.78,8.99,49.32,63.73,71.57,0.07,24588,1943.0,1943.0,1943.0,4.53,2.19,11.01,58.56,73.01,81.33,0.06529
1555440617,26659,1901.0,1901.0,1901.0,3.79,1.82,10.58,55.80,91.36,93.19,0.06,26769,2181.0,2181.0,2181.0,3.86,2.13,9.40,54.69,92.08,93.06,0.06054
1555440618,28545,1886.0,1886.0,1886.0,4.19,1.95,8.99,63.77,99.16,105.51,0.06,28677,1908.0,1908.0,1908.0,4.30,2.21,9.74,62.78,92.86,96.27,0.05646
1555440619,30788,2243.0,2243.0,2243.0,3.46,1.88,8.98,48.01,65.40,70.58,0.05,30780,2103.0,2103.0,2103.0,3.99,2.11,11.35,48.46,69.66,71.76,0.05303
1555440620,33050,2262.0,2262.0,2262.0,3.83,1.84,9.86,60.19,89.59,101.52,0.05,32723,1943.0,1943.0,1943.0,3.75,2.18,9.50,49.74,88.54,92.01,0.04998
1555440621,34767,1717.0,1717.0,1717.0,4.06,2.26,10.20,58.56,71.04,81.26,0.05,34531,1808.0,1808.0,1808.0,4.97,2.52,12.42,66.26,78.25,80.35,0.04773
1555440622,36235,1468.0,1468.0,1468.0,5.34,2.46,14.84,66.75,87.75,90.57,0.05,36000,1469.0,1469.0,1469.0,5.52,2.96,13.92,67.50,86.70,99.09,0.04726
1555440623,37708,1473.0,1473.0,1473.0,5.07,2.47,13.30,65.50,77.73,82.84,0.05,37574,1574.0,1574.0,1574.0,5.38,2.88,14.33,61.90,77.73,81.92,0.04644
1555440624,39109,1401.0,1401.0,1401.0,5.10,2.86,11.71,65.80,89.46,96.21,0.05,39187,1613.0,1613.0,1613.0,5.10,3.19,11.21,60.33,85.46,96.34,0.04552
1555440625,40715,1606.0,1606.0,1606.0,4.77,2.68,11.51,59.11,79.17,86.84,0.04,40704,1517.0,1517.0,1517.0,5.89,2.85,15.71,64.13,82.31,93.85,0.04432
1555440626,42206,1491.0,1491.0,1491.0,4.69,2.61,11.85,59.15,69.27,70.52,0.04,42272,1568.0,1568.0,1568.0,5.38,3.05,12.95,60.49,75.24,98.30,0.04327
1555440627,43557,1351.0,1351.0,1351.0,5.54,2.72,17.47,60.46,67.44,68.94,0.04,43799,1527.0,1527.0,1527.0,5.91,2.92,19.74,60.69,68.49,71.43,0.04293
1555440628,44822,1265.0,1265.0,1265.0,5.27,2.71,14.20,66.75,80.67,92.80,0.04,45448,1649.0,1649.0,1649.0,5.58,3.01,13.87,66.91,79.63,100.01,0.04219
1555440629,46004,1182.0,1182.0,1182.0,6.03,2.87,19.25,64.98,74.71,82.12,0.04,46609,1161.0,1161.0,1161.0,7.59,3.04,48.33,70.12,85.79,88.47,0.04326
1555440630,47382,1378.0,1378.0,1378.0,5.77,3.34,15.52,61.90,93.26,107.15,0.04,47952,1343.0,1343.0,1343.0,6.00,3.41,15.02,64.78,85.59,91.16,0.04276
1555440631,48580,1198.0,1198.0,1198.0,6.39,3.22,23.20,64.09,78.77,94.18,0.04,48997,1045.0,1045.0,1045.0,7.29,3.36,45.15,70.06,95.49,101.19,0.04364
