timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1555457933,96,96.0,96.0,96.0,3.89,1.71,9.81,42.66,44.89,44.89,0.00,143,143.0,143.0,143.0,3.36,2.03,8.68,32.56,45.68,45.68,0.00000
1555457934,240,144.0,144.0,144.0,4.51,1.35,7.79,58.26,196.21,196.21,0.11,274,131.0,131.0,131.0,2.57,1.62,5.35,14.89,32.08,32.08,0.10941
1555457935,361,121.0,121.0,121.0,2.82,1.32,5.55,43.19,43.58,43.58,0.09,472,198.0,198.0,198.0,3.27,1.41,7.22,33.75,113.51,113.51,0.08720
1555457936,582,221.0,221.0,221.0,2.95,1.34,5.28,50.36,68.49,68.49,0.08,630,158.0,158.0,158.0,1.98,1.33,4.73,5.70,42.83,42.83,0.08353
1555457937,754,172.0,172.0,172.0,2.45,1.29,4.73,16.32,55.77,55.77,0.07,844,214.0,214.0,214.0,2.70,1.29,5.44,33.18,68.09,68.09,0.07420
1555457938,887,133.0,133.0,133.0,2.68,1.00,6.43,46.96,55.97,55.97,0.06,1094,250.0,250.0,250.0,2.59,1.28,6.37,37.78,56.49,56.49,0.06408
1555457939,1112,225.0,225.0,225.0,2.20,1.03,4.64,33.16,48.23,48.23,0.06,1280,186.0,186.0,186.0,2.56,1.22,7.07,38.17,54.76,54.76,0.05913
1555457940,1328,216.0,216.0,216.0,1.98,0.98,5.71,14.28,42.70,42.70,0.05,1415,135.0,135.0,135.0,4.12,1.55,17.35,48.33,79.69,79.69,0.05166
1555457941,1457,129.0,129.0,129.0,3.59,1.22,8.76,57.21,61.11,61.11,0.05,1597,182.0,182.0,182.0,3.06,1.54,7.97,27.84,53.38,53.38,0.04810
1555457942,1613,156.0,156.0,156.0,2.57,1.09,6.44,20.20,63.11,63.11,0.04,1767,170.0,170.0,170.0,3.43,1.20,8.95,56.52,75.04,75.04,0.04372
1555457943,1768,155.0,155.0,155.0,2.12,1.28,4.50,6.95,70.65,70.65,0.04,1955,188.0,188.0,188.0,3.57,1.44,6.86,58.46,103.02,103.02,0.03975
1555457944,1906,138.0,138.0,138.0,2.82,1.00,5.65,60.42,73.86,73.86,0.04,2165,210.0,210.0,210.0,2.81,1.43,6.87,33.03,57.48,57.48,0.03641
1555457945,2099,193.0,193.0,193.0,2.17,1.31,5.45,9.27,55.84,55.84,0.03,2349,184.0,184.0,184.0,3.16,1.60,7.41,53.12,59.41,59.41,0.03396
1555457946,2242,143.0,143.0,143.0,4.00,1.99,9.89,53.35,77.86,77.86,0.04,2458,109.0,109.0,109.0,3.87,1.74,16.45,41.25,63.47,63.47,0.03716
1555457947,2361,119.0,119.0,119.0,4.36,2.20,10.01,59.87,66.42,66.42,0.04,2562,104.0,104.0,104.0,4.26,1.85,12.71,47.97,62.23,62.23,0.04219
1555457948,2436,75.0,75.0,75.0,4.76,2.45,9.93,43.19,60.06,60.06,0.05,2704,142.0,142.0,142.0,4.61,2.11,13.71,55.05,64.26,64.26,0.04586
