timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1559328766,1297,1297.0,1297.0,1297.0,3.14,2.07,9.22,18.30,44.47,45.91,0.00,1324,1324.0,1324.0,1324.0,3.64,2.45,9.67,26.44,43.45,49.02,0.00000
1559328767,2824,1527.0,1527.0,1527.0,2.60,1.09,5.53,64.19,92.93,93.78,0.08,2927,1603.0,1603.0,1603.0,3.71,1.54,9.37,67.63,92.08,93.26,0.07946
1559328768,5085,2261.0,2261.0,2261.0,1.91,0.99,4.70,11.62,77.53,79.50,0.14,5218,2291.0,2291.0,2291.0,2.43,1.41,5.77,16.88,81.46,83.49,0.14299
1559328769,7699,2614.0,2614.0,2614.0,1.69,0.91,3.62,8.68,99.09,103.02,0.13,7466,2248.0,2248.0,2248.0,2.25,1.32,6.30,14.17,101.38,103.42,0.13080
1559328770,10179,2480.0,2480.0,2480.0,1.86,0.83,3.57,17.12,72.35,72.55,0.11,10228,2762.0,2762.0,2762.0,2.05,1.12,5.52,13.53,67.17,71.17,0.11475
1559328771,12482,2303.0,2303.0,2303.0,1.92,0.82,3.44,59.70,83.82,85.59,0.10,12400,2172.0,2172.0,2172.0,2.52,1.19,5.89,60.29,80.67,83.30,0.09524
1559328772,15150,2668.0,2668.0,2668.0,1.49,0.99,3.15,8.52,62.78,67.44,0.09,15009,2609.0,2609.0,2609.0,2.13,1.31,6.19,11.49,63.86,67.31,0.08506
1559328773,17666,2516.0,2516.0,2516.0,1.83,0.87,3.65,15.57,83.69,85.00,0.07,17356,2347.0,2347.0,2347.0,2.39,1.16,6.17,21.48,80.74,85.00,0.07481
1559328774,20065,2399.0,2399.0,2399.0,1.77,0.89,4.24,15.41,86.31,96.21,0.07,19664,2308.0,2308.0,2308.0,2.46,1.18,7.06,19.28,97.85,108.07,0.06665
1559328775,22634,2569.0,2569.0,2569.0,1.68,0.74,3.70,12.36,88.87,105.05,0.06,22092,2428.0,2428.0,2428.0,2.31,1.12,7.07,15.38,102.69,104.33,0.06087
1559328776,24799,2165.0,2165.0,2165.0,1.83,0.69,4.45,20.14,89.52,97.52,0.06,24412,2320.0,2320.0,2320.0,2.41,1.06,5.73,20.79,100.53,101.12,0.05526
1559328777,26987,2188.0,2188.0,2188.0,2.03,1.02,5.51,17.04,89.13,92.47,0.05,26466,2054.0,2054.0,2054.0,2.85,1.46,8.14,22.94,90.05,92.27,0.05100
1559328778,28501,1514.0,1514.0,1514.0,2.79,1.23,6.63,61.93,72.42,86.64,0.05,28000,1534.0,1534.0,1534.0,3.72,1.51,9.45,69.53,86.97,90.18,0.05380
1559328779,30230,1729.0,1729.0,1729.0,2.74,1.36,6.63,54.00,68.35,70.71,0.05,29529,1529.0,1529.0,1529.0,3.31,1.69,7.70,55.12,68.09,74.65,0.05412
1559328780,31969,1739.0,1739.0,1739.0,2.81,1.41,7.23,21.74,91.23,95.81,0.05,31243,1714.0,1714.0,1714.0,3.03,1.70,8.26,20.59,76.22,88.15,0.05253
1559328781,33548,1579.0,1579.0,1579.0,2.69,1.20,6.27,44.27,88.93,95.88,0.05,32862,1619.0,1619.0,1619.0,3.39,1.59,8.70,63.57,90.77,92.67,0.05201
1559328782,35179,1631.0,1631.0,1631.0,2.67,1.34,6.66,25.21,83.30,87.75,0.05,34545,1683.0,1683.0,1683.0,3.25,1.67,8.83,28.02,88.21,100.53,0.05072
1559328783,36777,1598.0,1598.0,1598.0,2.59,1.23,7.18,24.87,73.86,82.77,0.05,36320,1775.0,1775.0,1775.0,3.41,1.60,9.42,62.06,82.25,85.33,0.04939
1559328784,38364,1587.0,1587.0,1587.0,2.66,1.31,6.55,21.63,76.94,83.95,0.05,37943,1623.0,1623.0,1623.0,3.31,1.68,8.96,24.81,79.36,82.31,0.04860
1559328785,39923,1559.0,1559.0,1559.0,2.69,1.34,6.06,24.87,81.20,89.92,0.05,39451,1508.0,1508.0,1508.0,4.06,1.78,9.85,70.45,79.63,83.89,0.04815
1559328786,41557,1634.0,1634.0,1634.0,2.61,1.39,6.25,21.18,84.21,89.26,0.05,41095,1644.0,1644.0,1644.0,3.08,1.67,7.59,47.48,85.07,87.16,0.04695
1559328787,43425,1868.0,1868.0,1868.0,2.58,1.34,6.36,16.04,81.99,89.33,0.05,42844,1749.0,1749.0,1749.0,3.27,1.70,7.43,31.56,91.95,93.98,0.04509
1559328788,44975,1550.0,1550.0,1550.0,3.04,1.27,6.20,66.88,84.67,85.26,0.04,44375,1531.0,1531.0,1531.0,3.43,1.81,7.80,63.70,84.93,85.46,0.04453
1559328789,46715,1740.0,1740.0,1740.0,2.67,1.32,5.76,59.47,73.20,73.53,0.04,46000,1625.0,1625.0,1625.0,3.25,1.66,7.75,63.21,74.25,78.12,0.04334
1559328790,48208,1493.0,1493.0,1493.0,2.73,1.34,6.49,56.49,94.04,95.62,0.04,47670,1670.0,1670.0,1670.0,3.51,1.73,8.99,62.06,82.97,89.65,0.04246
1559328791,49957,1749.0,1749.0,1749.0,2.49,1.28,6.11,17.35,93.65,116.33,0.04,49343,1673.0,1673.0,1673.0,3.35,1.72,8.21,56.69,96.27,96.73,0.04107
1559328792,51537,1580.0,1580.0,1580.0,2.79,1.24,7.13,60.59,86.64,92.14,0.04,50895,1552.0,1552.0,1552.0,3.57,1.62,8.60,68.81,93.45,94.83,0.04032
1559328793,53207,1670.0,1670.0,1670.0,2.53,1.30,6.98,23.69,67.44,68.81,0.04,52625,1730.0,1730.0,1730.0,3.31,1.50,8.52,65.73,72.29,84.74,0.03922
1559328794,54741,1534.0,1534.0,1534.0,2.65,1.28,5.71,57.87,98.11,100.60,0.04,54333,1708.0,1708.0,1708.0,3.45,1.69,7.57,63.31,97.91,101.97,0.03830
1559328795,56408,1667.0,1667.0,1667.0,2.70,1.26,6.08,48.10,71.76,73.47,0.04,56014,1681.0,1681.0,1681.0,3.23,1.58,7.44,59.54,70.65,71.83,0.03741
