Running [WRITE, READ] with 24 threads 30 minutes
time,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1551993497,42155,5293.0,5293.0,5293.0,2.26,1.41,5.79,11.76,78.38,79.17,0.12,42451,5231.0,5231.0,5231.0,2.28,1.48,5.91,11.69,78.38,89.92,0.11805
1551993498,47919,5764.0,5764.0,5764.0,1.99,1.34,5.51,9.04,52.17,55.48,0.11,48125,5674.0,5674.0,5674.0,2.18,1.43,5.91,12.13,51.35,54.92,0.11266
1551993499,53800,5881.0,5881.0,5881.0,2.02,1.34,5.95,11.28,49.51,51.45,0.11,53501,5376.0,5376.0,5376.0,2.15,1.42,6.03,11.89,49.05,52.79,0.10646
1551993500,59753,5953.0,5953.0,5953.0,2.00,1.32,5.84,9.42,45.94,51.18,0.10,59298,5797.0,5797.0,5797.0,2.12,1.43,6.14,8.97,46.73,50.82,0.10132
1551993501,65247,5494.0,5494.0,5494.0,2.02,1.27,5.76,14.79,52.82,61.18,0.10,64954,5656.0,5656.0,5656.0,2.25,1.35,5.92,17.74,58.00,60.78,0.09569
1551993502,70925,5678.0,5678.0,5678.0,1.96,1.26,5.21,11.49,54.33,56.43,0.09,70978,6024.0,6024.0,6024.0,2.02,1.32,5.48,10.90,55.77,59.57,0.09112
1551993503,77428,6503.0,6503.0,6503.0,1.79,1.17,4.66,11.37,41.94,49.58,0.09,77430,6452.0,6452.0,6452.0,1.92,1.25,4.97,12.50,49.12,50.99,0.08819
1551993504,83701,6273.0,6273.0,6273.0,1.83,1.15,4.49,18.40,53.05,55.41,0.08,83710,6280.0,6280.0,6280.0,2.00,1.22,4.79,26.33,52.99,59.38,0.08475
1551993505,91611,7910.0,7910.0,7910.0,1.46,1.08,2.95,6.80,49.81,69.73,0.09,91592,7882.0,7882.0,7882.0,1.55,1.16,3.24,6.95,50.23,55.41,0.08623
1551993506,98853,7242.0,7242.0,7242.0,1.50,1.06,2.91,9.17,44.24,47.48,0.08,98980,7388.0,7388.0,7388.0,1.71,1.16,3.83,13.57,44.79,48.37,0.08408
1551993507,106002,7149.0,7149.0,7149.0,1.59,1.04,2.41,9.31,54.62,57.21,0.08,105760,6780.0,6780.0,6780.0,1.85,1.14,2.68,39.29,53.71,57.02,0.08124
1551993508,114141,8139.0,8139.0,8139.0,1.38,0.99,2.26,8.96,46.33,56.89,0.08,113430,7670.0,7670.0,7670.0,1.57,1.10,2.51,11.27,53.77,58.52,0.08012
1551993509,121826,7685.0,7685.0,7685.0,1.56,1.06,2.67,8.63,53.71,55.87,0.08,120879,7449.0,7449.0,7449.0,1.64,1.13,2.85,8.75,52.53,59.60,0.07805
1551993510,129361,7535.0,7535.0,7535.0,1.51,0.98,2.49,13.49,54.33,58.10,0.08,128338,7459.0,7459.0,7459.0,1.67,1.08,3.06,11.43,54.53,59.77,0.07582
1551993511,136805,7444.0,7444.0,7444.0,1.45,0.99,2.27,10.47,47.55,51.90,0.07,135985,7647.0,7647.0,7647.0,1.70,1.09,2.69,13.96,47.84,51.71,0.07360
1551993512,144930,8125.0,8125.0,8125.0,1.38,1.02,2.23,9.52,40.83,45.51,0.07,144238,8253.0,8253.0,8253.0,1.52,1.11,2.53,10.55,43.09,45.38,0.07209
1551993513,152404,7474.0,7474.0,7474.0,1.55,1.05,2.43,9.54,49.74,57.64,0.07,151911,7673.0,7673.0,7673.0,1.59,1.14,2.49,8.87,49.25,53.38,0.06998
1551993514,158718,6314.0,6314.0,6314.0,1.74,1.15,4.78,11.83,44.14,49.02,0.07,158607,6696.0,6696.0,6696.0,1.92,1.24,4.71,16.17,44.86,48.86,0.06743
1551993515,166044,7326.0,7326.0,7326.0,1.48,1.12,2.55,7.73,43.02,46.92,0.07,166431,7824.0,7824.0,7824.0,1.58,1.20,3.07,8.44,43.35,47.42,0.06549
1551993516,172407,6363.0,6363.0,6363.0,1.77,1.10,2.46,29.82,70.32,71.17,0.06,173169,6738.0,6738.0,6738.0,1.93,1.17,2.48,43.75,70.45,71.30,0.06329
1551993517,179894,7487.0,7487.0,7487.0,1.48,1.07,2.58,8.72,46.07,48.37,0.06,180551,7382.0,7382.0,7382.0,1.62,1.16,3.14,9.20,46.50,50.10,0.06149
1551993518,187903,8009.0,8009.0,8009.0,1.50,1.01,2.38,12.30,46.69,49.09,0.06,188246,7695.0,7695.0,7695.0,1.62,1.10,2.66,12.49,46.66,55.57,0.06005
1551993519,195513,7610.0,7610.0,7610.0,1.50,1.04,2.30,9.12,51.28,54.72,0.06,195948,7702.0,7702.0,7702.0,1.56,1.11,2.31,8.76,50.69,54.07,0.05853
1551993520,202867,7354.0,7354.0,7354.0,1.56,0.98,2.42,15.92,48.73,52.07,0.06,203491,7543.0,7543.0,7543.0,1.67,1.07,2.73,16.24,49.55,55.18,0.05697
1551993521,210599,7732.0,7732.0,7732.0,1.48,0.97,2.23,11.14,48.46,51.61,0.06,211133,7642.0,7642.0,7642.0,1.63,1.07,2.47,12.42,48.73,51.35,0.05557
1551993522,218827,8228.0,8228.0,8228.0,1.43,1.04,2.07,5.93,46.20,50.95,0.05,219421,8288.0,8288.0,8288.0,1.44,1.11,2.19,6.15,46.20,64.88,0.05460
1551993523,225695,6868.0,6868.0,6868.0,1.73,0.99,2.41,31.75,106.30,112.33,0.05,225846,6425.0,6425.0,6425.0,1.81,1.08,2.69,31.44,105.58,109.45,0.05313
1551993524,233772,8077.0,8077.0,8077.0,1.47,0.94,2.31,11.22,48.23,50.63,0.05,234008,8162.0,8162.0,8162.0,1.50,1.01,2.41,10.72,43.94,52.00,0.05207
1551993525,241541,7769.0,7769.0,7769.0,1.46,1.01,2.20,8.23,48.33,51.94,0.05,241693,7685.0,7685.0,7685.0,1.61,1.09,2.42,8.91,48.53,51.22,0.05088
1551993526,249311,7770.0,7770.0,7770.0,1.52,1.04,2.33,10.81,54.89,58.98,0.05,249189,7496.0,7496.0,7496.0,1.56,1.12,2.38,8.77,53.28,59.21,0.04973
1551993527,257417,8106.0,8106.0,8106.0,1.45,0.94,2.16,11.98,50.86,53.28,0.05,256932,7743.0,7743.0,7743.0,1.58,1.03,2.42,12.67,51.02,77.53,0.04878
1551993528,264426,7009.0,7009.0,7009.0,1.57,1.01,2.32,14.84,52.49,57.97,0.05,264522,7590.0,7590.0,7590.0,1.68,1.08,2.43,13.47,54.23,58.82,0.04764
1551993529,272295,7869.0,7869.0,7869.0,1.33,1.03,2.08,8.77,43.61,51.74,0.05,273199,8677.0,8677.0,8677.0,1.53,1.11,2.30,9.76,50.40,54.43,0.04681
1551993530,279570,7275.0,7275.0,7275.0,1.55,0.99,2.37,12.83,57.25,60.75,0.05,280447,7248.0,7248.0,7248.0,1.72,1.07,2.59,19.27,56.36,58.92,0.04575
1551993531,286606,7036.0,7036.0,7036.0,1.60,1.04,2.32,19.64,46.99,51.84,0.04,287746,7299.0,7299.0,7299.0,1.72,1.13,2.61,27.26,47.35,54.10,0.04473
1551993532,294626,8020.0,8020.0,8020.0,1.46,1.02,2.34,8.59,49.51,53.67,0.04,295492,7746.0,7746.0,7746.0,1.55,1.12,2.56,8.71,49.55,52.79,0.04387
1551993533,301782,7156.0,7156.0,7156.0,1.63,1.06,2.22,14.67,54.85,56.20,0.04,302589,7097.0,7097.0,7097.0,1.71,1.15,2.45,10.81,54.79,58.13,0.04292
1551993534,308158,6376.0,6376.0,6376.0,1.78,1.12,2.30,11.13,158.60,162.79,0.04,308903,6314.0,6314.0,6314.0,1.97,1.20,2.51,11.13,158.60,162.66,0.04202
1551993535,313468,5310.0,5310.0,5310.0,2.37,1.08,2.55,37.00,225.84,228.72,0.04,314511,5608.0,5608.0,5608.0,2.00,1.16,2.42,20.25,224.79,233.05,0.04114
1551993536,320667,7199.0,7199.0,7199.0,1.59,1.04,2.15,6.41,166.20,169.35,0.04,321929,7418.0,7418.0,7418.0,1.66,1.11,2.32,7.73,164.10,168.82,0.04054
1551993537,328987,8320.0,8320.0,8320.0,1.42,1.08,2.08,8.17,40.99,43.91,0.04,329871,7942.0,7942.0,7942.0,1.50,1.16,2.31,8.05,40.93,43.58,0.03986
1551993538,335064,6077.0,6077.0,6077.0,1.90,1.05,2.42,19.56,151.39,167.25,0.04,336129,6258.0,6258.0,6258.0,1.95,1.12,2.73,26.17,139.72,163.18,0.03908
1551993539,342798,7734.0,7734.0,7734.0,1.48,0.98,2.13,12.63,52.85,56.89,0.04,343780,7651.0,7651.0,7651.0,1.61,1.05,2.48,13.95,54.10,59.05,0.03839
1551993540,350492,7694.0,7694.0,7694.0,1.41,1.08,2.11,5.87,47.81,60.92,0.04,351652,7872.0,7872.0,7872.0,1.64,1.15,2.37,9.90,57.11,61.73,0.03775
1551993541,357969,7477.0,7477.0,7477.0,1.58,0.99,2.17,11.98,48.82,53.94,0.04,359305,7653.0,7653.0,7653.0,1.56,1.07,2.38,10.33,47.28,52.04,0.03708
1551993542,365807,7838.0,7838.0,7838.0,1.47,1.06,2.38,7.58,43.68,47.51,0.04,367157,7852.0,7852.0,7852.0,1.56,1.14,2.45,7.65,45.97,49.18,0.03647
1551993543,373816,8009.0,8009.0,8009.0,1.37,0.96,2.10,9.52,43.75,48.43,0.04,375699,8542.0,8542.0,8542.0,1.49,1.05,2.31,9.40,44.04,50.00,0.03596
1551993544,381789,7973.0,7973.0,7973.0,1.46,1.10,2.41,7.02,44.96,47.68,0.04,383493,7794.0,7794.0,7794.0,1.55,1.18,2.56,7.34,45.42,48.30,0.03538
1551993545,389099,7310.0,7310.0,7310.0,1.62,1.04,2.25,32.70,42.83,52.26,0.03,390845,7352.0,7352.0,7352.0,1.62,1.11,2.27,11.08,42.43,44.60,0.03478
1551993546,397586,8487.0,8487.0,8487.0,1.39,1.02,2.04,5.60,45.25,48.96,0.03,398611,7766.0,7766.0,7766.0,1.54,1.09,2.33,7.54,46.20,51.61,0.03428
1551993547,406327,8741.0,8741.0,8741.0,1.31,0.95,2.10,8.06,43.91,50.43,0.03,407375,8764.0,8764.0,8764.0,1.40,1.04,2.24,8.19,43.45,54.07,0.03395
1551993548,414694,8367.0,8367.0,8367.0,1.37,0.98,2.11,8.62,45.45,50.63,0.03,415500,8125.0,8125.0,8125.0,1.51,1.06,2.28,8.54,50.40,54.89,0.03349
1551993549,422497,7803.0,7803.0,7803.0,1.36,0.96,2.06,6.04,67.90,72.48,0.03,423756,8256.0,8256.0,8256.0,1.50,1.04,2.21,8.08,68.42,72.09,0.03304
1551993550,431382,8885.0,8885.0,8885.0,1.33,0.98,2.05,5.71,40.93,43.29,0.03,432310,8554.0,8554.0,8554.0,1.48,1.06,2.26,6.52,42.07,45.19,0.03269
1551993551,439509,8127.0,8127.0,8127.0,1.39,0.96,2.04,10.13,43.52,53.77,0.03,440621,8311.0,8311.0,8311.0,1.50,1.05,2.32,9.76,43.88,49.22,0.03226
1551993552,447881,8372.0,8372.0,8372.0,1.37,1.04,2.00,5.58,43.71,46.10,0.03,448756,8135.0,8135.0,8135.0,1.51,1.12,2.23,9.11,44.56,45.97,0.03183
1551993553,455380,7499.0,7499.0,7499.0,1.51,1.01,2.06,11.56,50.00,52.95,0.03,456330,7574.0,7574.0,7574.0,1.64,1.09,2.26,12.26,50.14,61.93,0.03135
1551993554,462986,7606.0,7606.0,7606.0,1.47,1.06,2.31,8.53,47.48,52.76,0.03,463891,7561.0,7561.0,7561.0,1.58,1.12,2.46,8.40,49.02,52.43,0.03089
1551993555,471167,8181.0,8181.0,8181.0,1.43,1.11,2.30,7.37,42.93,45.84,0.03,472049,8158.0,8158.0,8158.0,1.56,1.19,2.52,8.03,44.40,47.45,0.03049
1551993556,478034,6867.0,6867.0,6867.0,1.65,1.06,2.49,12.90,63.18,63.50,0.03,478772,6723.0,6723.0,6723.0,1.86,1.14,2.56,37.52,62.65,75.10,0.03006
1551993557,486679,8645.0,8645.0,8645.0,1.34,1.01,2.01,8.25,55.21,61.51,0.03,487291,8519.0,8519.0,8519.0,1.43,1.09,2.11,7.31,54.85,60.72,0.02976
1551993558,494964,8285.0,8285.0,8285.0,1.36,1.04,2.07,7.10,43.55,49.74,0.03,495567,8276.0,8276.0,8276.0,1.47,1.12,2.21,8.00,45.06,47.61,0.02940
1551993559,503016,8052.0,8052.0,8052.0,1.46,0.99,2.19,10.81,44.99,48.59,0.03,503509,7942.0,7942.0,7942.0,1.54,1.08,2.33,10.74,44.24,48.33,0.02902
1551993560,510582,7566.0,7566.0,7566.0,1.50,1.01,2.29,11.11,47.71,51.22,0.03,511231,7722.0,7722.0,7722.0,1.61,1.09,2.46,11.34,49.32,52.49,0.02863
1551993561,518974,8392.0,8392.0,8392.0,1.41,1.01,2.03,8.67,43.12,45.19,0.03,519502,8271.0,8271.0,8271.0,1.44,1.09,2.15,8.43,43.35,55.21,0.02831
1551993562,527609,8635.0,8635.0,8635.0,1.33,0.98,2.08,8.27,41.19,44.99,0.03,527754,8252.0,8252.0,8252.0,1.49,1.06,2.23,9.81,42.24,44.40,0.02800
1551993563,535251,7642.0,7642.0,7642.0,1.50,0.98,2.16,12.01,45.91,47.55,0.03,536010,8256.0,8256.0,8256.0,1.49,1.07,2.33,10.04,45.74,48.53,0.02765
1551993564,543742,8491.0,8491.0,8491.0,1.31,0.94,2.25,6.59,41.55,50.86,0.03,544392,8382.0,8382.0,8382.0,1.51,1.04,2.63,8.68,44.30,48.69,0.02735
1551993565,552144,8402.0,8402.0,8402.0,1.40,0.96,2.17,9.54,45.02,46.89,0.03,552897,8505.0,8505.0,8505.0,1.41,1.05,2.32,7.53,43.94,46.86,0.02706
1551993566,560808,8664.0,8664.0,8664.0,1.36,1.06,2.14,5.60,43.12,47.97,0.03,561146,8249.0,8249.0,8249.0,1.46,1.14,2.26,6.01,46.40,48.59,0.02678
1551993567,567755,6947.0,6947.0,6947.0,1.67,1.02,2.17,37.32,51.45,55.28,0.03,567772,6626.0,6626.0,6626.0,1.84,1.10,2.52,37.13,54.07,57.48,0.02646
1551993568,575012,7257.0,7257.0,7257.0,1.44,0.95,2.24,11.36,52.17,54.95,0.03,575477,7705.0,7705.0,7705.0,1.61,1.04,2.49,12.53,49.87,56.00,0.02614
1551993569,582899,7887.0,7887.0,7887.0,1.50,0.99,2.33,10.44,49.25,52.99,0.03,583072,7595.0,7595.0,7595.0,1.68,1.09,2.54,11.32,50.30,61.37,0.02582
1551993570,590195,7296.0,7296.0,7296.0,1.58,0.91,2.41,32.21,50.30,54.07,0.03,590411,7339.0,7339.0,7339.0,1.68,1.02,2.72,15.45,50.36,53.18,0.02551
1551993571,598251,8056.0,8056.0,8056.0,1.45,0.95,2.18,7.28,53.74,55.61,0.03,598270,7859.0,7859.0,7859.0,1.54,1.04,2.42,7.47,53.77,56.49,0.02523
1551993572,606893,8642.0,8642.0,8642.0,1.34,1.01,2.11,6.36,50.43,55.97,0.02,606498,8228.0,8228.0,8228.0,1.48,1.09,2.25,7.52,55.44,57.15,0.02499
1551993573,613878,6985.0,6985.0,6985.0,1.60,1.03,2.14,32.88,54.43,57.28,0.02,613544,7046.0,7046.0,7046.0,1.78,1.12,2.29,36.73,55.57,58.33,0.02470
1551993574,620742,6864.0,6864.0,6864.0,1.72,1.06,2.93,17.30,58.49,62.23,0.02,619846,6302.0,6302.0,6302.0,1.90,1.15,3.58,35.29,57.74,59.74,0.02445
1551993575,628172,7430.0,7430.0,7430.0,1.55,1.10,2.31,8.33,65.57,69.93,0.02,627314,7468.0,7468.0,7468.0,1.64,1.19,2.51,9.27,66.29,70.58,0.02417
1551993576,635242,7070.0,7070.0,7070.0,1.58,1.06,2.26,13.32,52.36,56.39,0.02,634502,7188.0,7188.0,7188.0,1.75,1.15,2.63,21.79,53.35,57.11,0.02390
1551993577,641666,6424.0,6424.0,6424.0,1.79,1.08,2.43,35.78,90.37,94.50,0.02,640606,6104.0,6104.0,6104.0,1.96,1.16,2.62,36.63,90.18,93.39,0.02367
1551993578,647188,5522.0,5522.0,5522.0,2.29,1.06,2.06,7.34,296.22,298.58,0.02,646236,5630.0,5630.0,5630.0,1.98,1.14,2.16,5.03,292.81,298.32,0.02341
1551993579,654137,6949.0,6949.0,6949.0,1.67,1.04,2.06,38.17,46.20,49.25,0.02,653467,7231.0,7231.0,7231.0,1.72,1.11,2.28,36.31,47.84,49.97,0.02316
1551993580,661858,7721.0,7721.0,7721.0,1.45,1.09,2.09,8.38,48.07,53.44,0.02,661285,7818.0,7818.0,7818.0,1.55,1.18,2.29,9.48,47.48,54.17,0.02292
1551993581,668532,6674.0,6674.0,6674.0,1.79,1.09,2.29,8.56,155.58,159.65,0.02,668036,6751.0,6751.0,6751.0,1.81,1.19,2.49,8.48,153.49,167.90,0.02268
1551993582,675994,7462.0,7462.0,7462.0,1.55,1.08,2.38,10.38,62.65,66.78,0.02,675295,7259.0,7259.0,7259.0,1.69,1.17,2.58,10.72,62.88,92.14,0.02244
1551993583,683157,7163.0,7163.0,7163.0,1.63,1.09,2.13,5.96,135.66,137.89,0.02,682724,7429.0,7429.0,7429.0,1.63,1.18,2.31,5.64,132.25,139.07,0.02222
1551993584,690042,6885.0,6885.0,6885.0,1.66,1.05,2.33,11.03,70.91,73.99,0.02,689829,7105.0,7105.0,7105.0,1.73,1.13,2.57,9.65,71.83,74.71,0.02200
1551993585,698274,8232.0,8232.0,8232.0,1.42,1.08,2.05,6.39,57.25,62.62,0.02,698109,8280.0,8280.0,8280.0,1.45,1.15,2.25,6.42,52.92,62.88,0.02181
1551993586,707014,8740.0,8740.0,8740.0,1.36,1.01,2.20,8.82,41.06,45.32,0.02,706289,8180.0,8180.0,8180.0,1.45,1.10,2.38,8.54,43.12,48.23,0.02163
1551993587,715380,8366.0,8366.0,8366.0,1.45,1.00,2.07,9.52,55.64,59.11,0.02,713743,7454.0,7454.0,7454.0,1.56,1.10,2.30,9.80,51.58,58.13,0.02143
1551993588,723473,8093.0,8093.0,8093.0,1.44,1.00,2.11,8.14,57.97,62.75,0.02,721726,7983.0,7983.0,7983.0,1.52,1.08,2.25,7.41,60.39,63.67,0.02124
1551993589,731630,8157.0,8157.0,8157.0,1.40,0.98,2.08,8.86,54.46,57.34,0.02,729626,7900.0,7900.0,7900.0,1.56,1.06,2.43,12.08,54.92,57.34,0.02104
1551993590,739497,7867.0,7867.0,7867.0,1.46,1.01,2.12,7.06,53.41,56.75,0.02,737257,7631.0,7631.0,7631.0,1.61,1.11,2.39,8.16,54.82,58.52,0.02084
1551993591,748040,8543.0,8543.0,8543.0,1.35,0.99,2.23,7.27,48.99,55.67,0.02,745414,8157.0,8157.0,8157.0,1.50,1.08,2.43,8.04,49.25,55.18,0.02068
1551993592,756301,8261.0,8261.0,8261.0,1.36,1.00,1.97,8.36,46.37,58.46,0.02,753682,8268.0,8268.0,8268.0,1.51,1.09,2.29,8.81,46.17,47.42,0.02051
1551993593,764274,7973.0,7973.0,7973.0,1.39,1.03,2.12,6.85,56.43,65.54,0.02,761836,8154.0,8154.0,8154.0,1.55,1.10,2.41,8.02,59.57,64.85,0.02033
1551993594,772508,8234.0,8234.0,8234.0,1.35,0.93,2.01,9.03,50.23,58.79,0.02,770236,8400.0,8400.0,8400.0,1.48,1.01,2.27,9.83,50.79,59.57,0.02018
1551993595,780124,7616.0,7616.0,7616.0,1.44,1.06,1.99,11.28,56.62,60.42,0.02,778542,8306.0,8306.0,8306.0,1.55,1.13,2.24,11.34,56.98,61.34,0.02000
1551993596,787874,7750.0,7750.0,7750.0,1.45,1.09,2.03,9.37,50.17,56.33,0.02,786329,7787.0,7787.0,7787.0,1.60,1.17,2.25,9.99,48.69,56.26,0.01982
1551993597,796021,8147.0,8147.0,8147.0,1.41,0.93,2.01,12.18,51.51,64.19,0.02,794496,8167.0,8167.0,8167.0,1.49,1.02,2.25,9.43,48.59,52.36,0.01966
1551993598,804513,8492.0,8492.0,8492.0,1.39,1.02,2.11,9.81,40.96,43.38,0.02,802627,8131.0,8131.0,8131.0,1.48,1.09,2.29,10.22,41.09,43.16,0.01950
1551993599,812441,7928.0,7928.0,7928.0,1.37,1.01,2.04,8.03,46.01,48.89,0.02,810580,7953.0,7953.0,7953.0,1.54,1.07,2.30,10.53,46.60,54.82,0.01933
1551993600,820362,7921.0,7921.0,7921.0,1.52,1.05,2.21,9.59,57.21,61.34,0.02,818389,7809.0,7809.0,7809.0,1.58,1.11,2.34,9.44,56.82,66.06,0.01917
1551993601,827919,7557.0,7557.0,7557.0,1.52,1.05,2.21,9.49,62.95,64.82,0.02,825700,7311.0,7311.0,7311.0,1.66,1.12,2.49,9.77,63.11,72.35,0.01900
1551993602,835280,7361.0,7361.0,7361.0,1.50,1.10,2.22,9.18,62.23,65.67,0.02,833536,7836.0,7836.0,7836.0,1.64,1.18,2.49,10.00,63.44,65.83,0.01884
1551993603,842540,7260.0,7260.0,7260.0,1.61,1.08,2.32,12.53,49.81,51.97,0.02,840743,7207.0,7207.0,7207.0,1.67,1.17,2.39,10.67,50.04,52.82,0.01868
1551993604,848175,5635.0,5635.0,5635.0,1.95,1.33,5.22,9.74,43.42,48.07,0.02,846952,6209.0,6209.0,6209.0,2.06,1.40,5.27,10.86,42.21,46.89,0.01861
1551993605,854584,6409.0,6409.0,6409.0,1.83,1.27,4.96,7.54,50.59,53.94,0.02,853045,6093.0,6093.0,6093.0,1.97,1.34,4.91,9.76,51.22,53.25,0.01851
1551993606,862336,7752.0,7752.0,7752.0,1.48,1.04,2.65,8.99,41.78,46.10,0.02,860718,7673.0,7673.0,7673.0,1.58,1.13,2.75,8.20,44.40,48.96,0.01836
1551993607,870551,8215.0,8215.0,8215.0,1.41,1.03,2.19,7.28,56.66,61.96,0.02,868868,8150.0,8150.0,8150.0,1.51,1.10,2.32,8.45,56.49,62.03,0.01822
1551993608,879308,8757.0,8757.0,8757.0,1.31,0.96,1.96,10.26,41.75,60.10,0.02,877369,8501.0,8501.0,8501.0,1.43,1.04,2.09,10.37,42.17,60.88,0.01812
1551993609,886909,7601.0,7601.0,7601.0,1.48,1.02,2.25,8.86,46.83,52.17,0.02,885462,8093.0,8093.0,8093.0,1.56,1.08,2.34,9.45,46.60,51.09,0.01797
1551993610,894360,7451.0,7451.0,7451.0,1.51,1.05,2.30,9.14,49.58,53.15,0.02,893116,7654.0,7654.0,7654.0,1.63,1.12,2.51,9.58,49.09,64.78,0.01783
1551993611,902521,8161.0,8161.0,8161.0,1.35,0.92,2.06,11.20,48.23,50.63,0.02,901652,8536.0,8536.0,8536.0,1.50,1.01,2.46,12.71,49.32,57.48,0.01771
1551993612,910548,8027.0,8027.0,8027.0,1.43,1.02,2.25,7.95,47.91,54.59,0.02,909801,8149.0,8149.0,8149.0,1.48,1.09,2.42,7.63,47.12,52.04,0.01758
1551993613,919070,8522.0,8522.0,8522.0,1.41,1.01,2.13,9.01,54.33,58.39,0.02,918004,8203.0,8203.0,8203.0,1.40,1.08,2.15,6.25,49.18,59.24,0.01746
1551993614,927246,8176.0,8176.0,8176.0,1.47,1.06,2.22,7.86,49.48,55.71,0.02,925754,7750.0,7750.0,7750.0,1.56,1.14,2.32,7.98,50.56,56.69,0.01733
1551993615,934711,7465.0,7465.0,7465.0,1.49,1.02,2.15,7.79,51.28,57.18,0.02,933380,7626.0,7626.0,7626.0,1.66,1.12,2.49,8.33,52.46,58.23,0.01719
1551993616,943682,8971.0,8971.0,8971.0,1.27,0.93,2.05,7.21,46.47,56.85,0.02,942155,8775.0,8775.0,8775.0,1.41,1.01,2.24,8.98,48.37,53.67,0.01712
1551993617,951270,7588.0,7588.0,7588.0,1.53,0.96,2.22,14.65,50.82,63.21,0.02,949679,7524.0,7524.0,7524.0,1.62,1.04,2.37,14.21,50.82,52.10,0.01699
1551993618,959753,8483.0,8483.0,8483.0,1.33,1.04,1.97,5.49,41.06,45.15,0.02,957964,8285.0,8285.0,8285.0,1.39,1.13,2.20,5.44,41.62,46.14,0.01687
1551993619,968423,8670.0,8670.0,8670.0,1.33,1.02,2.07,5.08,55.84,60.29,0.02,966361,8397.0,8397.0,8397.0,1.57,1.10,2.39,6.85,57.18,63.70,0.01678
1551993620,975867,7444.0,7444.0,7444.0,1.57,1.06,2.37,10.17,59.47,65.90,0.02,973617,7256.0,7256.0,7256.0,1.66,1.14,2.59,10.03,64.00,67.50,0.01665
1551993621,983182,7315.0,7315.0,7315.0,1.57,1.09,2.36,9.75,50.92,53.05,0.02,981306,7689.0,7689.0,7689.0,1.60,1.16,2.48,9.16,50.07,66.98,0.01653
1551993622,990587,7405.0,7405.0,7405.0,1.59,1.12,1.99,8.28,66.32,84.28,0.02,988506,7200.0,7200.0,7200.0,1.67,1.21,2.16,8.45,66.75,67.50,0.01641
1551993623,997854,7267.0,7267.0,7267.0,1.65,1.09,2.14,10.80,83.56,86.25,0.02,995606,7100.0,7100.0,7100.0,1.66,1.17,2.22,11.14,81.33,86.97,0.01629
1551993624,1005765,7911.0,7911.0,7911.0,1.44,1.08,2.08,7.76,49.58,53.22,0.02,1003365,7759.0,7759.0,7759.0,1.60,1.17,2.34,9.47,49.94,53.48,0.01617
1551993625,1013288,7523.0,7523.0,7523.0,1.49,0.97,2.31,9.13,57.97,61.54,0.02,1011318,7953.0,7953.0,7953.0,1.58,1.07,2.35,9.11,53.18,60.52,0.01605
