timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1556159457,678,678.0,678.0,678.0,9.09,8.09,18.45,28.69,39.94,46.89,0.00,672,672.0,672.0,672.0,9.77,8.38,19.22,42.50,50.69,55.12,0.00000
1556159458,2025,1347.0,1347.0,1347.0,5.11,3.51,11.91,46.73,71.37,84.87,0.24,2000,1328.0,1328.0,1328.0,5.31,3.82,12.29,20.97,81.59,82.84,0.24281
1556159459,4329,2304.0,2304.0,2304.0,2.66,1.47,7.11,19.27,64.52,67.83,0.27,4366,2366.0,2366.0,2366.0,3.13,1.81,7.82,17.66,64.13,66.29,0.27172
1556159460,6915,2586.0,2586.0,2586.0,2.58,1.44,6.74,15.37,62.85,65.70,0.23,7116,2750.0,2750.0,2750.0,2.76,1.65,6.91,12.57,55.51,61.47,0.22503
1556159461,9648,2733.0,2733.0,2733.0,2.45,1.29,6.19,14.21,60.06,62.95,0.18,9806,2690.0,2690.0,2690.0,2.68,1.56,6.36,12.73,61.24,65.08,0.18436
1556159462,12337,2689.0,2689.0,2689.0,2.32,1.31,6.96,14.64,60.42,68.29,0.15,12503,2697.0,2697.0,2697.0,2.83,1.57,7.57,16.36,60.10,67.24,0.15450
1556159463,14706,2369.0,2369.0,2369.0,2.62,1.19,6.85,45.68,107.28,107.41,0.13,14883,2380.0,2380.0,2380.0,3.17,1.47,7.37,48.10,106.43,109.84,0.13130
1556159464,17285,2579.0,2579.0,2579.0,2.41,1.08,6.62,16.75,68.94,120.32,0.12,17913,3030.0,3030.0,3030.0,2.59,1.32,6.82,16.23,70.65,72.09,0.11800
1556159465,20701,3416.0,3416.0,3416.0,2.02,1.10,5.68,9.76,60.10,63.50,0.11,20999,3086.0,3086.0,3086.0,2.24,1.35,6.05,10.00,59.15,62.62,0.10946
1556159466,23854,3153.0,3153.0,3153.0,2.10,0.97,5.21,20.45,63.01,65.63,0.10,24144,3145.0,3145.0,3145.0,2.30,1.23,5.86,13.80,61.67,66.22,0.10024
1556159467,27020,3166.0,3166.0,3166.0,1.92,1.01,5.55,10.67,57.87,62.39,0.09,27457,3313.0,3313.0,3313.0,2.39,1.24,6.34,16.24,66.42,67.44,0.09281
1556159468,30746,3726.0,3726.0,3726.0,1.73,0.91,5.21,10.66,57.70,60.75,0.09,31017,3560.0,3560.0,3560.0,2.07,1.17,5.60,11.74,55.21,60.69,0.08892
1556159469,34067,3321.0,3321.0,3321.0,1.86,0.91,4.53,12.21,74.19,79.30,0.08,34416,3399.0,3399.0,3399.0,2.30,1.11,5.25,24.40,68.29,81.79,0.08331
1556159470,37612,3545.0,3545.0,3545.0,1.76,0.86,4.81,12.89,63.44,71.63,0.08,37749,3333.0,3333.0,3333.0,2.29,1.11,5.69,23.18,64.29,71.24,0.07839
1556159471,41129,3517.0,3517.0,3517.0,1.76,0.90,4.30,13.64,62.55,64.59,0.07,41325,3576.0,3576.0,3576.0,2.16,1.12,5.23,27.43,62.36,64.75,0.07422
1556159472,44667,3538.0,3538.0,3538.0,1.72,0.90,4.58,11.55,60.59,85.00,0.07,44656,3331.0,3331.0,3331.0,2.35,1.13,6.25,22.02,82.84,86.11,0.07025
1556159473,47855,3188.0,3188.0,3188.0,1.98,0.88,5.32,47.05,61.87,64.75,0.07,48036,3380.0,3380.0,3380.0,2.12,1.10,5.83,17.35,59.38,61.90,0.06614
1556159474,51441,3586.0,3586.0,3586.0,1.78,0.88,4.78,13.73,60.92,63.86,0.06,51749,3713.0,3713.0,3713.0,2.12,1.09,5.48,16.57,61.51,64.75,0.06329
1556159475,55210,3769.0,3769.0,3769.0,1.75,0.96,5.01,10.35,60.16,64.03,0.06,55226,3477.0,3477.0,3477.0,2.08,1.19,5.20,11.34,63.90,64.72,0.06052
1556159476,59095,3885.0,3885.0,3885.0,1.60,0.89,4.11,11.71,50.79,59.77,0.06,59105,3879.0,3879.0,3879.0,2.00,1.14,4.81,13.38,56.95,58.72,0.05861
1556159477,62798,3703.0,3703.0,3703.0,1.75,0.85,4.82,13.25,55.54,59.87,0.06,62791,3686.0,3686.0,3686.0,2.01,1.06,5.31,15.32,52.53,56.79,0.05624
1556159478,66228,3430.0,3430.0,3430.0,1.70,0.88,4.43,12.04,56.46,63.96,0.05,66787,3996.0,3996.0,3996.0,2.02,1.14,5.35,12.45,55.87,57.08,0.05409
