timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1554503489,582,582.0,582.0,582.0,13.08,11.89,25.94,38.34,48.96,58.49,0.00,646,646.0,646.0,646.0,12.87,11.62,24.30,42.11,45.25,47.87,0.00000
1554503490,1582,1000.0,1000.0,1000.0,9.85,6.23,25.84,92.67,188.09,191.76,0.22,1659,1013.0,1013.0,1013.0,10.72,6.58,31.11,118.03,185.07,189.14,0.22105
1554503491,3223,1641.0,1641.0,1641.0,5.93,3.36,15.22,58.33,85.79,88.41,0.22,3315,1656.0,1656.0,1656.0,6.29,3.66,16.52,55.84,78.32,82.58,0.22065
1554503492,4618,1395.0,1395.0,1395.0,5.37,2.85,12.53,60.59,121.70,123.21,0.17,4771,1456.0,1456.0,1456.0,5.33,3.02,11.68,56.59,131.60,132.58,0.16653
1554503493,6058,1440.0,1440.0,1440.0,8.61,2.88,25.94,98.24,294.91,295.96,0.14,6116,1345.0,1345.0,1345.0,8.58,3.14,26.85,82.05,291.50,292.03,0.14455
1554503494,7413,1355.0,1355.0,1355.0,7.35,3.24,27.79,73.40,82.84,94.04,0.12,7521,1405.0,1405.0,1405.0,7.48,3.49,25.30,72.16,82.84,141.16,0.11943
1554503495,8688,1275.0,1275.0,1275.0,7.91,3.32,36.11,74.38,94.96,151.52,0.10,8679,1158.0,1158.0,1158.0,7.71,3.55,30.49,68.94,85.72,94.77,0.10303
1554503496,10107,1419.0,1419.0,1419.0,7.65,3.61,30.56,74.12,88.34,93.13,0.09,10004,1325.0,1325.0,1325.0,7.60,3.43,29.49,78.38,104.14,108.92,0.08983
1554503497,11426,1319.0,1319.0,1319.0,6.87,3.17,25.40,75.69,91.68,92.86,0.08,11444,1440.0,1440.0,1440.0,7.46,3.64,23.76,74.32,90.05,100.79,0.07964
1554503498,12771,1345.0,1345.0,1345.0,6.81,3.10,25.20,71.37,109.18,137.23,0.07,12700,1256.0,1256.0,1256.0,8.27,3.61,36.57,75.69,116.00,121.63,0.07161
1554503499,14097,1326.0,1326.0,1326.0,7.69,3.49,26.71,66.68,112.33,129.83,0.07,13974,1274.0,1274.0,1274.0,8.08,3.92,31.70,65.18,110.56,113.31,0.06511
1554503500,15315,1218.0,1218.0,1218.0,8.18,2.93,37.26,87.49,103.81,104.27,0.06,15121,1147.0,1147.0,1147.0,8.74,3.27,31.77,86.84,332.92,342.10,0.06080
1554503501,16638,1323.0,1323.0,1323.0,7.33,2.97,25.79,83.36,98.11,106.04,0.06,16567,1446.0,1446.0,1446.0,6.86,2.91,23.61,76.15,95.81,103.87,0.05606
1554503502,17730,1092.0,1092.0,1092.0,9.29,3.49,39.81,76.81,88.21,88.93,0.05,17642,1075.0,1075.0,1075.0,8.81,3.32,33.26,76.35,100.66,145.75,0.05395
1554503503,18720,990.0,990.0,990.0,9.80,3.07,50.20,99.16,113.57,122.68,0.05,18616,974.0,974.0,974.0,11.20,3.98,54.98,97.06,120.46,166.46,0.05302
