timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1556143241,546,546.0,546.0,546.0,11.86,8.73,29.18,86.77,96.27,103.42,0.00,511,511.0,511.0,511.0,11.58,7.87,33.42,80.87,95.81,100.14,0.00000
1556143242,1332,786.0,786.0,786.0,9.47,3.96,43.12,97.39,110.10,113.70,0.10,1111,600.0,600.0,600.0,10.74,5.23,46.60,98.70,114.49,116.79,0.10044
1556143243,2374,1042.0,1042.0,1042.0,6.59,3.01,20.58,82.05,94.44,95.94,0.16,2173,1062.0,1062.0,1062.0,6.60,3.37,22.54,60.95,95.55,102.76,0.16481
1556143244,3370,996.0,996.0,996.0,6.16,2.93,16.49,77.53,87.03,101.84,0.13,3226,1053.0,1053.0,1053.0,7.51,3.20,25.46,77.59,92.01,97.39,0.13287
1556143245,4606,1236.0,1236.0,1236.0,5.80,2.40,16.47,77.99,96.93,97.06,0.12,4277,1051.0,1051.0,1051.0,6.41,3.20,20.33,77.00,95.94,104.40,0.11761
1556143246,5660,1054.0,1054.0,1054.0,5.36,2.50,14.61,81.92,107.54,110.82,0.10,5305,1028.0,1028.0,1028.0,7.59,3.18,26.25,88.21,110.62,118.49,0.09903
1556143247,6838,1178.0,1178.0,1178.0,6.22,3.09,18.96,71.24,87.49,89.59,0.09,6347,1042.0,1042.0,1042.0,6.83,3.25,24.18,76.02,95.22,128.58,0.08774
1556143248,7740,902.0,902.0,902.0,5.94,2.79,18.61,72.22,87.03,100.86,0.08,7402,1055.0,1055.0,1055.0,7.82,3.32,33.46,81.92,108.99,111.41,0.07654
1556143249,8540,800.0,800.0,800.0,7.54,2.79,24.79,78.05,85.92,91.88,0.07,8384,982.0,982.0,982.0,7.94,3.17,33.24,81.79,88.87,89.26,0.06914
1556143250,9271,731.0,731.0,731.0,8.26,2.93,30.74,94.83,105.71,108.79,0.06,9241,857.0,857.0,857.0,9.77,3.65,45.81,96.47,129.50,141.43,0.06412
1556143251,9969,698.0,698.0,698.0,9.21,2.94,42.47,121.37,134.35,134.87,0.06,10064,823.0,823.0,823.0,9.21,3.11,39.49,107.94,134.09,142.87,0.06052
1556143252,10640,671.0,671.0,671.0,8.64,4.35,22.95,119.54,150.21,156.63,0.06,11006,942.0,942.0,942.0,8.66,4.22,23.15,119.21,152.57,155.58,0.05609
1556143253,11375,735.0,735.0,735.0,7.38,3.33,27.26,81.99,114.88,124.91,0.05,11793,787.0,787.0,787.0,9.18,3.86,32.56,92.47,108.46,123.93,0.05356
1556143254,12202,827.0,827.0,827.0,8.75,3.24,35.82,111.54,136.84,140.38,0.05,12600,807.0,807.0,807.0,9.31,3.04,41.03,123.80,137.36,161.35,0.04992
1556143255,13071,869.0,869.0,869.0,8.06,3.19,29.34,93.06,107.54,117.64,0.05,13437,837.0,837.0,837.0,8.96,3.72,29.61,109.05,262.41,277.09,0.04733
1556143256,13863,792.0,792.0,792.0,7.90,3.38,35.55,72.48,103.28,106.43,0.05,14266,829.0,829.0,829.0,9.43,3.99,48.14,85.46,111.87,112.66,0.04511
1556143257,14554,691.0,691.0,691.0,9.06,3.78,34.47,69.66,112.20,198.18,0.04,15015,749.0,749.0,749.0,9.94,4.47,40.93,87.29,113.77,123.34,0.04324
1556143258,15218,664.0,664.0,664.0,10.26,4.10,36.34,129.63,141.16,142.21,0.04,15700,685.0,685.0,685.0,10.78,4.32,48.89,102.17,140.77,143.52,0.04301
1556143259,16108,890.0,890.0,890.0,8.13,3.20,32.78,69.99,102.83,107.54,0.04,16462,762.0,762.0,762.0,8.90,4.03,35.00,73.33,102.17,103.09,0.04104
1556143260,16986,878.0,878.0,878.0,9.52,3.58,42.70,78.32,106.23,107.74,0.04,17122,660.0,660.0,660.0,8.53,3.08,34.50,81.00,102.76,104.40,0.03976
1556143261,17781,795.0,795.0,795.0,8.34,3.82,31.60,81.07,117.31,120.13,0.04,17831,709.0,709.0,709.0,10.28,4.37,51.45,91.23,119.21,119.54,0.03860
1556143262,18561,780.0,780.0,780.0,9.67,4.52,44.07,84.93,95.88,97.19,0.04,18498,667.0,667.0,667.0,9.16,4.34,35.19,86.44,104.20,130.02,0.03769
1556143263,19350,789.0,789.0,789.0,8.01,3.48,29.46,70.71,82.38,91.88,0.04,19324,826.0,826.0,826.0,8.40,3.83,29.77,74.25,89.65,94.50,0.03635
1556143264,20124,774.0,774.0,774.0,9.26,3.40,43.32,90.11,107.15,113.44,0.04,20048,724.0,724.0,724.0,10.84,3.54,68.49,109.51,125.63,126.09,0.03531
1556143265,20895,771.0,771.0,771.0,8.70,3.47,37.42,89.92,105.32,107.09,0.03,20852,804.0,804.0,804.0,8.77,3.71,38.44,78.12,95.62,105.64,0.03418
1556143266,21574,679.0,679.0,679.0,8.62,3.51,31.69,78.12,87.43,95.81,0.03,21649,797.0,797.0,797.0,9.27,3.78,35.45,78.32,90.24,90.31,0.03354
1556143267,22278,704.0,704.0,704.0,9.29,3.60,38.83,85.52,148.77,149.29,0.03,22373,724.0,724.0,724.0,10.58,3.96,52.56,86.97,144.97,157.02,0.03269
1556143268,23076,798.0,798.0,798.0,7.89,3.24,29.07,82.44,96.73,98.04,0.03,23236,863.0,863.0,863.0,9.77,3.46,47.32,97.32,121.04,126.09,0.03152
1556143269,23759,683.0,683.0,683.0,10.09,4.03,36.11,135.79,145.10,152.31,0.03,23889,653.0,653.0,653.0,10.67,4.64,36.80,98.11,178.65,214.56,0.03075
1556143270,24457,698.0,698.0,698.0,8.24,3.35,34.41,100.14,130.81,147.98,0.03,24606,717.0,717.0,717.0,11.52,3.73,58.36,118.88,131.33,172.10,0.03000
1556143271,25192,735.0,735.0,735.0,9.39,4.14,36.63,87.56,93.26,102.63,0.03,25373,767.0,767.0,767.0,8.96,4.59,30.33,79.17,92.47,96.60,0.02936
1556143272,25920,728.0,728.0,728.0,9.65,4.36,45.84,90.37,107.87,176.03,0.03,26049,676.0,676.0,676.0,9.99,3.72,50.27,89.33,136.45,165.54,0.02867
1556143273,26652,732.0,732.0,732.0,9.82,4.93,34.28,86.25,98.50,112.53,0.03,26806,757.0,757.0,757.0,9.47,5.05,29.59,83.23,103.15,104.53,0.02807
1556143274,27404,752.0,752.0,752.0,8.89,3.94,49.18,82.64,94.44,100.47,0.03,27559,753.0,753.0,753.0,9.80,4.58,39.16,85.98,110.30,116.13,0.02744
1556143275,28137,733.0,733.0,733.0,8.69,4.76,30.08,80.48,91.62,97.32,0.03,28366,807.0,807.0,807.0,9.50,5.18,40.30,84.67,92.34,92.41,0.02683
1556143276,28662,525.0,525.0,525.0,12.49,3.65,83.43,130.68,160.17,165.68,0.03,28911,545.0,545.0,545.0,13.33,4.07,78.97,136.05,176.42,201.20,0.02740
1556143277,29278,616.0,616.0,616.0,12.41,5.31,62.16,122.62,150.08,172.10,0.03,29533,622.0,622.0,622.0,10.37,5.07,32.42,111.35,142.34,147.59,0.02727
1556143278,29911,633.0,633.0,633.0,10.47,4.32,46.27,90.44,93.45,104.07,0.03,30103,570.0,570.0,570.0,12.16,4.27,68.62,92.21,96.08,156.89,0.02734
1556143279,30531,620.0,620.0,620.0,11.32,4.66,60.82,86.05,98.70,110.36,0.03,30736,633.0,633.0,633.0,11.70,4.43,63.37,89.98,100.73,102.63,0.02742
