hash,metric_name,metric_info
1e65ff6fdfc8a2e17f1fc07e304be62b48a7ef6c,go_gc_duration_seconds,"{'instance': '192.168.0.107:9100', 'job': 'node', 'quantile': '0', '__name__': 'go_gc_duration_seconds'}"
b44a4f114cc6d55911e3ab8de56b9f5614af4c50,go_gc_duration_seconds,"{'instance': '192.168.0.107:9100', 'job': 'node', 'quantile': '0.25', '__name__': 'go_gc_duration_seconds'}"
1e3b6e854193805b30eb73cda0c2c79d3d9acdf1,go_gc_duration_seconds,"{'instance': '192.168.0.107:9100', 'job': 'node', 'quantile': '0.5', '__name__': 'go_gc_duration_seconds'}"
282151a7f9dace7a53fbc5e600ae53e78c42f655,go_gc_duration_seconds,"{'instance': '192.168.0.107:9100', 'job': 'node', 'quantile': '0.75', '__name__': 'go_gc_duration_seconds'}"
cef469ccac6edc1a1cb53ae341906b34840a976a,go_gc_duration_seconds,"{'instance': '192.168.0.107:9100', 'job': 'node', 'quantile': '1', '__name__': 'go_gc_duration_seconds'}"
1e9899b9dba731b6f5d2cb5da44b8b7be47a2cfd,go_gc_duration_seconds,"{'instance': '192.168.0.108:9100', 'job': 'node', 'quantile': '0', '__name__': 'go_gc_duration_seconds'}"
3c5f9dc16bdf3c5d5879e2b2012a25bfc1f577f7,go_gc_duration_seconds,"{'instance': '192.168.0.108:9100', 'job': 'node', 'quantile': '0.25', '__name__': 'go_gc_duration_seconds'}"
4d02a6ab361f52a743920bcc6920416fa2ab49b6,go_gc_duration_seconds,"{'instance': '192.168.0.108:9100', 'job': 'node', 'quantile': '0.5', '__name__': 'go_gc_duration_seconds'}"
71cb1b4fc3072dbe1924b515591dccb6355a4144,go_gc_duration_seconds,"{'instance': '192.168.0.108:9100', 'job': 'node', 'quantile': '0.75', '__name__': 'go_gc_duration_seconds'}"
58ed54d342db6d812d04981319f7a3795ac41eaf,go_gc_duration_seconds,"{'instance': '192.168.0.108:9100', 'job': 'node', 'quantile': '1', '__name__': 'go_gc_duration_seconds'}"
e4811c177b3b7567d7e9605b8e63406328f729ee,go_gc_duration_seconds,"{'instance': '192.168.0.109:9100', 'job': 'node', 'quantile': '0', '__name__': 'go_gc_duration_seconds'}"
6a8603b142738738492be7fed3552e328f33c33e,go_gc_duration_seconds,"{'instance': '192.168.0.109:9100', 'job': 'node', 'quantile': '0.25', '__name__': 'go_gc_duration_seconds'}"
1890c1767128c12ce7f7d7761523016dc090c853,go_gc_duration_seconds,"{'instance': '192.168.0.109:9100', 'job': 'node', 'quantile': '0.5', '__name__': 'go_gc_duration_seconds'}"
