timestamp,value
1558128780,2494464
1558128781,2494464
1558128782,2494464
1558128783,2494464
1558128784,2494464
1558128785,2494464
1558128786,2494464
1558128787,2494464
1558128788,2494464
1558128789,2494464
1558128790,2494464
1558128791,2494464
1558128792,2527232
1558128793,2494464
1558128794,2494464
1558128795,2494464
1558128796,2494464
1558128797,2494464
1558128798,2494464
1558128799,2494464
1558128800,2494464
1558128801,2494464
1558128802,2494464
1558128803,2494464
1558128804,2494464
1558128805,2494464
1558128806,2494464
1558128807,2494464
1558128808,2494464
1558128809,2494464
1558128810,2494464
1558128811,2494464
1558128812,2494464
1558128813,2494464
1558128814,2494464
1558128815,2494464
1558128816,2494464
1558128817,2494464
1558128818,2560000
1558128819,2560000
1558128820,2560000
1558128821,2494464
1558128822,2494464
1558128823,2494464
1558128824,2494464
1558128825,2494464
1558128826,2494464
1558128827,2494464
1558128828,2494464
1558128829,2494464
1558128830,2494464
1558128831,2494464
1558128832,2494464
1558128833,2494464
1558128834,2494464
1558128835,2494464
1558128836,2494464
1558128837,2494464
1558128838,2494464
1558128839,2494464
1558128840,2494464
1558128841,2494464
1558128842,2494464
1558128843,2494464
1558128844,2494464
1558128845,2494464
1558128846,2494464
1558128847,2494464
1558128848,2494464
1558128849,2494464
1558128850,2494464
1558128851,2494464
1558128852,2494464
1558128853,2494464
1558128854,2494464
1558128855,2494464
1558128856,2494464
1558128857,2494464
1558128858,2494464
1558128859,2560000
1558128860,2494464
1558128861,2494464
1558128862,2494464
1558128863,2494464
1558128864,2494464
1558128865,2494464
1558128866,2494464
1558128867,2494464
1558128868,2494464
1558128869,2494464
1558128870,2494464
1558128871,2494464
1558128872,2494464
1558128873,2494464
1558128874,2527232
1558128875,2494464
1558128876,2494464
1558128877,2494464
1558128878,2494464
1558128879,2494464
1558128880,2494464
1558128881,2494464
1558128882,2494464
1558128883,2494464
1558128884,2494464
1558128885,2494464
1558128886,2494464
1558128887,2494464
1558128888,2494464
1558128889,2560000
1558128890,2494464
1558128891,2494464
1558128892,2494464
1558128893,2494464
1558128894,2494464
1558128895,2494464
1558128896,2494464
1558128897,2494464
1558128898,2494464
1558128899,2494464
1558128900,2494464
1558128901,2494464
1558128902,2494464
1558128903,2494464
1558128904,2494464
1558128905,2494464
1558128906,2494464
1558128907,2560000
1558128908,2560000
1558128909,2560000
1558128910,2494464
1558128911,2494464
1558128912,2494464
1558128913,2494464
1558128914,2494464
1558128915,2494464
1558128916,2494464
1558128917,2494464
1558128918,2494464
1558128919,2494464
1558128920,2494464
1558128921,2494464
1558128922,2494464
1558128923,2494464
1558128924,2494464
1558128925,2494464
1558128926,2494464
1558128927,2494464
1558128928,2494464
1558128929,2494464
1558128930,2494464
1558128931,2494464
1558128932,2494464
1558128933,2494464
1558128934,2494464
1558128935,2527232
1558128936,2527232
1558128937,2494464
1558128938,2494464
1558128939,2494464
1558128940,2494464
1558128941,2494464
1558128942,2494464
1558128943,2494464
1558128944,2494464
1558128945,2494464
1558128946,2494464
1558128947,2494464
1558128948,2494464
1558128949,2494464
1558128950,2494464
1558128951,2494464
1558128952,2494464
1558128953,2494464
1558128954,2494464
1558128955,2494464
1558128956,2494464
1558128957,2560000
1558128958,2494464
1558128959,2494464
1558128960,2494464
1558128961,2494464
1558128962,2494464
1558128963,2494464
1558128964,2560000
1558128965,2560000
1558128966,2494464
1558128967,2494464
1558128968,2494464
1558128969,2494464
1558128970,2560000
1558128971,2494464
1558128972,2494464
1558128973,2494464
1558128974,2494464
1558128975,2494464
1558128976,2494464
1558128977,2494464
1558128978,2494464
1558128979,2560000
1558128980,2494464
1558128981,2494464
1558128982,2494464
1558128983,2494464
1558128984,2494464
1558128985,2494464
1558128986,2494464
1558128987,2494464
1558128988,2494464
1558128989,2494464
1558128990,2494464
1558128991,2494464
1558128992,2560000
1558128993,2494464
1558128994,2560000
1558128995,2560000
1558128996,2494464
1558128997,2494464
1558128998,2494464
1558128999,2494464
1558129000,2494464
1558129001,2560000
1558129002,2494464
1558129003,2494464
1558129004,2494464
1558129005,2494464
1558129006,2494464
1558129007,2494464
1558129008,2494464
1558129009,2494464
1558129010,2494464
1558129011,2494464
1558129012,2494464
1558129013,2494464
1558129014,2494464
1558129015,2494464
1558129016,2494464
1558129017,2494464
1558129018,2494464
1558129019,2494464
1558129020,2494464
1558129021,2494464
1558129022,2494464
1558129023,2494464
1558129024,2494464
1558129025,2494464
1558129026,2494464
1558129027,2494464
1558129028,2494464
1558129029,2494464
1558129030,2494464
1558129031,2494464
1558129032,2494464
1558129033,2494464
1558129034,2494464
1558129035,2494464
1558129036,2494464
1558129037,2494464
1558129038,2494464
1558129039,2494464
1558129040,2560000
1558129041,2560000
1558129042,2494464
1558129043,2494464
1558129044,2494464
1558129045,2494464
1558129046,2494464
1558129047,2560000
1558129048,2560000
1558129049,2494464
1558129050,2494464
1558129051,2494464
1558129052,2494464
1558129053,2494464
1558129054,2494464
1558129055,2494464
1558129056,2494464
1558129057,2494464
1558129058,2494464
1558129059,2494464
1558129060,2494464
1558129061,2494464
1558129062,2494464
1558129063,2494464
1558129064,2494464
1558129065,2494464
1558129066,2494464
1558129067,2494464
1558129068,2494464
1558129069,2494464
1558129070,2494464
1558129071,2494464
1558129072,2494464
1558129073,2560000
1558129074,2494464
1558129075,2494464
1558129076,2494464
1558129077,2494464
1558129078,2494464
1558129079,2494464
1558129080,2494464
1558129081,2494464
1558129082,2494464
1558129083,2494464
1558129084,2494464
1558129085,2494464
1558129086,2494464
1558129087,2494464
1558129088,2494464
1558129089,2494464
1558129090,2494464
1558129091,2494464
1558129092,2494464
1558129093,2494464
1558129094,2494464
1558129095,2494464
1558129096,2494464
1558129097,2494464
1558129098,2494464
1558129099,2494464
1558129100,2494464
1558129101,2494464
1558129102,2494464
1558129103,2494464
1558129104,2494464
1558129105,2494464
1558129106,2494464
1558129107,2494464
1558129108,2494464
1558129109,2494464
1558129110,2494464
1558129111,2494464
1558129112,2494464
1558129113,2494464
1558129114,2494464
1558129115,2494464
1558129116,2494464
1558129117,2494464
1558129118,2494464
1558129119,2494464
1558129120,2494464
1558129121,2494464
1558129122,2494464
1558129123,2494464
1558129124,2494464
1558129125,2494464
1558129126,2494464
1558129127,2494464
1558129128,2494464
1558129129,2560000
1558129130,2494464
1558129131,2494464
1558129132,2494464
1558129133,2494464
1558129134,2560000
1558129135,2494464
1558129136,2494464
1558129137,2494464
1558129138,2494464
1558129139,2494464
1558129140,2494464
1558129141,2494464
1558129142,2560000
1558129143,2560000
1558129144,2494464
1558129145,2494464
1558129146,2494464
1558129147,2494464
1558129148,2494464
1558129149,2494464
1558129150,2494464
1558129151,2494464
1558129152,2494464
1558129153,2494464
1558129154,2494464
1558129155,2494464
1558129156,2494464
1558129157,2494464
1558129158,2494464
1558129159,2494464
1558129160,2494464
1558129161,2494464
1558129162,2494464
1558129163,2494464
1558129164,2494464
1558129165,2494464
1558129166,2494464
1558129167,2560000
1558129168,2560000
1558129169,2494464
1558129170,2494464
1558129171,2494464
1558129172,2494464
1558129173,2494464
1558129174,2494464
1558129175,2494464
1558129176,2527232
1558129177,2527232
1558129178,2494464
1558129179,2494464
1558129180,2494464
1558129181,2494464
1558129182,2494464
1558129183,2494464
1558129184,2494464
1558129185,2494464
1558129186,2494464
1558129187,2494464
1558129188,2494464
1558129189,2494464
1558129190,2494464
1558129191,2494464
1558129192,2494464
1558129193,2494464
1558129194,2494464
1558129195,2494464
1558129196,2494464
1558129197,2494464
1558129198,2494464
1558129199,2494464
1558129200,2494464
1558129201,2494464
1558129202,2494464
1558129203,2494464
1558129204,2494464
1558129205,2494464
1558129206,2494464
1558129207,2494464
1558129208,2494464
1558129209,2494464
1558129210,2494464
1558129211,2560000
1558129212,2494464
1558129213,2494464
1558129214,2494464
1558129215,2494464
1558129216,2494464
1558129217,2494464
1558129218,2494464
1558129219,2494464
1558129220,2494464
1558129221,2494464
1558129222,2494464
1558129223,2494464
1558129224,2494464
1558129225,2494464
1558129226,2494464
1558129227,2494464
1558129228,2494464
1558129229,2494464
1558129230,2494464
1558129231,2527232
1558129232,2494464
1558129233,2560000
1558129234,2494464
1558129235,2494464
1558129236,2494464
1558129237,2560000
1558129238,2560000
1558129239,2560000
1558129240,2494464
1558129241,2494464
1558129242,2494464
1558129243,2494464
1558129244,2494464
1558129245,2494464
1558129246,2494464
1558129247,2494464
1558129248,2494464
1558129249,2494464
1558129250,2494464
1558129251,2494464
1558129252,2494464
1558129253,2494464
1558129254,2494464
1558129255,2494464
1558129256,2494464
1558129257,2494464
1558129258,2494464
1558129259,2494464
1558129260,2494464
1558129261,2494464
1558129262,2494464
1558129263,2494464
1558129264,2494464
1558129265,2494464
1558129266,2494464
1558129267,2494464
1558129268,2494464
1558129269,2494464
1558129270,2494464
1558129271,2494464
1558129272,2494464
1558129273,2494464
1558129274,2494464
1558129275,2494464
1558129276,2494464
1558129277,2494464
1558129278,2494464
1558129279,2494464
1558129280,2494464
1558129281,2494464
1558129282,2494464
1558129283,2494464
1558129284,2494464
1558129285,2494464
1558129286,2494464
1558129287,2494464
1558129288,2560000
1558129289,2560000
1558129290,2494464
1558129291,2560000
1558129292,2494464
1558129293,2494464
1558129294,2494464
1558129295,2494464
1558129296,2494464
1558129297,2494464
1558129298,2494464
1558129299,2494464
1558129300,2494464
1558129301,2494464
1558129302,2494464
1558129303,2494464
1558129304,2494464
1558129305,2494464
1558129306,2494464
1558129307,2494464
1558129308,2494464
1558129309,2494464
1558129310,2494464
1558129311,2494464
1558129312,2494464
1558129313,2494464
1558129314,2494464
1558129315,2494464
1558129316,2494464
1558129317,2494464
1558129318,2494464
1558129319,2494464
1558129320,2494464
1558129321,2494464
1558129322,2494464
1558129323,2494464
1558129324,2494464
1558129325,2494464
1558129326,2494464
1558129327,2494464
1558129328,2494464
1558129329,2494464
1558129330,2494464
1558129331,2494464
1558129332,2494464
1558129333,2560000
1558129334,2560000
1558129335,2494464
1558129336,2494464
1558129337,2494464
1558129338,2494464
1558129339,2494464
1558129340,2560000
1558129341,2494464
1558129342,2494464
1558129343,2494464
1558129344,2494464
1558129345,2494464
1558129346,2494464
1558129347,2494464
1558129348,2494464
1558129349,2494464
1558129350,2494464
1558129351,2494464
1558129352,2494464
1558129353,2494464
1558129354,2494464
1558129355,2494464
1558129356,2494464
1558129357,2494464
1558129358,2494464
1558129359,2494464
1558129360,2494464
1558129361,2494464
1558129362,2494464
1558129363,2494464
1558129364,2494464
1558129365,2494464
1558129366,2494464
1558129367,2494464
1558129368,2494464
1558129369,2494464
1558129370,2494464
1558129371,2494464
1558129372,2494464
1558129373,2494464
1558129374,2494464
1558129375,2494464
1558129376,2494464
1558129377,2494464
1558129378,2494464
1558129379,2494464
1558129380,2494464
1558129381,2494464
1558129382,2494464
1558129383,2494464
1558129384,2494464
1558129385,2494464
1558129386,2494464
1558129387,2494464
1558129388,2494464
1558129389,2494464
1558129390,2494464
1558129391,2560000
1558129392,2494464
1558129393,2494464
1558129394,2494464
1558129395,2494464
1558129396,2494464
1558129397,2494464
1558129398,2494464
1558129399,2494464
1558129400,2494464
1558129401,2494464
1558129402,2494464
1558129403,2494464
1558129404,2494464
1558129405,2494464
1558129406,2494464
1558129407,2494464
1558129408,2494464
1558129409,2494464
1558129410,2494464
1558129411,2494464
1558129412,2494464
1558129413,2494464
1558129414,2494464
1558129415,2494464
1558129416,2494464
1558129417,2494464
1558129418,2494464
1558129419,2494464
1558129420,2494464
1558129421,2494464
1558129422,2494464
1558129423,2494464
1558129424,2494464
1558129425,2494464
1558129426,2560000
1558129427,2494464
1558129428,2494464
1558129429,2494464
1558129430,2494464
1558129431,2494464
1558129432,2494464
1558129433,2494464
1558129434,2494464
1558129435,2494464
1558129436,2494464
1558129437,2494464
1558129438,2494464
1558129439,2494464
1558129440,2494464
1558129441,2494464
1558129442,2494464
1558129443,2494464
1558129444,2494464
1558129445,2494464
1558129446,2494464
1558129447,2560000
1558129448,2560000
1558129449,2494464
1558129450,2494464
1558129451,2494464
1558129452,2494464
1558129453,2494464
1558129454,2494464
1558129455,2494464
1558129456,2691072
1558129457,2691072
1558129458,2494464
1558129459,2494464
1558129460,2494464
1558129461,2494464
1558129462,2494464
1558129463,2494464
1558129464,2494464
1558129465,2494464
1558129466,2494464
1558129467,2494464
1558129468,2494464
1558129469,2494464
1558129470,2494464
1558129471,2494464
1558129472,2494464
1558129473,2494464
1558129474,2560000
1558129475,2494464
1558129476,2494464
1558129477,2494464
1558129478,2494464
1558129479,2494464
1558129480,2494464
1558129481,2494464
1558129482,2494464
1558129483,2494464
1558129484,2494464
1558129485,2494464
1558129486,2560000
1558129487,2494464
1558129488,2527232
1558129489,2527232
1558129490,2494464
1558129491,2494464
1558129492,2494464
1558129493,2494464
1558129494,2494464
1558129495,2494464
1558129496,2494464
1558129497,2494464
1558129498,2494464
1558129499,2494464
1558129500,2494464
1558129501,2494464
1558129502,2494464
1558129503,2494464
1558129504,2494464
1558129505,2494464
1558129506,2494464
1558129507,2494464
1558129508,2494464
1558129509,2494464
1558129510,2494464
1558129511,2494464
1558129512,2494464
1558129513,2494464
1558129514,2494464
1558129515,2494464
1558129516,2494464
1558129517,2494464
1558129518,2494464
1558129519,2494464
1558129520,2494464
1558129521,2494464
1558129522,2560000
1558129523,2560000
1558129524,2494464
1558129525,2494464
1558129526,2494464
1558129527,2494464
1558129528,2494464
1558129529,2494464
1558129530,2494464
1558129531,2494464
1558129532,2494464
1558129533,2494464
1558129534,2494464
1558129535,2494464
1558129536,2494464
1558129537,2494464
1558129538,2494464
1558129539,2494464
1558129540,2494464
1558129541,2494464
1558129542,2494464
1558129543,2494464
1558129544,2494464
1558129545,2494464
1558129546,2494464
1558129547,2494464
1558129548,2494464
1558129549,2494464
1558129550,2494464
1558129551,2494464
1558129552,2494464
1558129553,2494464
1558129554,2494464
1558129555,2494464
1558129556,2494464
1558129557,2494464
1558129558,2494464
1558129559,2494464
1558129560,2494464
1558129561,2494464
1558129562,2494464
1558129563,2494464
1558129564,2494464
1558129565,2494464
1558129566,2494464
1558129567,2494464
1558129568,2494464
1558129569,2494464
1558129570,2494464
1558129571,2494464
1558129572,2494464
1558129573,2494464
1558129574,2494464
1558129575,2494464
1558129576,2494464
1558129577,2494464
1558129578,2494464
1558129579,2560000
1558129580,2560000
1558129581,2494464
1558129582,2494464
1558129583,2494464
1558129584,2494464
1558129585,2494464
1558129586,2494464
1558129587,2494464
1558129588,2494464
1558129589,2560000
1558129590,2494464
1558129591,2494464
1558129592,2494464
1558129593,2494464
1558129594,2494464
1558129595,2560000
1558129596,2494464
1558129597,2494464
1558129598,2494464
1558129599,2560000
1558129600,2494464
1558129601,2494464
1558129602,2494464
1558129603,2494464
1558129604,2494464
1558129605,2494464
1558129606,2494464
1558129607,2494464
1558129608,2494464
1558129609,2560000
1558129610,2494464
1558129611,2494464
1558129612,2494464
1558129613,2494464
1558129614,2494464
1558129615,2494464
1558129616,2494464
1558129617,2494464
1558129618,2560000
1558129619,2560000
1558129620,2494464
1558129621,2494464
1558129622,2494464
1558129623,2494464
1558129624,2494464
1558129625,2494464
1558129626,2494464
1558129627,2494464
1558129628,2494464
1558129629,2494464
1558129630,2494464
1558129631,2494464
1558129632,2494464
1558129633,2494464
1558129634,2494464
1558129635,2494464
1558129636,2494464
1558129637,2494464
1558129638,2494464
1558129639,2494464
1558129640,2494464
1558129641,2494464
1558129642,2494464
1558129643,2494464
1558129644,2494464
1558129645,2494464
1558129646,2494464
1558129647,2494464
1558129648,2494464
1558129649,2494464
1558129650,2494464
1558129651,2494464
1558129652,2494464
1558129653,2494464
1558129654,2494464
1558129655,2494464
1558129656,2494464
1558129657,2494464
1558129658,2494464
1558129659,2494464
1558129660,2494464
1558129661,2494464
1558129662,2494464
1558129663,2494464
1558129664,2494464
1558129665,2494464
1558129666,2494464
1558129667,2494464
1558129668,2494464
1558129669,2494464
1558129670,2494464
1558129671,2494464
1558129672,2494464
1558129673,2494464
1558129674,2494464
1558129675,2494464
1558129676,2494464
1558129677,2494464
1558129678,2494464
1558129679,2494464
1558129680,2494464
1558129681,2494464
1558129682,2494464
1558129683,2494464
1558129684,2494464
1558129685,2494464
1558129686,2494464
1558129687,2494464
1558129688,2494464
1558129689,2494464
1558129690,2494464
1558129691,2494464
1558129692,2494464
1558129693,2494464
1558129694,2494464
1558129695,2494464
1558129696,2494464
1558129697,2494464
1558129698,2494464
1558129699,2494464
1558129700,2494464
1558129701,2494464
1558129702,2494464
1558129703,2494464
1558129704,2494464
1558129705,2494464
1558129706,2494464
1558129707,2494464
1558129708,2494464
1558129709,2494464
1558129710,2494464
1558129711,2494464
1558129712,2494464
1558129713,2494464
1558129714,2494464
1558129715,2494464
1558129716,2494464
1558129717,2494464
1558129718,2494464
1558129719,2494464
1558129720,2494464
1558129721,2494464
1558129722,2494464
1558129723,2494464
1558129724,2494464
1558129725,2494464
1558129726,2494464
1558129727,2494464
1558129728,2560000
1558129729,2560000
1558129730,2494464
1558129731,2494464
1558129732,2494464
1558129733,2494464
1558129734,2494464
1558129735,2494464
1558129736,2494464
1558129737,2494464
1558129738,2494464
1558129739,2494464
1558129740,2494464
1558129741,2560000
1558129742,2494464
1558129743,2494464
1558129744,2494464
1558129745,2494464
1558129746,2494464
1558129747,2494464
1558129748,2494464
1558129749,2494464
1558129750,2494464
1558129751,2494464
1558129752,2494464
1558129753,2494464
1558129754,2494464
1558129755,2494464
1558129756,2494464
1558129757,2494464
1558129758,2494464
1558129759,2494464
1558129760,2494464
1558129761,2494464
1558129762,2494464
1558129763,2494464
1558129764,2494464
1558129765,2494464
1558129766,2494464
1558129767,2494464
1558129768,2494464
1558129769,2494464
1558129770,2494464
1558129771,2494464
1558129772,2560000
1558129773,2494464
1558129774,2494464
1558129775,2494464
1558129776,2494464
1558129777,2494464
1558129778,2494464
1558129779,2494464
1558129780,2494464
1558129781,2494464
1558129782,2494464
1558129783,2494464
1558129784,2494464
1558129785,2560000
1558129786,2560000
1558129787,2494464
1558129788,2494464
1558129789,2494464
1558129790,2494464
1558129791,2494464
1558129792,2494464
1558129793,2494464
1558129794,2494464
1558129795,2494464
1558129796,2494464
1558129797,2494464
1558129798,2494464
1558129799,2494464
1558129800,2494464
1558129801,2494464
1558129802,2494464
1558129803,2494464
1558129804,2494464
1558129805,2494464
1558129806,2494464
1558129807,2494464
