hash,metric_name,metric_info
8229d4d61cb89d5a8542360fded4e7ef7d00858b,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '0'}"
b658be5b0e0bd709f1be0441e1c05fbbce2faad4,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '0.25'}"
c141b825386a01e6ee41fee5155cb5953ea0f11a,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '0.5'}"
0e5a0feed9238512c647d29698fff4b468821c76,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '0.75'}"
c7fa2e1adeb2082232f54617616b6f173de69939,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.107:9100', 'quantile': '1'}"
4e3f357083a46af5f42036cec8c0c16e3f4af230,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '0'}"
9a9e216cb293978e97f59d40d3198bbc54bc2f4d,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '0.25'}"
7e68f1cd78b8b1a6128cb10f01d2a5a5f417d985,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '0.5'}"
862edfed1e9af3703104bc2c2b5835f72774d74a,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '0.75'}"
e85943bc66490b1ec098b832028f8a37d9aaca42,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.108:9100', 'quantile': '1'}"
45c56b8e344a424a05547408cd2a059f0cb12602,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.109:9100', 'quantile': '0'}"
69f28ed30b155a3eb69282a9449bb860deb10d2e,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.109:9100', 'quantile': '0.25'}"
278ddd4c9d39cd99398987e7fb0ae1b39a4def4d,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.109:9100', 'quantile': '0.5'}"
29bbe6a65dfdb345f6ee978c3204ad4a1dc9789d,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.109:9100', 'quantile': '0.75'}"
2c941ead7b93337c940d96ee6fc14681da5dd392,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.109:9100', 'quantile': '1'}"
1d137aa05649e1584c6f2213c5c06cd9db742850,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.113:9100', 'quantile': '0'}"
266a11bf0bc27c828b7eb725d9ee8894f8fafa85,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.113:9100', 'quantile': '0.25'}"
3c4c7ea4bc829d17cbaa7608c2a3a849439eb69b,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.113:9100', 'quantile': '0.5'}"
915ba196566cf8020648ed8069154877f927f142,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.113:9100', 'quantile': '0.75'}"
f7b961d46b61610c5e2f5576fc7adbed4e1d09da,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.113:9100', 'quantile': '1'}"
df59ab4d95c7cac1c3b9a374fe96affabba703a7,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.116:9100', 'quantile': '0'}"
a9f6ac23ee00e9aa8d77f454b136c21afebbd6ee,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.116:9100', 'quantile': '0.25'}"
861d1fc9ecf5f495cd9672497424ac3eab44d701,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.116:9100', 'quantile': '0.5'}"
6630031a8a4c8230984c1dfc78bf6b76099d4c57,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.116:9100', 'quantile': '0.75'}"
647a069153d9897e4933d734559808a4f4006c6d,go_gc_duration_seconds,"{'__name__': 'go_gc_duration_seconds', 'job': 'node', 'instance': '192.168.0.116:9100', 'quantile': '1'}"
1f724b7573c2c50db1ab9cbf1050f2b9e7f015d7,go_goroutines,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.107:9100'}"
5fad4a93ad8af6c48834961f9efac689a19230a2,go_goroutines,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.108:9100'}"
47b95d95ca0087db935379cdb6fe0a0876695348,go_goroutines,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.109:9100'}"
9edc365cf7384975af1f60e6b3773b4b91e6867f,go_goroutines,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.113:9100'}"
da4da0617909cff88c850b9c0fd06cf9339df816,go_goroutines,"{'__name__': 'go_goroutines', 'job': 'node', 'instance': '192.168.0.116:9100'}"
36ccbb4892e6ce4642c198936f8643209ee622e2,go_memstats_alloc_bytes,"{'__name__': 'go_memstats_alloc_bytes', 'job': 'node', 'instance': '192.168.0.107:9100'}"
d8dec65c9d5eb0b814a1f616d02d42f2e0d1348b,go_memstats_alloc_bytes,"{'__name__': 'go_memstats_alloc_bytes', 'job': 'node', 'instance': '192.168.0.108:9100'}"
