hash,metric_name,metric_info
2eb0ed3085dfb72e8fe9c3f9a2d43ac0d2ed4b59,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-1', 'quantile': '0', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
9a6d4cba740eb33f6fee0f03bb981edd398bbaf9,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-1', 'quantile': '0.25', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
b1ef052af06e484795f9d5d49dee3d765b32eab3,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-1', 'quantile': '0.5', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
457a3e24cda8dd017a2d10a88d0c2bdf5fe4866c,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-1', 'quantile': '0.75', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
ae71362abaa839d16122c1a909fe8e9b9b3c4022,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-1', 'quantile': '1', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
c84daf1ec1780c5f17650da9c9c1feefc5fede02,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-2', 'quantile': '0', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
9d86b3a6b47191f7e5da0ce34bf7e51f82d4f7ce,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-2', 'quantile': '0.25', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
ce694acefd4dbb08bb00e44b68e5c85d5d19d817,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-2', 'quantile': '0.5', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
684c892e60bd58b6a2c03483f0bb7079ea823298,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-2', 'quantile': '0.75', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
284c36a13281d92e695174e28a4353b6fd35fc47,go_gc_duration_seconds,"{'job': 'kubernetes-nodes', 'dojot': 'sim', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux', '__name__': 'go_gc_duration_seconds', 'instance': 'worker-k8s-2', 'quantile': '1', 'beta_kubernetes_io_arch': 'amd64', 'automatic_load': 'sim'}"
