hash,metric_name,metric_info
8503996e4a6e7371c43ec1891f8369a8ce22642a,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0', 'instance': 'worker-k8s-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux'}"
4eb4bc992ad4a8160039ba47bebc45d2ffe59833,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.25', 'instance': 'worker-k8s-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux'}"
6ae312cb34c8a8bc3908f8b0da06ec7beeab3df6,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.5', 'instance': 'worker-k8s-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux'}"
e17e073f949f18f60b27dc564bcf02cd5255156b,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.75', 'instance': 'worker-k8s-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux'}"
49667d8ccddc876a98e22d6506cf735fa2db3382,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '1', 'instance': 'worker-k8s-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-1', 'beta_kubernetes_io_os': 'linux'}"
5ea49d204f2b27d4d672f42b74f32c84b1fceace,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0', 'instance': 'worker-k8s-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux'}"
f321b81f574799962d361dd9ca9b1bb493b153d4,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.25', 'instance': 'worker-k8s-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux'}"
ee18a239b3c28a7128ee9dfc024e516aa37f20f1,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.5', 'instance': 'worker-k8s-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux'}"
e108e96fe962e8b07298ab320af157046a01bd14,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.75', 'instance': 'worker-k8s-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux'}"
0c9c460cc63a2ae23fc9e34ce39f91e9e997d6f5,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '1', 'instance': 'worker-k8s-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-2', 'beta_kubernetes_io_os': 'linux'}"
dd3e840769ffa39ca48df6c5250036bc99f4f635,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0', 'instance': 'worker-k8s-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-3', 'beta_kubernetes_io_os': 'linux'}"
1594846cd609f39c14282e4380cfdd322cee02f4,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.25', 'instance': 'worker-k8s-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-3', 'beta_kubernetes_io_os': 'linux'}"
b5f9540afb8bd8874057a76f3cf9bea9cf3a17ed,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.5', 'instance': 'worker-k8s-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-3', 'beta_kubernetes_io_os': 'linux'}"
1b6bf59a78ac09e1c7d7c85798ccf8425fb707fd,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '0.75', 'instance': 'worker-k8s-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-3', 'beta_kubernetes_io_os': 'linux'}"
59c6cd8338cca29c282e19f81a8535a408d09ba4,go_gc_duration_seconds,"{'dojot': 'sim', 'quantile': '1', 'instance': 'worker-k8s-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'worker-k8s-3', 'beta_kubernetes_io_os': 'linux'}"
a9e0bb7a4242693fa6a13b13a460caf914516e3b,go_gc_duration_seconds,"{'quantile': '0', 'instance': 'apache-dash-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-1', 'beta_kubernetes_io_os': 'linux'}"
305e54268a3246fd5991e253c08eafd477a295a3,go_gc_duration_seconds,"{'quantile': '0.25', 'instance': 'apache-dash-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-1', 'beta_kubernetes_io_os': 'linux'}"
69c821e86d956760f7586a2e929c18bff67086b4,go_gc_duration_seconds,"{'quantile': '0.5', 'instance': 'apache-dash-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-1', 'beta_kubernetes_io_os': 'linux'}"
eb7765cf1ed3ab76b730f39b2045ff4a2332c64d,go_gc_duration_seconds,"{'quantile': '0.75', 'instance': 'apache-dash-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-1', 'beta_kubernetes_io_os': 'linux'}"
d1fecce2c4b4aedda4c1f870b3d36087d552cab7,go_gc_duration_seconds,"{'quantile': '1', 'instance': 'apache-dash-1', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-1', 'beta_kubernetes_io_os': 'linux'}"
f1b9cf7256aab134ce77d2b6342505b5c0d6dbe0,go_gc_duration_seconds,"{'quantile': '0', 'instance': 'apache-dash-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-2', 'beta_kubernetes_io_os': 'linux'}"
519601e065dd49927829b7ec1c9f3c484c2c988d,go_gc_duration_seconds,"{'quantile': '0.25', 'instance': 'apache-dash-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-2', 'beta_kubernetes_io_os': 'linux'}"
439a8bbb652cea9c4cf74c44c946f37f35bfa48c,go_gc_duration_seconds,"{'quantile': '0.5', 'instance': 'apache-dash-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-2', 'beta_kubernetes_io_os': 'linux'}"
bd58ef35a4309e7c7bd7a1e9f8f32368d0a7d396,go_gc_duration_seconds,"{'quantile': '0.75', 'instance': 'apache-dash-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-2', 'beta_kubernetes_io_os': 'linux'}"
90b99875ddd3287d22430206952a7c52408fa446,go_gc_duration_seconds,"{'quantile': '1', 'instance': 'apache-dash-2', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-2', 'beta_kubernetes_io_os': 'linux'}"
fed06ddeaa64bcc79999e3cbf2442da0d2bc5bc2,go_gc_duration_seconds,"{'quantile': '0', 'instance': 'apache-dash-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-3', 'beta_kubernetes_io_os': 'linux'}"
be2d6f3134ad3d149dff8388f222818827900490,go_gc_duration_seconds,"{'quantile': '0.25', 'instance': 'apache-dash-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-3', 'beta_kubernetes_io_os': 'linux'}"
f8af331a528c3c9f0ecd520cc62a67277120c4d6,go_gc_duration_seconds,"{'quantile': '0.5', 'instance': 'apache-dash-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-3', 'beta_kubernetes_io_os': 'linux'}"
0a451c7c6e2f303e1659cdd2799883b69edce3f4,go_gc_duration_seconds,"{'quantile': '0.75', 'instance': 'apache-dash-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-3', 'beta_kubernetes_io_os': 'linux'}"
ae843e0a5b1990374b5b6e7b6f4e265cc9599423,go_gc_duration_seconds,"{'quantile': '1', 'instance': 'apache-dash-3', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'video_dash_internal_storage': 'sim', 'kubernetes_io_hostname': 'apache-dash-3', 'beta_kubernetes_io_os': 'linux'}"
d90ff84e4e754f7c257037168b61da14e0173ef9,go_gc_duration_seconds,"{'quantile': '0', 'instance': 'cloud30', '__name__': 'go_gc_duration_seconds', 'beta_kubernetes_io_arch': 'amd64', 'job': 'kubernetes-nodes', 'kubernetes_io_hostname': 'cloud30', 'beta_kubernetes_io_os': 'linux'}"
